,ap_name,year,D_cancel,A_cancel,D_divert,A_divert,D_4met,A_4met,%on/t_gate_D,%on/t_ap_D,%on/t_gate_A,avg_taxi_out_time,avg_taxi_out_del,avg_ap_D_del,avg_airborne_del,avg_taxi_in_del,avg_block_del,avg_gate_A_del
256,HOU,2007.0,940.0,951.0,114.0,265.0,102986,111266,0.8858,0.8823,0.8633,11.93,1.36,8.11,2.38,0.81,2.95,9.14
257,HOU,2008.0,1584.0,1554.0,104.0,215.0,91217,100500,0.8652,0.8433,0.8411,11.9,2.02,9.48,2.11,1.25,3.56,10.0
258,HOU,2009.0,844.0,808.0,105.0,240.0,90128,91124,0.8678,0.8394,0.8452,12.35,2.25,8.95,1.88,1.47,4.24,9.04
259,HOU,2010.0,864.0,842.0,102.0,170.0,83392,83811,0.8789,0.8535,0.8461,12.65,2.26,8.28,1.99,1.62,4.37,8.91
260,HOU,2011.0,868.0,887.0,122.0,85.0,83128,83426,0.8815,0.8611,0.8678,12.66,1.96,8.09,1.79,1.09,3.35,7.99
261,HOU,2012.0,594.0,609.0,120.0,138.0,88261,88228,0.8791,0.8523,0.8629,13.0,2.24,8.67,1.49,1.32,3.22,8.0
262,HOU,2013.0,540.0,553.0,117.0,117.0,87945,87896,0.8734,0.8479,0.8504,13.32,2.27,9.3,1.64,1.3,3.28,9.23
263,HOU,2014.0,955.0,980.0,145.0,153.0,90752,88621,0.8882,0.86,0.8577,13.52,2.31,7.84,1.91,1.17,3.5,8.22
264,HPN,2004.0,349.0,315.0,24.0,47.0,65315,65458,0.728,0.7156,0.7639,8.95,2.26,15.34,5.35,0.92,2.58,12.23
265,HPN,2005.0,320.0,281.0,14.0,41.0,62927,62981,0.7235,0.7055,0.7628,9.38,2.52,16.17,5.45,1.05,2.48,12.48
266,HPN,2006.0,290.0,258.0,29.0,45.0,63002,62901,0.7085,0.6939,0.7515,8.69,1.68,16.5,5.25,1.09,2.46,13.16
267,HPN,2007.0,600.0,522.0,49.0,97.0,64971,64877,0.7014,0.6714,0.7303,9.25,2.42,18.35,5.5,1.21,2.93,14.8
268,HPN,2008.0,346.0,295.0,36.0,97.0,62474,62377,0.7152,0.6879,0.75,9.39,2.41,17.36,4.13,1.3,2.61,13.83
269,HPN,2009.0,200.0,170.0,32.0,99.0,59009,59006,0.7383,0.7209,0.7915,8.92,1.73,15.48,2.41,1.5,2.0,11.13
270,HPN,2010.0,305.0,269.0,32.0,61.0,58084,58176,0.6841,0.6558,0.7649,9.29,2.16,17.73,1.86,1.86,2.16,12.07
271,HPN,2011.0,328.0,293.0,20.0,66.0,60853,60660,0.7082,0.6824,0.779,9.03,1.8,16.83,1.37,1.46,1.93,12.07
272,HPN,2012.0,171.0,145.0,19.0,84.0,63731,63771,0.7228,0.6964,0.7963,9.12,1.87,15.88,1.33,1.49,1.92,10.77
273,HPN,2013.0,263.0,195.0,24.0,88.0,67223,67673,0.6686,0.6321,0.7436,9.41,2.16,18.16,1.29,1.71,2.46,13.19
274,HPN,2014.0,474.0,386.0,23.0,112.0,68319,68348,0.6526,0.6237,0.7159,9.72,2.3,20.22,2.11,1.73,3.0,15.8
275,IAD,2004.0,2856.0,3197.0,271.0,260.0,34104,33880,0.6116,0.5583,0.5732,14.22,4.88,24.1,4.3,1.73,5.73,22.43
276,IAD,2005.0,2452.0,2604.0,182.0,140.0,33059,32858,0.5622,0.5171,0.5604,13.01,3.84,25.76,4.01,1.45,5.02,23.6
277,IAD,2006.0,2232.0,2422.0,238.0,226.0,31937,32086,0.5494,0.5159,0.55,14.4,3.48,25.65,4.17,1.85,5.17,24.01
278,IAD,2007.0,2920.0,3116.0,180.0,168.0,35911,36118,0.5299,0.4612,0.5136,16.01,5.23,30.62,4.67,3.07,6.97,27.16
279,IAD,2008.0,2077.0,2210.0,189.0,150.0,31907,32126,0.5768,0.5266,0.5896,15.43,3.93,26.0,4.68,1.13,4.56,23.18
280,IAD,2009.0,1315.0,1317.0,181.0,122.0,27647,27642,0.6116,0.5824,0.6245,13.84,2.44,22.14,3.96,0.83,4.15,20.54
281,IAD,2010.0,2020.0,2076.0,193.0,181.0,30180,30438,0.6084,0.5779,0.6159,13.17,2.45,22.38,3.63,0.92,4.55,20.77
282,IAD,2011.0,1804.0,1842.0,186.0,177.0,30813,31566,0.5993,0.5731,0.5965,12.73,2.39,23.32,3.87,1.2,4.67,22.31
283,IAD,2012.0,1698.0,1740.0,169.0,135.0,31387,32243,0.6036,0.5851,0.6174,12.05,1.77,21.07,3.71,0.94,4.01,20.23
284,IAD,2013.0,1700.0,1770.0,159.0,122.0,30725,31431,0.5824,0.53,0.5891,13.36,3.33,24.31,3.22,0.74,4.14,21.72
285,IAD,2014.0,2032.0,2035.0,130.0,121.0,30230,30777,0.5837,0.5233,0.5846,13.75,3.53,24.89,3.39,0.99,4.6,22.3
286,IAH,2004.0,1825.0,2010.0,344.0,885.0,212945,215986,0.7261,0.6179,0.7484,18.82,7.17,21.45,5.05,1.28,3.79,15.09
287,IAH,2005.0,3426.0,3545.0,426.0,766.0,233140,236001,0.7425,0.6573,0.7632,18.64,5.8,19.41,4.38,1.75,3.57,14.15
288,IAH,2006.0,2374.0,2500.0,577.0,1539.0,169691,172953,0.7311,0.6822,0.7441,17.16,4.23,19.91,4.36,1.93,3.28,15.84
289,IAH,2007.0,2033.0,2166.0,518.0,1174.0,171679,173013,0.7147,0.6361,0.7193,18.06,5.34,22.55,4.73,1.83,3.67,17.52
290,IAH,2008.0,3261.0,3366.0,508.0,769.0,164378,164798,0.7155,0.6368,0.7327,17.92,4.99,22.68,4.19,1.35,3.11,17.04
291,IAH,2009.0,1249.0,1333.0,510.0,768.0,156324,155395,0.7718,0.7197,0.7876,16.72,3.78,17.53,3.8,1.49,2.74,12.74
292,IAH,2010.0,1375.0,1484.0,486.0,544.0,155124,154841,0.7742,0.7211,0.7804,16.0,3.72,17.29,3.02,1.38,2.71,13.36
293,IAH,2011.0,2105.0,2364.0,527.0,463.0,152047,151481,0.7477,0.6884,0.7527,16.04,4.04,20.01,3.03,1.59,3.34,15.34
294,IAH,2012.0,1898.0,2168.0,469.0,530.0,143837,143568,0.7412,0.6805,0.7634,15.66,3.77,19.45,2.48,1.37,2.49,14.45
295,IAH,2013.0,1894.0,2280.0,511.0,499.0,141951,141085,0.7262,0.6559,0.7421,16.28,4.42,21.13,2.44,1.49,2.76,15.92
296,IAH,2014.0,3744.0,4297.0,576.0,625.0,134578,133877,0.6957,0.6266,0.723,15.94,3.85,23.11,2.78,1.49,3.05,17.66
297,IND,2004.0,509.0,480.0,63.0,26.0,247146,246368,0.8607,0.6809,0.8084,21.45,9.56,16.32,3.37,3.81,5.42,11.19
298,IND,2005.0,608.0,572.0,103.0,49.0,271941,269537,0.8442,0.7184,0.8178,20.32,7.34,14.84,3.53,2.32,4.75,10.7
299,IND,2006.0,387.0,359.0,125.0,53.0,291421,289276,0.7952,0.6599,0.7757,21.28,7.67,18.86,3.53,3.21,5.41,13.91
300,IND,2007.0,991.0,945.0,131.0,54.0,291242,290346,0.786,0.6935,0.7757,19.69,5.73,18.14,3.47,2.9,4.4,14.45
301,IND,2008.0,749.0,708.0,102.0,69.0,278764,278546,0.8003,0.7205,0.7854,18.07,5.0,16.37,3.54,2.42,4.23,14.04
302,IND,2009.0,520.0,490.0,97.0,70.0,261290,261184,0.8416,0.7503,0.8127,17.48,5.36,13.79,2.96,2.29,4.3,11.34
303,IND,2010.0,622.0,560.0,103.0,60.0,257236,256761,0.8211,0.7483,0.8066,16.05,4.26,13.73,2.66,1.99,4.48,11.27
304,IND,2011.0,598.0,524.0,64.0,68.0,254998,254038,0.8034,0.7179,0.7943,16.52,4.84,15.52,2.44,2.26,3.94,12.38
305,IND,2012.0,296.0,251.0,63.0,48.0,247043,246118,0.7671,0.674,0.7915,16.44,5.12,18.43,2.07,2.41,3.09,13.28
306,IND,2013.0,434.0,376.0,82.0,49.0,241954,242330,0.7753,0.7058,0.7929,15.93,4.37,17.05,1.71,2.2,3.08,13.06
307,IND,2014.0,786.0,680.0,66.0,68.0,245284,245369,0.754,0.6729,0.7649,16.62,4.98,18.98,2.65,2.57,3.79,15.19
308,ISP,2004.0,237.0,214.0,39.0,55.0,86320,86866,0.7792,0.7424,0.7445,12.98,3.18,14.49,2.97,1.35,4.43,13.98
309,ISP,2005.0,210.0,213.0,36.0,13.0,92901,93187,0.7605,0.7179,0.737,13.21,3.57,15.64,3.12,1.74,5.02,14.75
310,ISP,2006.0,173.0,181.0,27.0,62.0,87866,87860,0.7781,0.7396,0.7379,13.39,3.18,14.74,2.95,1.64,4.71,14.4
311,ISP,2007.0,175.0,166.0,26.0,34.0,85550,85626,0.7714,0.7229,0.708,14.19,3.69,16.55,3.27,2.34,5.08,16.83
312,ISP,2008.0,70.0,76.0,28.0,22.0,84243,84597,0.7975,0.7502,0.7633,14.14,3.49,14.85,3.19,1.33,3.95,13.51
313,ISP,2009.0,84.0,75.0,26.0,37.0,74138,74235,0.8193,0.7832,0.8183,13.12,2.67,12.95,2.92,0.46,2.99,10.27
314,ISP,2010.0,178.0,172.0,21.0,27.0,71636,71856,0.7958,0.7501,0.7974,13.16,3.05,14.12,2.85,0.46,3.0,11.43
315,ISP,2011.0,147.0,138.0,16.0,29.0,68885,68918,0.7856,0.7603,0.784,12.19,2.02,13.93,2.63,0.78,2.89,12.35
316,ISP,2012.0,67.0,74.0,10.0,19.0,68311,68266,0.8098,0.7831,0.8027,12.05,1.86,12.52,2.16,0.81,2.46,10.92
317,ISP,2013.0,70.0,67.0,12.0,13.0,67136,66993,0.7664,0.7252,0.7706,12.77,2.78,16.18,2.04,1.02,2.84,13.29
318,ISP,2014.0,103.0,104.0,17.0,19.0,66542,66383,0.7231,0.6907,0.7524,12.8,2.5,17.63,2.06,1.18,3.07,14.49
319,JAX,2004.0,645.0,558.0,94.0,63.0,4045,4061,0.84,0.8156,0.7956,10.04,2.73,10.6,3.06,1.09,2.52,10.56
320,JAX,2005.0,363.0,296.0,91.0,32.0,17364,17291,0.8102,0.7899,0.792,9.84,2.58,12.45,3.17,1.02,2.31,11.34
321,JAX,2006.0,311.0,287.0,114.0,41.0,15706,15641,0.8008,0.7945,0.7896,8.59,1.33,12.39,3.62,0.59,2.11,11.93
322,JAX,2007.0,446.0,414.0,122.0,44.0,15214,15170,0.8096,0.7861,0.7713,8.91,1.8,12.99,3.72,0.67,2.14,13.55
323,JAX,2008.0,495.0,434.0,85.0,73.0,13736,12677,0.8058,0.7879,0.7726,8.6,1.55,13.02,2.28,0.76,1.98,13.43
324,JAX,2009.0,274.0,220.0,88.0,64.0,10590,10593,0.8155,0.7973,0.7861,8.4,1.36,11.66,1.75,0.81,1.9,11.73
325,JAX,2010.0,444.0,384.0,95.0,40.0,9856,9770,0.7876,0.767,0.7407,8.55,1.57,12.71,1.75,0.61,2.12,13.92
326,JAX,2011.0,367.0,333.0,75.0,39.0,9556,9546,0.8036,0.7882,0.763,8.64,1.51,13.8,1.42,0.5,1.89,15.37
327,JAX,2012.0,234.0,194.0,56.0,37.0,8716,8710,0.7868,0.7728,0.754,8.38,1.22,14.57,1.23,0.45,1.97,15.33
328,JAX,2013.0,279.0,237.0,71.0,41.0,8344,8291,0.7572,0.7285,0.7059,8.61,1.4,14.73,1.27,0.42,2.57,16.9
329,JAX,2014.0,468.0,417.0,71.0,39.0,7816,7776,0.7238,0.7033,0.6817,9.08,1.56,18.18,1.26,0.46,2.6,19.89
330,JFK,2004.0,1340.0,1194.0,218.0,211.0,11321,11447,0.7824,0.7584,0.7496,11.64,2.5,13.57,1.55,0.7,2.23,13.15
331,JFK,2005.0,1915.0,1749.0,245.0,407.0,46410,46695,0.777,0.7525,0.739,11.76,2.65,14.53,1.69,1.04,3.01,14.12
332,JFK,2006.0,1932.0,1767.0,465.0,489.0,45885,46065,0.7822,0.7587,0.7469,11.88,2.44,14.05,1.5,1.01,2.85,13.68
333,JFK,2007.0,4102.0,4089.0,236.0,635.0,48344,48598,0.7744,0.7407,0.7117,12.76,3.02,15.64,1.37,1.48,3.45,15.88
334,JFK,2008.0,3196.0,3200.0,447.0,530.0,43779,44043,0.7964,0.7701,0.7487,12.69,2.65,14.28,1.44,0.94,3.59,14.34
335,JFK,2009.0,2618.0,2728.0,307.0,375.0,38246,38209,0.8212,0.7858,0.7799,12.97,2.97,12.78,1.28,0.89,3.14,12.04
336,JFK,2010.0,3797.0,3849.0,234.0,401.0,37272,37361,0.8334,0.8011,0.7832,12.66,2.68,11.57,1.15,0.87,2.65,11.9
337,JFK,2011.0,2580.0,2595.0,241.0,400.0,38130,38079,0.822,0.8009,0.7781,12.32,2.22,12.26,1.19,0.81,2.78,12.45
338,JFK,2012.0,1591.0,1613.0,174.0,305.0,34150,34070,0.8279,0.8054,0.7868,12.44,2.21,11.99,1.1,1.04,2.42,12.28
339,JFK,2013.0,1962.0,2007.0,238.0,259.0,34562,34417,0.7957,0.7692,0.7514,12.64,2.34,14.16,1.26,1.15,2.72,14.29
340,JFK,2014.0,2319.0,2380.0,209.0,389.0,35084,35010,0.7868,0.7596,0.7414,12.7,2.19,14.77,2.11,0.85,3.09,14.92
341,LAS,2004.0,1484.0,1347.0,289.0,195.0,151115,148127,0.7543,0.6028,0.7461,23.79,8.75,22.43,3.64,2.95,4.65,14.91
342,LAS,2005.0,1400.0,1271.0,300.0,173.0,164971,162914,0.7133,0.5107,0.6936,27.58,12.17,27.8,4.4,3.9,5.72,18.4
343,LAS,2006.0,1609.0,1460.0,377.0,245.0,180139,178673,0.7182,0.4423,0.6704,32.94,17.12,33.84,4.7,3.35,5.99,20.65
344,LAS,2007.0,1842.0,1677.0,424.0,181.0,210060,209898,0.6688,0.3808,0.6298,35.76,18.94,40.51,6.63,4.01,7.21,24.92
345,LAS,2008.0,2057.0,1805.0,339.0,400.0,208347,207144,0.7343,0.5042,0.667,33.31,14.31,31.57,6.38,3.93,6.34,22.66
346,LAS,2009.0,991.0,924.0,272.0,146.0,201184,199397,0.7784,0.5814,0.7249,31.07,11.98,25.05,5.69,3.63,5.04,17.71
347,LAS,2010.0,1016.0,964.0,303.0,174.0,192101,190038,0.7348,0.57,0.739,28.7,10.1,26.98,5.09,3.74,4.32,17.39
348,LAS,2011.0,1143.0,1088.0,281.0,160.0,197805,196354,0.7393,0.5989,0.7407,25.98,8.5,24.82,5.16,2.55,3.82,17.21
349,LAS,2012.0,918.0,817.0,239.0,182.0,194788,193893,0.7697,0.6409,0.7819,24.98,7.55,21.27,4.32,2.02,2.97,13.89
350,LAS,2013.0,777.0,726.0,274.0,156.0,196105,193781,0.7457,0.6038,0.7375,25.53,8.61,23.64,4.21,2.38,3.88,16.85
351,LAS,2014.0,1115.0,1035.0,266.0,159.0,206239,205660,0.7373,0.5878,0.7344,25.1,8.04,23.83,4.69,2.61,4.05,17.23
352,LAX,2004.0,2508.0,2727.0,382.0,270.0,196424,196144,0.7609,0.6589,0.7631,16.2,5.89,17.67,2.38,1.51,3.29,13.28
353,LAX,2005.0,2379.0,2592.0,363.0,171.0,212089,212329,0.741,0.6581,0.7621,15.39,4.69,17.3,2.19,1.77,3.09,12.99
354,LAX,2006.0,3028.0,3248.0,379.0,260.0,216984,217891,0.737,0.6255,0.7433,16.45,6.0,18.81,2.16,1.8,3.66,13.76
355,LAX,2007.0,3259.0,3417.0,398.0,208.0,223643,225495,0.7447,0.6177,0.7494,16.9,6.56,19.42,2.29,2.01,3.4,13.79
356,LAX,2008.0,2838.0,3077.0,476.0,237.0,207552,208196,0.762,0.6664,0.7586,16.28,5.65,18.58,2.24,1.7,3.63,13.92
357,LAX,2009.0,1911.0,2000.0,363.0,209.0,183201,183116,0.7923,0.7356,0.8069,14.47,3.94,14.28,1.76,1.53,2.71,10.42
358,LAX,2010.0,2206.0,2292.0,420.0,240.0,174475,174562,0.7742,0.7168,0.8008,14.14,3.87,15.26,1.61,1.57,2.24,10.79
359,LAX,2011.0,2617.0,2764.0,439.0,341.0,181828,181770,0.775,0.7176,0.7955,14.26,3.79,15.27,1.57,1.59,2.56,11.14
360,LAX,2012.0,2315.0,2493.0,479.0,241.0,179153,180035,0.7802,0.7286,0.8051,13.93,3.5,15.13,1.47,2.1,2.34,10.84
361,LAX,2013.0,2441.0,2541.0,494.0,332.0,177409,179793,0.7477,0.6901,0.7771,13.99,3.62,17.37,1.29,1.73,2.66,12.84
362,LAX,2014.0,2493.0,2726.0,601.0,298.0,181578,181929,0.7394,0.6887,0.7643,13.61,3.35,17.47,1.71,1.77,2.89,13.47
363,LGA,2004.0,4347.0,4241.0,265.0,449.0,307973,307061,0.8144,0.7604,0.8093,14.08,4.1,13.22,3.03,2.41,3.52,10.47
364,LGA,2005.0,5060.0,4879.0,271.0,592.0,306439,306044,0.801,0.7546,0.7923,13.9,3.72,13.22,3.02,2.37,3.54,11.22
365,LGA,2006.0,4718.0,4668.0,278.0,537.0,306821,306201,0.7819,0.7213,0.7561,14.82,4.36,15.0,3.18,2.93,4.11,13.23
366,LGA,2007.0,6415.0,6304.0,290.0,573.0,316257,316715,0.777,0.6992,0.7501,15.71,4.81,16.24,3.19,3.58,4.05,14.09
367,LGA,2008.0,5753.0,5721.0,270.0,701.0,293640,294144,0.7942,0.7478,0.7675,14.82,3.37,14.62,3.07,2.69,3.93,13.51
368,LGA,2009.0,4007.0,3943.0,272.0,546.0,262782,262838,0.833,0.8032,0.8153,13.68,2.63,11.65,2.75,2.15,2.77,10.83
369,LGA,2010.0,4336.0,4301.0,272.0,483.0,269895,270550,0.8106,0.7674,0.7992,14.09,3.22,13.57,2.65,2.97,2.92,11.59
370,LGA,2011.0,4636.0,4658.0,215.0,434.0,284127,284618,0.8082,0.7493,0.7809,14.86,3.96,14.02,2.77,3.31,3.63,12.32
371,LGA,2012.0,3408.0,3361.0,205.0,398.0,284637,285252,0.8022,0.7334,0.7884,15.39,4.44,14.95,2.47,4.0,3.12,12.14
372,LGA,2013.0,3311.0,3319.0,211.0,545.0,288214,288965,0.8001,0.7435,0.7844,15.21,3.98,14.58,2.33,3.53,3.17,12.66
373,LGA,2014.0,4672.0,4762.0,247.0,433.0,303156,302628,0.7681,0.7048,0.7652,15.44,4.09,16.46,2.64,3.9,3.63,13.99
374,LGB,2004.0,92.0,85.0,32.0,79.0,196421,196310,0.7963,0.621,0.7518,23.28,10.18,20.77,5.29,2.42,4.57,15.47
375,LGB,2005.0,49.0,46.0,33.0,53.0,196606,196474,0.7429,0.569,0.6829,22.44,10.35,24.55,5.73,2.41,5.67,20.41
376,LGB,2006.0,65.0,63.0,34.0,120.0,196274,196378,0.7398,0.5213,0.6671,25.75,13.0,27.64,5.97,2.39,5.99,21.05
377,LGB,2007.0,157.0,147.0,44.0,43.0,191343,191847,0.7004,0.4267,0.6109,27.32,15.0,33.26,6.93,2.56,6.84,25.0
378,LGB,2008.0,134.0,135.0,46.0,89.0,186037,186204,0.7458,0.4705,0.6572,27.03,14.71,30.04,7.28,2.43,5.96,22.23
379,LGB,2009.0,72.0,69.0,24.0,47.0,174192,174054,0.79,0.572,0.7178,24.42,11.96,24.08,7.01,1.89,4.73,18.38
380,LGB,2010.0,129.0,127.0,23.0,34.0,178701,178938,0.7996,0.5804,0.7617,24.42,11.53,22.85,5.83,2.35,3.62,14.95
381,LGB,2011.0,99.0,83.0,17.0,41.0,180288,180945,0.7639,0.5437,0.7373,24.68,11.67,26.25,6.14,1.96,3.54,17.7
382,LGB,2012.0,84.0,66.0,9.0,20.0,181426,182054,0.804,0.5906,0.7814,23.97,10.98,22.33,5.13,2.25,2.97,14.19
383,LGB,2013.0,98.0,96.0,18.0,12.0,182284,181998,0.7698,0.5486,0.746,24.43,11.25,25.84,5.25,2.24,3.28,17.29
384,LGB,2014.0,130.0,123.0,14.0,29.0,180282,180537,0.7599,0.5318,0.7498,24.61,11.21,25.92,4.79,2.34,3.19,16.47
385,MCI,2004.0,670.0,576.0,121.0,98.0,3663,3749,0.8438,0.8329,0.7437,12.35,1.96,9.81,1.98,0.63,4.15,12.79
386,MCI,2005.0,688.0,602.0,100.0,137.0,15607,15858,0.8484,0.8274,0.7743,12.48,2.29,9.57,1.59,0.82,3.25,11.52
387,MCI,2006.0,544.0,474.0,122.0,70.0,15360,16113,0.8435,0.8121,0.7752,13.68,3.01,10.65,1.71,0.78,4.2,11.26
388,MCI,2007.0,1147.0,1006.0,162.0,151.0,16866,17042,0.8255,0.7819,0.7832,15.3,3.79,12.19,2.02,1.39,4.06,11.9
389,MCI,2008.0,841.0,768.0,158.0,122.0,17722,17958,0.8261,0.8062,0.7886,14.45,2.46,11.97,2.26,1.72,4.49,12.59
390,MCI,2009.0,538.0,453.0,102.0,133.0,16686,16753,0.8676,0.8544,0.8367,13.56,2.14,8.72,2.14,1.19,3.34,9.05
391,MCI,2010.0,654.0,605.0,133.0,186.0,16764,16706,0.8193,0.7895,0.824,14.17,2.88,12.79,2.36,1.47,3.11,10.48
392,MCI,2011.0,818.0,755.0,120.0,139.0,16578,16559,0.8351,0.8176,0.8283,13.38,2.23,11.24,2.73,0.86,2.69,10.17
393,MCI,2012.0,497.0,434.0,83.0,103.0,15954,15899,0.8441,0.8343,0.8496,12.57,1.81,10.49,2.26,0.6,2.22,9.25
394,MCI,2013.0,871.0,771.0,103.0,83.0,14945,15163,0.8599,0.8462,0.8432,12.63,2.03,9.49,2.19,0.63,2.37,9.17
395,MCI,2014.0,824.0,799.0,129.0,83.0,14641,14736,0.8434,0.8288,0.832,12.5,1.86,10.14,2.37,0.63,2.37,9.71
396,MCO,2004.0,2240.0,2190.0,218.0,139.0,79314,79750,0.8214,0.7974,0.775,11.1,2.74,11.96,3.05,0.84,3.13,12.41
397,MCO,2005.0,856.0,817.0,281.0,157.0,78603,79179,0.8126,0.7882,0.7634,11.06,2.65,12.64,2.82,0.99,2.91,13.16
398,MCO,2006.0,784.0,721.0,288.0,171.0,80635,81982,0.7984,0.7765,0.7451,10.99,2.34,13.53,2.72,0.98,3.43,14.09
399,MCO,2007.0,1153.0,1087.0,339.0,177.0,92612,92916,0.7823,0.7447,0.7376,11.97,3.08,15.54,2.97,1.31,3.85,15.03
400,MCO,2008.0,1083.0,1020.0,397.0,227.0,83948,84279,0.7933,0.7669,0.7476,11.57,2.44,14.56,2.69,1.04,3.62,14.31
401,MCO,2009.0,662.0,625.0,332.0,201.0,71385,71498,0.8298,0.7994,0.793,11.89,2.8,12.56,2.76,1.19,2.98,11.54
402,MCO,2010.0,1167.0,1125.0,319.0,174.0,68953,69136,0.8147,0.7874,0.7975,11.46,2.42,12.81,2.76,1.06,2.56,11.46
403,MCO,2011.0,1224.0,1178.0,360.0,235.0,68122,68087,0.7992,0.7767,0.7844,11.28,2.21,13.89,2.56,0.96,2.6,12.63
404,MCO,2012.0,767.0,730.0,253.0,176.0,64377,64185,0.8309,0.8145,0.8101,10.89,1.89,11.82,1.78,0.89,1.91,11.22
405,MCO,2013.0,611.0,599.0,301.0,199.0,62289,62112,0.795,0.7622,0.7621,11.61,2.84,14.59,1.79,1.07,2.59,14.05
406,MCO,2014.0,1249.0,1251.0,344.0,311.0,61417,61249,0.7732,0.7443,0.7472,11.26,2.36,15.73,2.17,1.04,2.72,15.21
407,MDW,2004.0,1056.0,1037.0,130.0,220.0,150156,150352,0.8138,0.7698,0.7847,13.83,3.74,13.62,2.42,1.45,3.42,11.94
408,MDW,2005.0,1091.0,1085.0,127.0,238.0,166165,166776,0.7837,0.7546,0.7699,12.95,2.85,14.6,2.74,1.3,3.57,13.07
409,MDW,2006.0,1122.0,1145.0,186.0,423.0,164499,164935,0.7929,0.7546,0.7902,13.03,3.27,14.49,2.83,1.52,3.02,11.99
410,MDW,2007.0,1368.0,1287.0,161.0,403.0,170984,171358,0.776,0.7269,0.7575,13.65,3.99,16.74,3.04,1.81,3.69,14.19
411,MDW,2008.0,1246.0,1072.0,191.0,537.0,159897,159942,0.7857,0.7431,0.7661,13.58,3.67,16.22,1.61,1.73,4.01,13.96
412,MDW,2009.0,570.0,582.0,154.0,308.0,143712,142660,0.8077,0.7739,0.7967,12.9,3.1,13.81,1.25,1.9,3.4,11.79
413,MDW,2010.0,1247.0,1202.0,201.0,326.0,146894,146304,0.7997,0.758,0.7947,13.05,3.44,14.52,1.44,2.15,3.07,11.88
414,MDW,2011.0,952.0,1006.0,204.0,295.0,148493,148527,0.806,0.7627,0.7927,13.45,3.67,14.98,1.25,2.27,3.34,12.36
415,MDW,2012.0,731.0,754.0,188.0,229.0,144126,143983,0.8222,0.7796,0.8053,13.4,3.58,13.67,1.37,2.11,2.96,11.43
416,MDW,2013.0,724.0,701.0,160.0,386.0,140125,139404,0.7822,0.7416,0.774,13.34,3.29,15.86,1.44,2.25,3.49,13.42
417,MDW,2014.0,2521.0,2394.0,189.0,621.0,139833,139627,0.7548,0.7096,0.7571,13.81,3.69,18.46,2.13,2.16,3.91,15.16
418,MEM,2004.0,749.0,700.0,87.0,101.0,136546,135948,0.7622,0.6929,0.7793,14.68,4.98,16.23,5.06,1.36,3.58,12.19
419,MEM,2005.0,868.0,859.0,109.0,72.0,112579,111764,0.736,0.7014,0.7829,12.51,3.47,15.98,4.62,1.2,2.72,12.11
420,MEM,2006.0,878.0,863.0,95.0,55.0,117357,116732,0.6915,0.6492,0.7464,11.99,3.65,19.65,5.41,1.27,3.3,14.54
421,MEM,2007.0,1583.0,1799.0,212.0,191.0,120640,120302,0.6962,0.6426,0.746,11.68,3.62,20.36,5.35,1.5,3.32,14.87
422,MEM,2008.0,1516.0,1732.0,226.0,271.0,106786,106657,0.7314,0.6848,0.7685,11.24,3.35,18.6,3.94,1.42,2.81,13.68
423,MEM,2009.0,918.0,1094.0,233.0,154.0,98079,98051,0.7383,0.6853,0.8051,11.42,3.52,16.78,3.54,1.24,2.12,10.64
424,MEM,2010.0,1670.0,1789.0,197.0,156.0,96524,96752,0.6838,0.6258,0.7759,11.5,3.54,19.13,3.75,1.4,2.31,12.17
425,MEM,2011.0,1087.0,1085.0,111.0,102.0,100892,101105,0.7121,0.6652,0.7941,11.04,2.99,17.94,2.97,1.29,2.06,11.71
426,MEM,2012.0,428.0,379.0,76.0,42.0,101517,101590,0.7349,0.6928,0.8093,10.54,2.55,15.8,2.01,1.56,2.01,10.34
427,MEM,2013.0,661.0,628.0,74.0,49.0,101769,102887,0.6555,0.5867,0.7417,11.68,3.86,20.96,2.28,2.38,3.25,13.92
428,MEM,2014.0,445.0,378.0,53.0,38.0,102373,102609,0.658,0.5825,0.7283,12.37,4.25,23.11,3.79,2.29,3.88,16.4
429,MHT,2004.0,340.0,314.0,61.0,49.0,173254,169818,0.755,0.6877,0.7787,15.65,4.33,15.22,3.95,1.52,4.69,11.48
430,MHT,2005.0,534.0,480.0,50.0,55.0,176691,173030,0.7511,0.677,0.7797,16.06,4.68,15.3,3.71,1.96,4.55,11.3
431,MHT,2006.0,263.0,252.0,76.0,27.0,172206,169053,0.7544,0.6609,0.7492,17.43,5.39,16.09,4.07,1.93,5.72,13.0
432,MHT,2007.0,444.0,426.0,67.0,14.0,170568,166269,0.7396,0.6421,0.7554,18.08,5.39,17.15,3.32,1.82,5.65,13.43
433,MHT,2008.0,298.0,295.0,63.0,24.0,166979,163455,0.7602,0.6777,0.7887,17.72,4.93,17.01,3.27,1.97,4.99,12.12
434,MHT,2009.0,170.0,158.0,27.0,17.0,153914,153422,0.7825,0.7,0.8069,17.24,4.61,14.65,3.03,1.78,4.52,10.34
435,MHT,2010.0,235.0,233.0,42.0,17.0,152842,151357,0.7585,0.6867,0.834,16.82,4.36,16.21,2.36,1.41,3.03,9.45
436,MHT,2011.0,302.0,289.0,29.0,10.0,139824,138518,0.6692,0.6419,0.8316,15.2,2.14,18.58,2.18,0.49,2.44,9.64
