,ap_name,year,D_cancel,A_cancel,D_divert,A_divert,D_4met,A_4met,%on/t_gate_D,%on/t_ap_D,%on/t_gate_A,avg_taxi_out_time,avg_taxi_out_del,avg_ap_D_del,avg_airborne_del,avg_taxi_in_del,avg_block_del,avg_gate_A_del
0,ABQ,2004.0,242.0,235.0,71.0,46.0,53971,53818,0.803,0.7809,0.7921,9.89,2.43,12.1,2.46,0.83,2.55,10.87
1,ABQ,2005.0,221.0,190.0,61.0,33.0,51829,51877,0.814,0.7922,0.8001,9.79,2.29,11.2,2.26,0.89,2.34,10.24
2,ABQ,2006.0,392.0,329.0,71.0,124.0,49682,51199,0.7983,0.7756,0.7746,9.89,2.16,12.33,2.12,0.84,2.66,11.82
3,ABQ,2007.0,366.0,304.0,107.0,45.0,53255,53611,0.8005,0.7704,0.7647,10.34,2.4,12.95,2.19,1.29,3.06,12.71
4,ABQ,2008.0,333.0,300.0,79.0,42.0,49589,49512,0.8103,0.7844,0.7875,10.41,2.41,12.32,1.82,1.03,2.79,11.48
5,ABQ,2009.0,192.0,162.0,74.0,26.0,42550,42704,0.8341,0.8147,0.8224,9.88,1.89,10.45,1.74,0.92,1.98,9.27
6,ABQ,2010.0,222.0,177.0,71.0,50.0,42302,42169,0.8144,0.7907,0.8047,9.95,2.05,11.58,1.66,0.95,1.9,10.23
7,ABQ,2011.0,345.0,294.0,77.0,61.0,42283,42297,0.8072,0.7758,0.8022,10.5,2.51,12.57,1.58,0.84,1.87,10.63
8,ABQ,2012.0,237.0,181.0,65.0,60.0,39105,39107,0.8219,0.794,0.8177,10.27,2.32,12.11,1.41,0.98,1.8,9.73
9,ABQ,2013.0,232.0,212.0,62.0,46.0,35277,34989,0.771,0.7402,0.7554,10.77,2.64,14.28,1.6,0.92,2.35,12.76
10,ABQ,2014.0,315.0,274.0,66.0,37.0,33292,33137,0.7451,0.7148,0.732,10.64,2.41,15.99,1.73,1.02,2.4,14.72
11,ANC,2004.0,473.0,532.0,73.0,30.0,16503,15511,0.7109,0.677,0.6502,12.41,2.92,23.05,4.03,1.08,5.93,22.62
12,ANC,2005.0,424.0,484.0,74.0,31.0,72043,67034,0.7394,0.7061,0.6955,12.19,2.78,19.97,3.65,1.01,4.96,19.35
13,ANC,2006.0,367.0,436.0,88.0,50.0,75708,69995,0.7771,0.7455,0.711,12.84,2.54,17.07,4.29,0.72,5.83,17.71
14,ANC,2007.0,359.0,423.0,93.0,54.0,78741,73323,0.7838,0.7457,0.7196,13.19,2.29,17.52,5.13,0.39,5.87,18.09
15,ANC,2008.0,268.0,355.0,97.0,57.0,76606,72479,0.7972,0.7698,0.7573,13.44,1.86,14.72,5.13,0.63,5.93,15.89
16,ANC,2009.0,354.0,421.0,84.0,80.0,67252,63135,0.8112,0.7952,0.8264,12.49,1.55,15.88,3.85,0.31,4.19,15.95
17,ANC,2010.0,149.0,204.0,84.0,32.0,73089,68125,0.7992,0.776,0.8045,11.97,1.79,18.83,3.75,0.37,3.91,20.28
18,ANC,2011.0,191.0,265.0,87.0,36.0,72556,66845,0.8276,0.805,0.8292,11.89,1.66,15.6,3.92,0.55,4.01,13.93
19,ANC,2012.0,216.0,284.0,78.0,36.0,70322,66453,0.8442,0.8235,0.8521,11.71,1.52,11.0,3.86,0.34,3.75,9.33
20,ANC,2013.0,141.0,184.0,65.0,40.0,69984,65469,0.8432,0.8228,0.8631,12.03,1.51,10.09,3.4,0.47,3.82,8.46
21,ANC,2014.0,111.0,162.0,74.0,28.0,71099,66704,0.8288,0.8074,0.86,11.33,1.33,12.34,4.09,0.54,4.57,10.82
22,ATL,2004.0,7870.0,8433.0,737.0,772.0,477323,473249,0.7596,0.5757,0.737,20.45,8.73,21.36,5.0,2.79,4.69,15.31
23,ATL,2005.0,13837.0,14480.0,790.0,1080.0,484570,480171,0.7413,0.6216,0.7337,18.52,7.26,21.8,4.24,2.72,4.62,17.23
24,ATL,2006.0,6624.0,7301.0,913.0,787.0,483334,478735,0.715,0.5324,0.7205,20.38,9.63,24.85,3.71,4.13,4.72,16.95
25,ATL,2007.0,6796.0,7790.0,920.0,1045.0,491826,486799,0.7167,0.5713,0.7446,19.67,8.28,24.18,3.88,4.17,4.43,16.09
26,ATL,2008.0,5830.0,6705.0,982.0,1072.0,482903,478627,0.7696,0.6071,0.7559,20.6,9.01,21.59,4.11,4.07,5.09,15.71
27,ATL,2009.0,5324.0,6303.0,1064.0,1116.0,479957,475882,0.7775,0.59,0.7335,21.84,9.73,21.48,3.31,4.75,5.7,16.54
28,ATL,2010.0,8198.0,9279.0,971.0,945.0,469542,465911,0.7961,0.6405,0.7956,21.26,8.61,19.9,2.66,4.32,3.67,14.16
29,ATL,2011.0,6555.0,7484.0,903.0,812.0,454954,453734,0.8008,0.673,0.8068,20.33,7.52,18.25,2.41,4.0,3.54,12.56
30,ATL,2012.0,2259.0,2782.0,798.0,655.0,457501,455968,0.832,0.7401,0.8422,18.8,6.03,14.44,1.62,3.13,2.89,10.27
31,ATL,2013.0,2916.0,3450.0,870.0,655.0,448180,445498,0.7917,0.7025,0.807,18.2,5.83,16.98,2.38,2.6,3.64,12.74
32,ATL,2014.0,5977.0,6483.0,781.0,655.0,428954,428312,0.7899,0.7134,0.8123,17.4,4.92,15.93,2.74,2.77,3.21,12.42
33,AUS,2004.0,477.0,436.0,53.0,40.0,14094,14052,0.7845,0.7658,0.7486,11.0,2.33,13.73,2.85,0.82,3.26,13.95
34,AUS,2005.0,435.0,411.0,57.0,76.0,55790,55678,0.8107,0.7892,0.7641,10.98,2.42,12.04,2.61,0.99,2.74,12.62
35,AUS,2006.0,440.0,387.0,82.0,51.0,56809,56704,0.7826,0.7579,0.7424,11.33,2.34,13.95,2.39,1.02,3.28,14.35
36,AUS,2007.0,827.0,773.0,116.0,114.0,62255,62685,0.7789,0.7499,0.7241,12.1,2.74,14.79,2.41,1.27,3.45,15.39
37,AUS,2008.0,732.0,688.0,95.0,86.0,60425,60559,0.7986,0.773,0.7473,12.11,2.6,13.51,2.05,1.02,3.06,14.42
38,AUS,2009.0,298.0,261.0,72.0,69.0,53686,53651,0.8154,0.7943,0.772,11.67,2.05,12.23,2.26,1.16,2.69,12.73
39,AUS,2010.0,356.0,307.0,74.0,67.0,54502,54481,0.8068,0.7857,0.7734,11.46,1.91,12.18,1.88,0.91,2.36,12.38
40,AUS,2011.0,425.0,399.0,102.0,30.0,55584,55526,0.8051,0.7841,0.7738,11.38,1.97,12.56,1.65,0.97,2.42,12.56
41,AUS,2012.0,353.0,323.0,80.0,60.0,56043,55752,0.8083,0.784,0.7769,11.59,2.25,12.46,1.69,1.18,2.46,12.3
42,AUS,2013.0,390.0,318.0,84.0,80.0,58240,58316,0.7716,0.7433,0.7261,11.8,2.33,14.85,1.8,1.19,3.04,16.35
43,AUS,2014.0,484.0,435.0,88.0,97.0,60588,60264,0.7627,0.7382,0.7222,11.76,2.06,15.59,2.25,1.08,2.88,16.2
44,BDL,2004.0,426.0,368.0,70.0,26.0,52897,52093,0.8222,0.7719,0.768,13.58,3.95,13.1,2.95,0.89,3.48,12.95
45,BDL,2005.0,719.0,669.0,74.0,32.0,58287,57128,0.8108,0.7668,0.7549,13.03,3.66,13.86,3.06,1.03,3.38,14.02
46,BDL,2006.0,561.0,486.0,78.0,34.0,54169,53701,0.794,0.7496,0.7488,13.02,3.32,14.51,2.9,1.01,3.47,14.12
47,BDL,2007.0,757.0,685.0,82.0,40.0,52603,52050,0.783,0.7305,0.7226,13.71,3.76,16.59,3.12,1.19,3.7,15.85
48,BDL,2008.0,587.0,499.0,74.0,80.0,47467,46956,0.8105,0.7682,0.7525,13.56,3.32,14.74,3.39,1.08,3.46,14.4
49,BDL,2009.0,347.0,314.0,79.0,52.0,39994,39698,0.8349,0.7944,0.7933,13.02,2.89,12.33,2.97,0.86,2.93,11.7
50,BDL,2010.0,466.0,425.0,71.0,35.0,39685,39309,0.8154,0.7707,0.7748,13.07,3.0,12.89,3.04,0.97,3.19,12.62
51,BDL,2011.0,614.0,554.0,54.0,35.0,42774,42628,0.8042,0.7676,0.7715,12.81,2.67,14.15,2.9,0.99,2.78,13.42
52,BDL,2012.0,295.0,257.0,48.0,26.0,39274,39122,0.8166,0.7863,0.7832,12.4,2.33,12.77,2.34,0.76,2.43,12.46
53,BDL,2013.0,364.0,331.0,45.0,17.0,38505,38508,0.7931,0.7521,0.7493,12.62,2.69,14.8,2.46,0.9,2.97,14.58
54,BDL,2014.0,467.0,421.0,57.0,32.0,39279,39109,0.7953,0.7605,0.7569,12.76,2.58,14.39,2.34,0.95,2.64,14.79
55,BHM,2004.0,402.0,332.0,71.0,24.0,9336,9557,0.7822,0.7528,0.7282,10.5,2.77,14.25,2.45,1.07,2.63,14.41
56,BHM,2005.0,419.0,395.0,63.0,25.0,36146,36973,0.7815,0.7555,0.719,10.64,2.93,13.86,2.47,0.99,2.55,14.95
57,BHM,2006.0,287.0,257.0,53.0,30.0,33169,33672,0.7537,0.7279,0.6976,11.11,2.66,15.96,2.54,0.94,3.33,16.07
58,BHM,2007.0,459.0,371.0,59.0,23.0,35612,35925,0.7583,0.7257,0.7055,11.77,2.84,16.69,2.68,0.81,3.28,17.23
59,BHM,2008.0,385.0,341.0,58.0,42.0,34605,34766,0.7715,0.7406,0.7289,11.94,2.88,15.82,2.14,0.65,3.0,15.37
60,BHM,2009.0,249.0,209.0,61.0,64.0,29422,29959,0.7785,0.7362,0.7443,12.38,3.21,15.3,1.82,0.73,2.77,14.34
61,BHM,2010.0,315.0,266.0,60.0,55.0,29563,29907,0.7792,0.7303,0.7449,12.54,3.22,15.07,1.5,0.75,2.28,13.49
62,BHM,2011.0,266.0,243.0,42.0,55.0,27376,27705,0.7898,0.7573,0.7509,11.8,2.34,13.84,1.59,0.62,2.32,13.38
63,BHM,2012.0,147.0,143.0,31.0,18.0,26436,26597,0.8107,0.7832,0.7638,11.86,2.21,12.89,1.28,0.71,1.93,13.18
64,BHM,2013.0,203.0,186.0,50.0,52.0,24460,24402,0.7691,0.7327,0.7165,12.45,2.6,15.48,1.55,1.03,2.85,15.4
65,BHM,2014.0,336.0,311.0,46.0,30.0,23725,23682,0.7421,0.7183,0.7016,12.19,2.05,16.75,1.74,0.93,2.93,16.7
66,BNA,2004.0,752.0,723.0,163.0,49.0,84167,84551,0.7849,0.7597,0.7638,10.63,2.5,13.34,3.52,0.75,2.83,12.8
67,BNA,2005.0,706.0,642.0,138.0,84.0,83922,84108,0.7837,0.7614,0.7655,10.9,2.51,13.43,3.48,0.89,2.57,12.79
68,BNA,2006.0,739.0,712.0,187.0,87.0,80868,80903,0.7649,0.7339,0.7472,11.6,2.74,15.21,3.35,1.0,2.82,14.26
69,BNA,2007.0,973.0,931.0,163.0,82.0,81020,81183,0.7513,0.7282,0.7265,11.51,2.37,16.08,3.26,1.31,3.11,15.83
70,BNA,2008.0,791.0,743.0,169.0,58.0,75174,75172,0.7713,0.7424,0.7518,11.66,2.56,15.57,2.88,1.1,2.95,14.53
71,BNA,2009.0,573.0,496.0,132.0,78.0,69219,69209,0.7961,0.7722,0.7871,11.37,2.18,13.35,2.61,1.03,2.72,12.04
72,BNA,2010.0,886.0,830.0,137.0,98.0,69024,69292,0.7733,0.736,0.783,11.8,2.64,14.54,2.3,1.09,2.52,11.87
73,BNA,2011.0,795.0,772.0,140.0,79.0,69429,69281,0.7883,0.7602,0.7869,11.51,2.43,14.06,1.94,0.86,2.48,12.22
74,BNA,2012.0,579.0,527.0,100.0,89.0,69369,69234,0.8155,0.791,0.805,11.28,2.24,12.32,1.68,0.97,2.13,11.09
75,BNA,2013.0,870.0,775.0,157.0,71.0,71623,71103,0.7639,0.7292,0.7599,12.07,2.96,15.84,1.61,1.19,2.76,13.85
