pickup_datetime,Pickup_longitude,Pickup_latitude
5/23/14 15:03,-73.93999481,40.84044647
6/22/14 10:43,-73.93997192,40.70827103
5/3/14 1:42,-73.93996429,40.84102631
6/28/14 22:02,-73.93990326,40.84100342
6/25/14 3:04,-73.93976593,40.79432678
4/15/14 9:39,-73.93946838,40.8053093
7/2/14 14:44,-73.93943787,40.80530167
5/10/14 0:35,-73.93938446,40.84177017
5/19/14 1:44,-73.93933105,40.80550003
5/23/14 7:30,-73.93914032,40.80529022
4/27/14 2:48,-73.93911743,40.805336
5/15/14 2:55,-73.93908691,40.80522156
4/26/14 1:27,-73.93904114,40.81675339
6/4/14 17:28,-73.93901825,40.84375381
6/15/14 13:12,-73.93899536,40.80513382
5/7/14 11:33,-73.93889618,40.84424591
5/13/14 8:56,-73.93852997,40.84517288
4/18/14 8:53,-73.93834686,40.68460464
4/21/14 8:33,-73.93831635,40.81172562
5/1/14 13:42,-73.93824005,40.80477524
5/6/14 3:47,-73.9382019,40.84712219
4/24/14 4:05,-73.93810272,40.82805634
6/10/14 14:03,-73.93807983,40.84737396
6/1/14 5:22,-73.93807983,40.80464554
6/6/14 16:01,-73.93766785,40.69727325
6/18/14 6:17,-73.93760681,40.80448151
6/21/14 9:40,-73.93759155,40.8045311
4/28/14 4:36,-73.93754578,40.80422974
7/6/14 5:10,-73.93754578,40.80420685
4/22/14 4:25,-73.93746948,40.84873199
6/20/14 2:32,-73.93743134,40.80447388
4/29/14 8:23,-73.93739319,40.848629
6/30/14 23:28,-73.9373703,40.80455399
4/17/14 23:22,-73.9373703,40.80429459
4/9/14 22:39,-73.93721771,40.7582016
6/21/14 14:53,-73.93718719,40.80432129
5/16/14 12:52,-73.93718719,40.80421829
5/15/14 10:51,-73.93715668,40.80422592
4/5/14 11:58,-73.93664551,40.81127548
7/2/14 21:48,-73.93651581,40.82537079
5/19/14 6:38,-73.93639374,40.69095612
4/30/14 3:36,-73.93608093,40.74962234
4/11/14 1:22,-73.93556213,40.69726563
4/30/14 2:42,-73.93479156,40.69691086
6/10/14 3:15,-73.93471527,40.67169189
4/12/14 12:27,-73.93470764,40.80130386
5/10/14 4:16,-73.93460083,40.85216904
5/26/14 5:14,-73.93386078,40.7048645
4/20/14 1:54,-73.9332428,40.70502472
4/5/14 18:01,-73.93308258,40.6773262
4/28/14 4:48,-73.93276978,40.84895325
6/18/14 9:47,-73.93267822,40.71400833
6/25/14 18:34,-73.9323349,40.7962532
6/5/14 23:39,-73.93195343,40.8518219
4/23/14 10:11,-73.93175507,40.85852814
6/14/14 6:24,-73.93146515,40.85489655
4/18/14 22:51,-73.93144226,40.85914612
6/29/14 3:30,-73.93095398,40.77397537
5/8/14 14:58,-73.93067169,40.8220253
6/10/14 8:47,-73.93055725,40.67480469
4/22/14 7:07,-73.93003082,40.7564888
5/21/14 0:15,-73.92991638,40.75640106
5/18/14 2:36,-73.92977905,40.8547554
4/26/14 17:14,-73.92964172,40.68630219
4/10/14 3:42,-73.92951202,40.6849823
5/12/14 20:22,-73.92919159,40.8555336
4/22/14 16:39,-73.9287262,40.67572021
4/21/14 11:51,-73.92863464,40.67973328
6/22/14 4:17,-73.92832184,40.85694122
5/9/14 12:46,-73.92818451,40.81047821
5/21/14 20:45,-73.92739105,40.70378876
5/1/14 9:28,-73.92732239,40.70317841
5/1/14 9:18,-73.92727661,40.86674881
6/10/14 15:57,-73.92713928,40.81864166
6/21/14 18:24,-73.92708588,40.86540222
6/2/14 19:02,-73.92700195,40.84088135
5/29/14 6:49,-73.92695618,40.86555862
4/12/14 18:18,-73.92694855,40.76273727
4/14/14 22:34,-73.92618561,40.86373138
4/27/14 7:29,-73.92606354,40.76908875
5/3/14 2:07,-73.92601776,40.74417496
6/2/14 6:43,-73.92577362,40.7618866
6/10/14 6:08,-73.92573547,40.76187515
4/20/14 11:22,-73.92568207,40.76185989
7/2/14 9:55,-73.9256134,40.86121368
4/29/14 18:56,-73.92553711,40.76215363
5/2/14 20:07,-73.92539978,40.7617569
4/25/14 13:18,-73.925354,40.76197052
6/8/14 14:34,-73.92530823,40.76173019
