,Store Number,Zip Code,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters)
599,3784,50644,2015,1829,25800.13,1794.39
600,3784,50644,2016,257,4816.36,278.55
601,3785,50315,2015,1653,13057.3,962.15
602,3785,50315,2016,390,2989.03,199.76
603,3789,52577,2015,1560,24149.4,1800.0
604,3789,52577,2016,234,3536.22,265.5
605,3790,52641,2015,1848,27576.48,2064.0
606,3790,52641,2016,366,4619.7,346.5
607,3803,52076,2015,318,4281.48,406.5
608,3803,52076,2016,122,1533.66,161.25
609,3806,50266,2015,1428,24603.3,1377.3
610,3806,50266,2016,376,6479.1,312.3
611,3808,50651,2015,942,11738.16,953.95
612,3808,50651,2016,237,3191.1,227.51
613,3811,52632,2015,1308,19715.34,1503.0
614,3811,52632,2016,296,4353.46,318.0
615,3813,50854,2015,627,9506.28,814.65
616,3813,50854,2016,129,1532.34,175.5
617,3814,50266,2015,10472,247417.42,12984.0
618,3814,50266,2016,2916,63118.98,3268.5
619,3816,51566,2015,1357,15948.97,1189.89
620,3816,51566,2016,229,2319.13,183.62
621,3818,50138,2015,1960,19976.56,1352.93
622,3818,50138,2016,369,4371.32,314.13
623,3819,52101,2015,1981,24303.36,1923.39
624,3819,52101,2016,605,7703.96,627.97
625,3820,51103,2015,11547,172792.22,9760.14
626,3820,51103,2016,2647,41398.82,2292.75
627,3822,52338,2015,305,5395.65,320.38
628,3822,52338,2016,70,1252.13,63.45
629,3825,50316,2015,2977,18004.38,1119.0
630,3825,50316,2016,725,4339.24,275.07
631,3826,50213,2015,108,1644.84,150.0
632,3826,50213,2016,48,943.32,54.0
633,3829,52314,2015,1038,12884.31,1002.75
634,3829,52314,2016,367,5071.3,380.55
635,3830,50801,2015,2016,31623.3,2367.0
636,3830,50801,2016,378,5499.96,457.5
637,3831,50156,2015,761,8566.47,691.26
638,3831,50156,2016,133,1514.25,105.75
639,3833,50022,2015,1260,17176.62,1485.0
640,3833,50022,2016,264,4377.24,288.0
641,3838,52722,2015,3011,43016.15,2951.25
642,3838,52722,2016,677,10676.48,660.6
643,3841,52001,2015,960,7184.5,706.89
644,3841,52001,2016,94,803.48,75.85
645,3842,50517,2015,2215,32827.2,2322.57
646,3842,50517,2016,484,6864.75,470.59
647,3845,50569,2015,246,1860.06,154.5
648,3845,50569,2016,6,102.06,6.0
649,3849,52040,2015,595,8149.51,634.55
650,3849,52040,2016,208,3624.31,241.55
651,3853,52804,2015,2934,15222.18,989.68
652,3853,52804,2016,306,2476.62,120.67
653,3855,50588,2015,574,7747.87,524.91
654,3855,50588,2016,144,1319.05,67.28
655,3857,52172,2015,2116,31604.56,2225.12
656,3857,52172,2016,440,7069.83,501.94
657,3858,52806,2015,2257,18985.81,1477.66
658,3858,52806,2016,541,4772.75,351.58
659,3859,50644,2015,1788,26230.26,1995.0
660,3859,50644,2016,294,4498.38,358.5
661,3864,51053,2015,77,1056.37,90.75
662,3866,50010,2015,728,12133.42,704.7
663,3866,50010,2016,160,3110.42,158.1
664,3868,52302,2015,4225,60919.23,4838.25
665,3868,52302,2016,774,11568.66,856.5
666,3869,52241,2015,2480,35131.57,1767.0
667,3869,52241,2016,527,10155.24,411.97
668,3870,50009,2015,552,9749.34,517.5
669,3870,50009,2016,72,1444.26,78.0
670,3871,50266,2015,500,9398.2,494.7
671,3871,50266,2016,150,2881.2,124.5
672,3872,52003,2015,392,6713.22,360.0
673,3872,52003,2016,114,2028.12,103.5
674,3873,52241,2015,1068,17021.34,978.0
675,3873,52241,2016,132,2136.12,117.0
676,3876,50563,2015,490,6387.86,492.62
677,3876,50563,2016,138,1611.86,126.0
678,3877,50322,2015,760,14305.82,762.6
679,3877,50322,2016,88,1568.36,96.6
680,3879,51106,2015,640,11804.84,651.9
681,3879,51106,2016,96,1838.82,96.0
682,3880,51503,2015,496,10512.68,500.1
683,3880,51503,2016,100,1909.46,124.0
684,3881,50158,2015,2885,46690.89,2659.2
685,3881,50158,2016,676,11918.88,654.3
686,3882,52802,2015,761,4969.34,419.74
687,3882,52802,2016,194,1136.42,89.2
688,3886,52205,2015,2070,30174.78,2386.5
689,3886,52205,2016,438,6639.48,472.5
690,3888,50112,2015,1386,20069.4,1543.5
691,3888,50112,2016,156,2419.98,159.0
692,3889,50677,2015,1530,21290.94,1888.5
693,3889,50677,2016,426,5879.7,559.5
694,3890,52405,2015,2455,16125.57,1094.88
695,3890,52405,2016,529,3366.09,238.83
696,3891,50536,2015,270,3875.16,265.5
697,3891,50536,2016,76,1474.05,74.25
698,3894,52402,2015,3049,12705.42,1005.58
699,3894,52402,2016,477,2272.53,152.5
700,3896,52240,2015,3357,20643.38,1145.98
701,3896,52240,2016,683,3576.07,183.03
702,3899,50266,2015,3180,47295.36,3513.0
703,3899,50266,2016,702,11355.66,763.5
704,3901,50501,2015,418,7514.0,422.1
705,3901,50501,2016,108,2209.08,105.0
706,3907,52761,2015,1063,8407.24,537.8
707,3907,52761,2016,203,1450.37,102.08
708,3908,52627,2015,1512,18547.2,1725.0
709,3908,52627,2016,114,1295.76,115.5
710,3910,52327,2015,653,11935.51,591.25
711,3910,52327,2016,192,3612.18,187.5
712,3912,52405,2015,2229,14785.72,993.94
713,3912,52405,2016,448,2860.99,188.68
714,3916,52501,2015,1256,7762.55,610.65
715,3916,52501,2016,229,1475.69,121.06
716,3917,52804,2015,2855,18041.52,1252.11
717,3917,52804,2016,579,4070.1,278.92
718,3918,52802,2015,1042,5308.28,437.6
719,3918,52802,2016,331,1625.31,127.47
720,3920,52732,2015,1945,14166.2,1082.14
721,3920,52732,2016,419,3170.04,243.06
722,3925,52317,2015,501,7558.07,452.77
723,3926,52240,2015,6224,73182.73,5506.73
724,3926,52240,2016,1793,20558.16,1554.05
725,3928,52317,2015,1793,12098.48,763.8
726,3928,52317,2016,529,4318.28,245.34
727,3930,52166,2015,317,6810.42,394.25
728,3930,52166,2016,160,2958.66,201.0
729,3932,51034,2015,1633,22826.04,1797.38
730,3932,51034,2016,412,6179.33,451.93
731,3934,52060,2015,1326,19990.92,1723.5
732,3934,52060,2016,354,5223.12,421.5
733,3942,52342,2015,3056,37912.43,2781.38
734,3942,52342,2016,1087,11939.54,809.39
735,3943,50201,2015,1420,13837.01,1137.74
736,3943,50201,2016,424,4605.58,358.76
737,3944,52002,2015,6293,100137.19,8272.25
738,3944,52002,2016,510,6649.5,748.5
739,3947,52211,2015,701,9976.63,788.2
740,3947,52211,2016,140,2138.0,138.68
741,3949,50219,2015,1218,17988.12,1267.5
742,3949,50219,2016,180,2108.94,219.0
743,3950,50247,2015,301,3368.04,298.32
744,3950,50247,2016,102,1311.18,121.63
745,3952,52722,2015,19426,333311.98,18637.38
746,3952,52722,2016,3328,59139.45,3107.88
747,3957,52042,2015,371,4914.12,415.5
748,3957,52042,2016,83,1094.49,106.5
749,3959,52001,2015,892,9140.08,989.48
750,3959,52001,2016,159,1293.32,140.8
751,3963,51501,2015,1905,14750.81,1023.52
752,3963,51501,2016,701,8990.36,661.06
753,3964,50585,2015,526,7190.41,619.22
754,3964,50585,2016,139,1806.36,128.31
755,3968,50170,2015,361,4695.59,352.25
756,3968,50170,2016,64,906.16,60.75
757,3969,50849,2015,136,1393.94,86.85
758,3970,50201,2015,633,7189.92,541.61
759,3972,50122,2015,304,3876.58,408.12
760,3972,50122,2016,76,788.5,94.25
761,3973,50014,2015,1281,14837.35,1259.75
762,3980,52246,2015,4224,61060.5,4342.5
763,3980,52246,2016,780,11244.36,915.0
764,3981,51250,2015,2364,37057.56,2562.0
765,3981,51250,2016,372,7067.04,438.0
766,3986,51101,2015,2820,33925.38,2083.49
767,3986,51101,2016,848,9184.11,594.17
768,3987,50511,2015,2288,25765.52,1969.52
769,3987,50511,2016,245,2617.12,246.45
770,3989,51012,2015,1519,14416.42,1055.21
771,3989,51012,2016,719,3857.89,268.67
772,3990,52577,2015,2986,33335.34,2316.74
773,3990,52577,2016,712,8896.66,580.52
774,3993,50701,2015,3472,28992.83,1530.72
775,3993,50701,2016,917,5477.26,302.47
776,3995,50613,2015,3242,43059.99,3022.0
777,3995,50613,2016,818,10613.79,778.5
778,3997,50213,2015,948,14799.54,1107.0
779,3997,50213,2016,132,2118.24,135.0
780,4000,51579,2015,536,6444.7,449.2
781,4000,51579,2016,131,1655.58,111.25
782,4001,51401,2015,1503,23931.66,1919.25
783,4001,51401,2016,324,4607.82,357.0
784,4004,50010,2015,2910,41235.72,3094.5
785,4004,50010,2016,642,9080.7,751.5
786,4006,51241,2015,749,11546.42,752.25
787,4006,51241,2016,114,1748.04,121.5
788,4008,51004,2015,808,9452.11,769.93
789,4008,51004,2016,64,926.41,72.53
790,4010,51534,2015,615,6845.82,587.25
791,4010,51534,2016,270,2837.22,247.5
792,4011,52531,2015,1280,16557.65,1172.17
793,4011,52531,2016,206,2477.02,194.25
794,4012,50316,2015,343,1956.64,122.87
795,4013,52772,2015,875,11077.08,733.5
796,4013,52772,2016,30,604.56,28.5
797,4014,51442,2015,1617,21490.96,1565.7
798,4014,51442,2016,305,4446.64,315.0
799,4015,50010,2015,2020,28580.48,2370.0
800,4015,50010,2016,414,5206.5,425.1
801,4016,50621,2015,254,3709.55,320.88
802,4016,50621,2016,59,831.54,89.13
803,4018,50635,2015,280,3213.47,278.25
804,4018,50635,2016,85,919.91,109.75
805,4019,52057,2015,1812,27067.2,2148.0
806,4019,52057,2016,414,6373.68,400.5
807,4021,52556,2015,1509,20316.54,1451.4
808,4021,52556,2016,319,4365.6,340.5
809,4023,50036,2015,1536,23959.8,1668.0
810,4023,50036,2016,312,5134.2,384.0
811,4024,50126,2015,833,11173.1,867.0
812,4024,50126,2016,48,798.78,48.0
813,4025,52208,2015,820,7568.84,701.45
814,4025,52208,2016,227,2074.39,177.22
815,4027,52544,2015,1200,15417.66,1233.0
816,4027,52544,2016,336,3891.48,342.0
817,4030,51347,2015,62,642.84,52.5
818,4034,52162,2015,291,2923.33,273.8
819,4034,52162,2016,96,1513.17,101.3
820,4042,51534,2015,147,3990.9,224.25
821,4042,51534,2016,48,1187.22,60.0
822,4046,52544,2015,501,5127.31,435.57
823,4046,52544,2016,153,1584.43,149.94
824,4051,52060,2015,1641,22808.58,2345.25
825,4051,52060,2016,171,2342.73,185.25
826,4057,50316,2015,4960,45577.42,2238.1
827,4057,50316,2016,1099,11434.07,513.27
828,4059,52208,2015,13,105.41,11.0
829,4062,50314,2015,4190,31916.59,1636.71
830,4062,50314,2016,784,5731.92,314.2
831,4067,52356,2015,777,10487.18,823.99
832,4067,52356,2016,146,1740.89,149.13
833,4068,50265,2015,2587,19787.8,1146.73
834,4068,50265,2016,740,5923.02,373.94
835,4069,52501,2015,1034,19921.06,960.0
836,4069,52501,2016,109,1742.03,106.75
837,4070,52208,2015,1286,19144.09,1540.74
838,4070,52208,2016,349,4975.44,401.34
839,4071,50136,2015,157,1472.67,133.67
840,4073,50436,2015,3511,46202.84,3956.74
841,4073,50436,2016,816,12220.53,950.74
842,4077,50703,2015,2328,16559.96,785.5
843,4077,50703,2016,656,3305.8,229.75
844,4081,50248,2015,712,7511.9,695.5
845,4081,50248,2016,107,1255.67,129.0
846,4083,50021,2015,2066,30771.23,2335.37
847,4083,50021,2016,253,3718.97,285.75
848,4085,50703,2015,646,3332.56,186.7
849,4090,50682,2015,244,3783.14,248.25
850,4090,50682,2016,44,795.91,48.5
851,4091,50428,2015,1440,18256.78,1819.75
852,4091,50428,2016,289,4369.76,333.75
853,4092,50211,2015,1348,23610.98,1741.87
854,4092,50211,2016,1115,16880.58,1686.75
855,4097,51461,2015,595,9918.29,695.25
856,4097,51461,2016,87,1425.68,88.75
857,4098,52353,2015,1218,16995.36,1171.5
858,4098,52353,2016,180,2954.88,219.0
859,4102,50010,2015,1210,14778.5,1519.0
860,4102,50010,2016,189,2267.22,192.75
861,4103,50010,2015,1164,17187.79,1165.2
862,4103,50010,2016,414,6697.89,385.0
863,4104,50401,2015,2247,26620.96,2619.55
864,4104,50401,2016,607,7465.65,940.5
865,4105,50201,2015,1033,12605.43,1129.25
866,4105,50201,2016,221,3101.76,241.5
867,4106,52002,2015,677,6393.22,648.2
868,4106,52002,2016,128,1228.59,120.88
869,4107,50036,2015,2145,31116.14,2558.45
870,4107,50036,2016,243,3443.74,231.0
871,4110,50665,2015,639,7255.65,654.0
872,4110,50665,2016,276,4144.2,369.0
873,4112,52317,2015,1317,13860.47,913.95
874,4114,50022,2015,925,13719.45,938.52
875,4114,50022,2016,238,3762.66,253.5
876,4116,51450,2015,409,5304.84,377.75
877,4116,51450,2016,85,1186.1,72.75
878,4118,51450,2015,1077,13027.99,1079.7
879,4118,51450,2016,148,2073.39,201.55
880,4119,50613,2015,424,7169.42,403.0
881,4119,50613,2016,120,1810.98,114.0
882,4121,52653,2015,36,375.06,27.0
883,4125,52653,2015,584,5688.35,500.48
884,4125,52653,2016,78,1007.19,59.62
885,4126,52333,2015,1123,15522.81,1079.75
886,4126,52333,2016,459,5443.14,450.25
887,4129,50010,2015,3745,68035.93,3370.91
888,4129,50010,2016,918,19373.49,901.72
889,4130,52565,2015,228,3319.86,231.0
890,4130,52565,2016,90,1123.38,112.5
891,4131,50322,2015,1073,15754.21,1021.75
892,4131,50322,2016,426,5909.13,451.5
893,4132,52730,2015,1174,11899.99,943.89
894,4132,52730,2016,279,3537.66,220.7
895,4133,50595,2015,517,5658.12,493.87
896,4133,50595,2016,104,986.98,88.5
897,4134,50225,2015,733,6911.46,575.91
898,4134,50225,2016,182,1544.92,142.0
899,4135,50009,2015,1482,23304.54,1676.0
900,4135,50009,2016,114,1251.48,109.5
901,4136,50111,2015,1064,16230.81,1136.1
902,4136,50111,2016,223,3404.34,257.25
903,4137,50263,2015,1148,15861.67,1148.0
904,4137,50263,2016,210,2943.92,217.5
905,4138,50125,2015,1153,14109.7,1374.75
906,4138,50125,2016,183,2148.52,197.25
907,4140,50313,2015,1885,18163.08,1952.95
908,4140,50313,2016,404,3916.32,393.0
909,4141,50320,2015,777,9301.01,1061.25
910,4141,50320,2016,96,1040.1,96.0
911,4143,52154,2015,524,8854.04,532.5
912,4143,52154,2016,42,790.5,42.0
913,4146,50677,2015,748,10387.53,795.0
914,4146,50677,2016,173,2092.25,159.55
915,4147,50613,2015,2342,32616.23,3340.5
916,4147,50613,2016,321,5419.97,384.75
917,4148,50644,2015,1749,27538.05,2545.12
918,4148,50644,2016,169,2487.56,160.25
919,4149,51442,2015,380,5449.91,414.0
920,4149,51442,2016,178,2606.34,253.5
921,4150,50701,2015,1358,19349.6,1675.5
922,4150,50701,2016,163,2167.16,164.25
923,4152,51555,2015,1577,19206.45,1504.7
924,4152,51555,2016,313,3861.49,358.94
925,4153,50707,2015,919,11324.86,847.0
926,4153,50707,2016,115,1444.36,140.25
927,4154,52233,2015,545,8060.55,676.25
928,4154,52233,2016,139,1937.15,169.75
929,4155,52302,2015,1000,16012.8,1350.6
930,4155,52302,2016,102,1405.0,100.5
931,4156,50662,2015,2332,36067.2,2721.15
932,4156,50662,2016,490,5412.63,721.5
933,4157,52317,2015,1025,13380.62,987.75
934,4157,52317,2016,509,7664.53,639.75
935,4158,51401,2015,1608,21917.16,2226.0
936,4158,51401,2016,240,3701.94,291.0
937,4159,51503,2015,887,13098.9,1133.25
938,4159,51503,2016,442,10578.24,733.5
939,4160,52240,2015,604,8053.0,654.9
940,4160,52240,2016,123,1597.83,116.25
941,4161,52246,2015,638,8700.88,706.5
942,4161,52246,2016,152,1692.51,186.0
943,4162,52404,2015,1316,19106.67,1434.5
944,4162,52404,2016,534,6339.1,742.5
945,4163,50588,2015,491,5407.57,497.5
946,4163,50588,2016,466,6166.0,716.0
947,4164,52722,2015,2000,18702.54,1347.61
948,4164,52722,2016,499,3947.25,335.82
949,4166,50648,2015,552,7520.6,613.25
950,4166,50648,2016,157,1864.67,162.5
951,4167,52001,2015,10935,167173.55,9915.16
952,4167,52001,2016,3517,49909.26,3238.21
953,4169,50317,2015,1032,7964.19,542.05
954,4169,50317,2016,185,1912.59,104.42
955,4170,52358,2015,443,4474.07,406.13
956,4170,52358,2016,71,841.14,56.91
957,4171,52033,2015,1050,14233.09,1212.5
958,4171,52033,2016,297,3829.88,341.25
959,4172,50006,2015,508,9031.81,629.24
960,4172,50006,2016,116,2193.27,141.0
961,4173,51046,2015,339,4794.2,391.86
962,4173,51046,2016,88,1199.28,95.0
963,4176,52405,2015,1443,12665.97,953.75
964,4176,52405,2016,293,2496.84,184.65
965,4177,50142,2015,561,6812.21,501.26
966,4177,50142,2016,157,1545.2,112.84
967,4180,52302,2015,2641,16359.94,1237.82
968,4180,52302,2016,720,4293.85,288.02
969,4182,52040,2015,1479,19569.67,2018.25
970,4182,52040,2016,175,2554.79,197.25
971,4183,52101,2015,1705,23128.85,1647.75
972,4183,52101,2016,477,6600.45,433.25
973,4184,52761,2015,589,8247.73,708.75
974,4184,52761,2016,223,3136.23,221.25
975,4185,50112,2015,1038,14207.93,1320.5
976,4185,50112,2016,389,5220.18,461.25
977,4186,50321,2015,949,6243.89,439.98
978,4186,50321,2016,292,1786.61,135.5
979,4188,52053,2015,198,2271.18,208.5
980,4189,52057,2015,646,8185.74,702.8
981,4189,52057,2016,308,3283.12,378.0
982,4190,50129,2015,764,10805.34,804.0
983,4190,50129,2016,127,1422.14,128.25
984,4191,50219,2015,848,13200.97,1068.51
985,4191,50219,2016,414,10534.19,682.5
986,4192,52722,2015,506,7527.6,661.5
987,4192,52722,2016,78,868.92,82.5
988,4193,51346,2015,481,6397.48,486.9
989,4193,51346,2016,118,1742.31,135.97
990,4194,50208,2015,1269,15472.6,1419.75
991,4194,50208,2016,217,2354.51,216.38
992,4195,52342,2015,672,8658.39,720.0
993,4195,52342,2016,164,1725.43,171.0
994,4196,52806,2015,1520,18026.79,2080.05
995,4196,52806,2016,254,3286.13,238.5
996,4197,51054,2015,911,12836.69,1131.75
997,4197,51054,2016,261,3502.71,307.5
998,4200,51108,2015,888,11271.82,1077.0
999,4200,51108,2016,113,1645.27,128.75
1000,4201,51109,2015,699,9104.43,740.25
1001,4201,51109,2016,219,2929.11,230.25
1002,4202,51106,2015,1028,17069.84,1263.0
1003,4202,51106,2016,145,2278.47,170.25
1004,4203,50677,2015,2022,21771.74,1836.5
1005,4203,50677,2016,352,3070.12,286.2
1006,4205,50158,2015,533,7779.01,662.75
1007,4205,50158,2016,232,3599.09,282.25
1008,4209,50111,2015,4230,64904.34,4753.5
1009,4209,50111,2016,906,13367.28,979.5
1010,4210,50588,2015,165,2891.22,116.25
1011,4210,50588,2016,36,258.72,18.0
1012,4214,50703,2015,4138,23850.46,1483.08
1013,4214,50703,2016,766,5237.3,269.75
1014,4222,50707,2015,1378,9310.6,778.34
1015,4222,50707,2016,204,2512.92,167.8
1016,4223,50707,2015,1220,9075.6,725.8
1017,4223,50707,2016,222,1968.42,164.85
1018,4228,52349,2015,2092,27670.01,2313.9
1019,4228,52349,2016,384,4804.8,435.0
1020,4229,51537,2015,2266,32464.02,3637.5
1021,4229,51537,2016,149,1826.2,171.75
1022,4230,50325,2015,575,7352.94,697.25
1023,4230,50325,2016,129,1655.72,138.75
1024,4231,51031,2015,973,12090.82,1277.75
1025,4231,51031,2016,198,2521.68,238.5
1026,4232,52571,2015,378,6508.94,380.75
1027,4232,52571,2016,42,812.34,53.0
1028,4233,52136,2015,1492,22786.77,2091.0
1029,4233,52136,2016,339,4542.48,410.25
1030,4234,51301,2015,956,13087.66,1230.6
1031,4234,51301,2016,177,2315.38,264.75
1032,4235,50595,2015,479,6226.44,523.75
1033,4235,50595,2016,203,3113.54,209.5
1034,4236,50533,2015,1799,26935.51,2403.75
1035,4236,50533,2016,167,2621.56,163.25
1036,4239,51360,2015,831,11336.14,1005.25
1037,4239,51360,2016,401,4808.52,435.75
1038,4246,51601,2015,442,5508.76,565.75
1039,4246,51601,2016,137,2162.98,153.75
1040,4247,50421,2015,842,11610.68,1030.25
1041,4247,50421,2016,214,2857.68,252.0
1042,4248,51201,2015,1076,14292.4,1426.2
1043,4248,51201,2016,18,199.8,19.5
1044,4249,51632,2015,453,5968.02,561.75
1045,4249,51632,2016,66,880.17,85.5
1046,4250,50627,2015,480,6651.25,605.75
1047,4250,50627,2016,446,6398.82,701.25
1048,4251,50014,2015,930,13496.54,833.06
1049,4251,50014,2016,235,3599.75,216.25
1050,4252,52310,2015,859,11672.03,978.8
1051,4252,52310,2016,165,2254.03,171.25
1052,4253,50273,2015,2265,28568.7,3151.5
1053,4253,50273,2016,264,2634.57,283.5
1054,4254,50536,2015,847,10541.67,916.1
1055,4254,50536,2016,187,2483.63,230.0
1056,4255,51041,2015,2783,40616.0,3422.32
1057,4255,51041,2016,1133,16407.0,1751.0
1058,4256,51250,2015,1202,24102.35,1527.25
1059,4256,51250,2016,206,2672.97,316.5
1060,4258,52601,2015,1032,14430.83,1413.0
1061,4258,52601,2016,114,1536.65,145.5
1062,4260,50213,2015,1207,23309.75,1555.75
1063,4260,50213,2016,295,4503.9,375.5
1064,4265,50702,2015,3555,25209.6,1399.49
1065,4265,50702,2016,885,7139.5,364.46
1066,4266,51601,2015,666,8263.98,605.1
1067,4266,51601,2016,109,1545.36,136.5
1068,4267,50020,2015,542,7513.93,570.5
1069,4267,50020,2016,116,1187.69,104.75
1070,4268,50511,2015,1270,17921.11,1742.5
1071,4268,50511,2016,111,1472.71,104.25
1072,4269,52772,2015,1853,20819.87,1693.75
1073,4269,52772,2016,935,13124.97,1347.1
1074,4270,52501,2015,312,2109.48,151.8
1075,4271,52544,2015,459,6918.88,459.25
1076,4271,52544,2016,99,1656.96,119.25
1077,4272,51334,2015,753,11397.13,1025.25
1078,4272,51334,2016,90,1199.1,118.5
1079,4273,50317,2015,1794,15828.33,1016.18
1080,4273,50317,2016,748,4211.53,272.47
1081,4274,51358,2015,236,2921.39,270.5
1082,4274,51358,2016,58,644.9,67.0
1083,4275,50138,2015,755,11085.92,1005.38
1084,4275,50138,2016,124,1701.3,135.0
1085,4276,50450,2015,487,5683.67,460.4
1086,4277,51031,2015,2508,36634.82,2328.47
1087,4277,51031,2016,497,6819.68,463.19
1088,4279,52248,2015,216,2054.85,178.48
1089,4279,52248,2016,69,515.67,51.37
1090,4283,52302,2015,673,7273.09,558.88
1091,4283,52302,2016,94,1025.49,65.79
1092,4284,50126,2015,552,7292.01,726.0
1093,4284,50126,2016,141,2129.25,174.75
1094,4285,50659,2015,898,12261.64,1130.5
1095,4285,50659,2016,160,1942.94,133.0
1096,4288,52404,2015,632,6590.5,327.27
1097,4289,52172,2015,628,9784.11,903.0
1098,4289,52172,2016,105,1635.28,142.75
1099,4291,50801,2015,1626,25211.94,1645.5
1100,4291,50801,2016,535,7988.12,562.0
1101,4293,52553,2015,207,2858.44,196.25
1102,4293,52553,2016,89,1090.77,81.5
1103,4295,50317,2015,870,7048.7,494.28
1104,4295,50317,2016,37,312.82,16.71
1105,4296,52565,2015,816,11855.86,874.71
1106,4296,52565,2016,144,2252.59,137.99
1107,4297,52402,2015,2920,27002.94,1716.07
1108,4297,52402,2016,319,2802.84,192.2
1109,4298,52224,2015,354,3873.3,307.5
1110,4298,52224,2016,72,1025.16,63.0
1111,4299,52214,2015,943,7906.47,709.9
1112,4299,52214,2016,173,1633.13,155.87
1113,4300,52577,2015,892,16161.38,980.0
1114,4300,52577,2016,244,4545.5,366.0
1115,4301,50320,2015,2283,23161.42,1043.92
1116,4301,50320,2016,437,4579.48,209.4
1117,4303,52637,2015,763,10525.08,708.93
1118,4303,52637,2016,170,2319.91,149.25
1119,4306,50441,2015,585,7273.55,527.68
1120,4306,50441,2016,79,1198.38,80.69
1121,4307,51529,2015,1023,15216.99,1022.9
1122,4307,51529,2016,157,2709.88,177.87
1123,4308,52241,2015,2896,25532.8,1534.26
1124,4308,52241,2016,170,1102.7,81.37
1125,4310,51012,2015,693,10640.49,801.25
1126,4310,51012,2016,160,2007.39,210.75
1127,4311,50501,2015,2727,36146.01,3843.75
1128,4311,50501,2016,379,5277.62,449.25
1129,4312,51501,2015,8464,145363.04,8029.51
1130,4312,51501,2016,1956,31699.03,1725.2
1131,4313,50022,2015,738,9030.94,958.5
1132,4313,50022,2016,334,4750.82,511.5
1133,4315,52353,2015,327,4732.35,353.25
1134,4315,52353,2016,54,746.88,58.5
1135,4317,50849,2015,777,9983.13,830.5
1136,4317,50849,2016,158,2832.74,162.25
1137,4318,51566,2015,550,7834.27,636.25
1138,4318,51566,2016,165,2757.27,154.5
1139,4319,50548,2015,614,8293.71,729.75
1140,4319,50548,2016,141,1406.61,156.0
1141,4320,50220,2015,1228,18181.59,1381.0
1142,4320,50220,2016,299,4640.62,414.25
1143,4321,50616,2015,740,9517.99,1020.0
1144,4321,50616,2016,60,799.27,69.75
1145,4322,50028,2015,105,1298.46,96.62
1146,4324,50530,2015,371,5514.88,417.75
1147,4324,50530,2016,120,1840.02,110.0
1148,4325,50864,2015,101,1020.5,81.75
1149,4325,50864,2016,66,807.37,67.5
1150,4326,50249,2015,288,4199.7,328.65
1151,4326,50249,2016,79,1256.69,106.5
1152,4334,52001,2015,1275,19159.46,1683.1
1153,4334,52001,2016,381,5211.63,414.9
1154,4335,51240,2015,49,634.94,45.75
1155,4336,51237,2015,287,4230.87,282.74
1156,4336,51237,2016,88,1080.36,93.0
1157,4337,51241,2015,265,5937.49,314.45
1158,4337,51241,2016,88,1986.83,92.25
1159,4338,50162,2015,62,890.1,73.5
1160,4338,50162,2016,12,94.2,9.0
1161,4343,50313,2015,933,7307.98,385.53
1162,4343,50313,2016,248,2244.01,113.02
1163,4344,50111,2015,1356,18591.39,1192.56
1164,4344,50111,2016,319,4559.5,268.29
1165,4345,50112,2015,1525,15088.32,919.79
1166,4345,50112,2016,403,3373.9,227.8
1167,4346,52332,2015,813,8580.19,753.52
1168,4346,52332,2016,150,2128.92,156.85
1169,4349,50315,2015,1564,13371.52,697.79
1170,4351,50248,2015,216,2682.14,184.25
1171,4351,50248,2016,50,438.0,31.5
1172,4353,50248,2015,212,2584.52,177.67
1173,4353,50248,2016,96,1099.05,87.38
1174,4355,50248,2015,447,4963.91,375.11
1175,4355,50248,2016,56,549.4,59.0
1176,4356,50201,2015,328,3659.44,267.6
1177,4356,50201,2016,21,231.18,26.45
1178,4357,50248,2015,484,4233.97,394.81
1179,4357,50248,2016,134,1760.1,97.35
1180,4358,50525,2015,426,4519.15,364.75
1181,4358,50525,2016,42,666.66,49.5
1182,4359,50263,2015,274,2820.62,220.75
1183,4359,50263,2016,116,1249.3,82.38
1184,4360,50208,2015,591,4138.09,367.33
1185,4360,50208,2016,193,838.12,89.6
1186,4361,50313,2015,925,6274.6,409.82
1187,4361,50313,2016,261,1824.89,163.98
1188,4362,50226,2015,553,6527.33,432.69
1189,4362,50226,2016,120,1690.26,113.3
1190,4364,50112,2015,189,2711.61,122.25
1191,4364,50112,2016,48,563.02,31.85
1192,4365,50112,2015,331,3660.37,259.1
1193,4365,50112,2016,22,145.52,7.5
1194,4366,52340,2015,353,4249.11,273.42
1195,4366,52340,2016,87,947.87,68.39
1196,4367,50401,2015,377,3181.65,231.55
1197,4367,50401,2016,47,433.26,43.2
1198,4368,50131,2015,350,3965.26,295.52
1199,4368,50131,2016,66,737.89,43.67
1200,4369,50211,2015,607,6314.67,500.16
1201,4369,50211,2016,142,1361.99,100.13
1202,4370,50211,2015,418,3480.37,264.15
1203,4370,50211,2016,142,1537.35,128.69
1204,4371,50265,2015,483,5218.19,332.27
1205,4371,50265,2016,107,1451.82,92.25
1206,4372,50401,2015,157,1659.86,151.22
1207,4372,50401,2016,100,1173.36,86.28
1208,4373,50266,2015,693,8299.25,523.03
1209,4373,50266,2016,148,1884.66,108.34
1210,4374,50111,2015,401,3908.01,289.62
