,Store Number,Zip Code,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters)
599,3785,50315,2016,390,2989.03,199.76
600,3789,52577,2015,1560,24149.4,1800.0
601,3789,52577,2016,234,3536.22,265.5
602,3790,52641,2015,1812,27335.64,2037.0
603,3790,52641,2016,366,4619.7,346.5
604,3803,52076,2015,318,4281.48,406.5
605,3803,52076,2016,122,1533.66,161.25
606,3806,50266,2015,1428,24603.3,1377.3
607,3806,50266,2016,376,6479.1,312.3
608,3808,50651,2015,942,11738.16,953.95
609,3808,50651,2016,237,3191.1,227.51
610,3811,52632,2015,1308,19715.34,1503.0
611,3811,52632,2016,296,4353.46,318.0
612,3813,50854,2015,621,9448.68,813.75
613,3813,50854,2016,129,1532.34,175.5
614,3814,50266,2015,10472,247417.42,12984.0
615,3814,50266,2016,2916,63118.98,3268.5
616,3816,51566,2015,1357,15948.97,1189.89
617,3816,51566,2016,229,2319.13,183.62
618,3818,50138,2015,1960,19976.56,1352.93
619,3818,50138,2016,369,4371.32,314.13
620,3819,52101,2015,1975,24181.86,1918.89
621,3819,52101,2016,603,7625.37,625.97
622,3820,51103,2015,11547,172792.22,9760.14
623,3820,51103,2016,1491,24585.63,1327.45
624,3822,52338,2015,305,5395.65,320.38
625,3822,52338,2016,69,1244.69,62.95
626,3825,50316,2015,2977,18004.38,1119.0
627,3825,50316,2016,713,4159.36,270.57
628,3826,50213,2015,108,1644.84,150.0
629,3829,52314,2015,1038,12884.31,1002.75
630,3829,52314,2016,367,5071.3,380.55
631,3830,50801,2015,2016,31623.3,2367.0
632,3830,50801,2016,378,5499.96,457.5
633,3831,50156,2015,761,8566.47,691.26
634,3831,50156,2016,133,1514.25,105.75
635,3833,50022,2015,1236,17016.06,1467.0
636,3833,50022,2016,264,4377.24,288.0
637,3838,52722,2015,3011,43016.15,2951.25
638,3838,52722,2016,677,10676.48,660.6
639,3841,52001,2015,960,7184.5,706.89
640,3841,52001,2016,94,803.48,75.85
641,3842,50517,2015,2215,32827.2,2322.57
642,3842,50517,2016,484,6864.75,470.59
643,3845,50569,2015,246,1860.06,154.5
644,3845,50569,2016,6,102.06,6.0
645,3849,52040,2015,595,8149.51,634.55
646,3849,52040,2016,208,3624.31,241.55
647,3853,52804,2015,2928,14970.24,985.18
648,3853,52804,2016,258,2004.42,106.87
649,3855,50588,2015,574,7747.87,524.91
650,3855,50588,2016,144,1319.05,67.28
651,3857,52172,2015,2116,31604.56,2225.12
652,3857,52172,2016,440,7069.83,501.94
653,3858,52806,2015,2257,18985.81,1477.66
654,3858,52806,2016,541,4772.75,351.58
655,3859,50644,2015,1788,26230.26,1995.0
656,3859,50644,2016,294,4498.38,358.5
657,3864,51053,2015,77,1056.37,90.75
658,3866,50010,2015,728,12133.42,704.7
659,3866,50010,2016,148,2845.1,137.1
660,3868,52302,2015,4224,60912.54,4837.5
661,3868,52302,2016,762,11226.78,847.5
662,3869,52241,2015,2477,35050.15,1764.75
663,3869,52241,2016,527,10155.24,411.97
664,3870,50009,2015,552,9749.34,517.5
665,3870,50009,2016,72,1444.26,78.0
666,3871,50266,2015,500,9398.2,494.7
667,3871,50266,2016,150,2881.2,124.5
668,3872,52003,2015,392,6713.22,360.0
669,3872,52003,2016,114,2028.12,103.5
670,3873,52241,2015,1068,17021.34,978.0
671,3873,52241,2016,132,2136.12,117.0
672,3876,50563,2015,490,6387.86,492.62
673,3876,50563,2016,138,1611.86,126.0
674,3877,50322,2015,760,14305.82,762.6
675,3877,50322,2016,88,1568.36,96.6
676,3879,51106,2015,640,11804.84,651.9
677,3879,51106,2016,96,1838.82,96.0
678,3880,51503,2015,496,10512.68,500.1
679,3880,51503,2016,82,1628.24,104.5
680,3881,50158,2015,2885,46690.89,2659.2
681,3881,50158,2016,670,11828.88,649.8
682,3882,52802,2015,761,4969.34,419.74
683,3882,52802,2016,194,1136.42,89.2
684,3886,52205,2015,2070,30174.78,2386.5
685,3886,52205,2016,438,6639.48,472.5
686,3888,50112,2015,1386,20069.4,1543.5
687,3888,50112,2016,156,2419.98,159.0
688,3889,50677,2015,1530,21290.94,1888.5
689,3889,50677,2016,426,5879.7,559.5
690,3890,52405,2015,2455,16125.57,1094.88
691,3890,52405,2016,529,3366.09,238.83
692,3891,50536,2015,270,3875.16,265.5
693,3891,50536,2016,76,1474.05,74.25
694,3894,52402,2015,3049,12705.42,1005.58
695,3894,52402,2016,477,2272.53,152.5
696,3896,52240,2015,3357,20643.38,1145.98
697,3896,52240,2016,659,3216.31,174.03
698,3899,50266,2015,3180,47295.36,3513.0
699,3899,50266,2016,702,11355.66,763.5
700,3901,50501,2015,418,7514.0,422.1
701,3901,50501,2016,108,2209.08,105.0
702,3907,52761,2015,1063,8407.24,537.8
703,3907,52761,2016,203,1450.37,102.08
704,3908,52627,2015,1512,18547.2,1725.0
705,3908,52627,2016,114,1295.76,115.5
706,3910,52327,2015,653,11935.51,591.25
707,3910,52327,2016,192,3612.18,187.5
708,3912,52405,2015,2229,14785.72,993.94
709,3912,52405,2016,446,2851.27,188.48
710,3916,52501,2015,1256,7762.55,610.65
711,3916,52501,2016,229,1475.69,121.06
712,3917,52804,2015,2855,18041.52,1252.11
713,3917,52804,2016,579,4070.1,278.92
714,3918,52802,2015,1042,5308.28,437.6
715,3918,52802,2016,331,1625.31,127.47
716,3920,52732,2015,1945,14166.2,1082.14
717,3920,52732,2016,395,2963.4,238.26
718,3925,52317,2015,501,7558.07,452.77
719,3926,52240,2015,6222,72807.73,5504.73
720,3926,52240,2016,1793,20558.16,1554.05
721,3928,52317,2015,1793,12098.48,763.8
722,3928,52317,2016,529,4318.28,245.34
723,3930,52166,2015,317,6810.42,394.25
724,3930,52166,2016,160,2958.66,201.0
725,3932,51034,2015,1633,22826.04,1797.38
726,3932,51034,2016,412,6179.33,451.93
727,3934,52060,2015,1302,19830.36,1705.5
728,3934,52060,2016,354,5223.12,421.5
729,3942,52342,2015,3054,37893.23,2781.08
730,3942,52342,2016,1075,11597.66,800.39
731,3943,50201,2015,1420,13837.01,1137.74
732,3943,50201,2016,424,4605.58,358.76
733,3944,52002,2015,6213,97737.99,8132.25
734,3944,52002,2016,510,6649.5,748.5
735,3947,52211,2015,701,9976.63,788.2
736,3947,52211,2016,140,2138.0,138.68
737,3949,50219,2015,1218,17988.12,1267.5
738,3949,50219,2016,180,2108.94,219.0
739,3950,50247,2015,301,3368.04,298.32
740,3950,50247,2016,102,1311.18,121.63
741,3952,52722,2015,19366,331874.38,18577.38
742,3952,52722,2016,3303,58569.27,3087.63
743,3957,52042,2015,371,4914.12,415.5
744,3957,52042,2016,83,1094.49,106.5
745,3959,52001,2015,892,9140.08,989.48
746,3959,52001,2016,159,1293.32,140.8
747,3963,51501,2015,1905,14750.81,1023.52
748,3963,51501,2016,701,8990.36,661.06
749,3964,50585,2015,526,7190.41,619.22
750,3964,50585,2016,139,1806.36,128.31
751,3968,50170,2015,361,4695.59,352.25
752,3968,50170,2016,64,906.16,60.75
753,3969,50849,2015,136,1393.94,86.85
754,3970,50201,2015,633,7189.92,541.61
755,3972,50122,2015,304,3876.58,408.12
756,3972,50122,2016,74,763.74,92.75
757,3973,50014,2015,1281,14837.35,1259.75
758,3980,52246,2015,4224,61060.5,4342.5
759,3980,52246,2016,780,11244.36,915.0
760,3981,51250,2015,2364,37057.56,2562.0
761,3981,51250,2016,372,7067.04,438.0
762,3986,51101,2015,2819,33890.01,2082.74
763,3986,51101,2016,835,8969.26,588.92
764,3987,50511,2015,2288,25765.52,1969.52
765,3987,50511,2016,245,2617.12,246.45
766,3989,51012,2015,1519,14416.42,1055.21
767,3989,51012,2016,719,3857.89,268.67
768,3990,52577,2015,2986,33335.34,2316.74
769,3990,52577,2016,712,8896.66,580.52
770,3993,50701,2015,3472,28992.83,1530.72
771,3993,50701,2016,917,5477.26,302.47
772,3995,50613,2015,3242,43059.99,3022.0
773,3995,50613,2016,818,10613.79,778.5
774,3997,50213,2015,948,14799.54,1107.0
775,3997,50213,2016,132,2118.24,135.0
776,4000,51579,2015,536,6444.7,449.2
777,4000,51579,2016,131,1655.58,111.25
778,4001,51401,2015,1503,23931.66,1919.25
779,4001,51401,2016,324,4607.82,357.0
780,4004,50010,2015,2910,41235.72,3094.5
781,4004,50010,2016,630,8831.22,742.5
782,4006,51241,2015,749,11546.42,752.25
783,4006,51241,2016,36,656.04,39.0
784,4008,51004,2015,808,9452.11,769.93
785,4008,51004,2016,64,926.41,72.53
786,4010,51534,2015,615,6845.82,587.25
787,4010,51534,2016,270,2837.22,247.5
788,4011,52531,2015,1280,16557.65,1172.17
789,4011,52531,2016,203,2391.55,192.0
790,4012,50316,2015,343,1956.64,122.87
791,4013,52772,2015,875,11077.08,733.5
792,4013,52772,2016,30,604.56,28.5
793,4014,51442,2015,1617,21490.96,1565.7
794,4014,51442,2016,293,4266.76,310.5
795,4015,50010,2015,2020,28580.48,2370.0
796,4015,50010,2016,396,4925.28,405.6
797,4016,50621,2015,254,3709.55,320.88
798,4016,50621,2016,59,831.54,89.13
799,4018,50635,2015,280,3213.47,278.25
800,4018,50635,2016,85,919.91,109.75
801,4019,52057,2015,1812,27067.2,2148.0
802,4019,52057,2016,414,6373.68,400.5
803,4021,52556,2015,1509,20316.54,1451.4
804,4021,52556,2016,319,4365.6,340.5
805,4023,50036,2015,1536,23959.8,1668.0
806,4023,50036,2016,306,5001.54,373.5
807,4024,50126,2015,833,11173.1,867.0
808,4024,50126,2016,48,798.78,48.0
809,4025,52208,2015,820,7568.84,701.45
810,4025,52208,2016,227,2074.39,177.22
811,4027,52544,2015,1200,15417.66,1233.0
812,4027,52544,2016,336,3891.48,342.0
813,4030,51347,2015,62,642.84,52.5
814,4034,52162,2015,291,2923.33,273.8
815,4034,52162,2016,96,1513.17,101.3
816,4042,51534,2015,147,3990.9,224.25
817,4042,51534,2016,48,1187.22,60.0
818,4046,52544,2015,501,5127.31,435.57
819,4046,52544,2016,153,1584.43,149.94
820,4051,52060,2015,1641,22808.58,2345.25
821,4051,52060,2016,171,2342.73,185.25
822,4057,50316,2015,4960,45577.42,2238.1
823,4057,50316,2016,1099,11434.07,513.27
824,4059,52208,2015,13,105.41,11.0
825,4062,50314,2015,4190,31916.59,1636.71
826,4062,50314,2016,784,5731.92,314.2
827,4067,52356,2015,777,10487.18,823.99
828,4067,52356,2016,146,1740.89,149.13
829,4068,50265,2015,2587,19787.8,1146.73
830,4068,50265,2016,740,5923.02,373.94
831,4069,52501,2015,1034,19921.06,960.0
832,4069,52501,2016,109,1742.03,106.75
833,4070,52208,2015,1286,19144.09,1540.74
834,4070,52208,2016,349,4975.44,401.34
835,4071,50136,2015,157,1472.67,133.67
836,4073,50436,2015,3511,46202.84,3956.74
837,4073,50436,2016,816,12220.53,950.74
838,4077,50703,2015,2328,16559.96,785.5
839,4077,50703,2016,656,3305.8,229.75
840,4081,50248,2015,712,7511.9,695.5
841,4081,50248,2016,107,1255.67,129.0
842,4083,50021,2015,2066,30771.23,2335.37
843,4083,50021,2016,253,3718.97,285.75
844,4085,50703,2015,646,3332.56,186.7
845,4090,50682,2015,244,3783.14,248.25
846,4090,50682,2016,44,795.91,48.5
847,4091,50428,2015,1440,18256.78,1819.75
848,4091,50428,2016,286,4303.43,328.5
849,4092,50211,2015,1348,23610.98,1741.87
850,4092,50211,2016,1115,16880.58,1686.75
851,4097,51461,2015,595,9918.29,695.25
852,4097,51461,2016,87,1425.68,88.75
853,4098,52353,2015,1194,16834.8,1153.5
854,4098,52353,2016,180,2954.88,219.0
855,4102,50010,2015,1210,14778.5,1519.0
856,4102,50010,2016,189,2267.22,192.75
857,4103,50010,2015,1164,17187.79,1165.2
858,4103,50010,2016,414,6697.89,385.0
859,4104,50401,2015,2247,26620.96,2619.55
860,4104,50401,2016,607,7465.65,940.5
861,4105,50201,2015,1033,12605.43,1129.25
862,4105,50201,2016,220,3089.38,240.75
863,4106,52002,2015,677,6393.22,648.2
864,4106,52002,2016,125,1183.62,119.76
865,4107,50036,2015,2145,31116.14,2558.45
866,4107,50036,2016,243,3443.74,231.0
867,4110,50665,2015,639,7255.65,654.0
868,4110,50665,2016,276,4144.2,369.0
869,4112,52317,2015,1317,13860.47,913.95
870,4114,50022,2015,919,13597.95,934.02
871,4114,50022,2016,238,3762.66,253.5
872,4116,51450,2015,409,5304.84,377.75
873,4116,51450,2016,85,1186.1,72.75
874,4118,51450,2015,1077,13027.99,1079.7
875,4118,51450,2016,148,2073.39,201.55
876,4119,50613,2015,424,7169.42,403.0
877,4119,50613,2016,120,1810.98,114.0
878,4121,52653,2015,36,375.06,27.0
879,4125,52653,2015,584,5688.35,500.48
880,4125,52653,2016,78,1007.19,59.62
881,4126,52333,2015,1123,15522.81,1079.75
882,4126,52333,2016,459,5443.14,450.25
883,4129,50010,2015,3745,68035.93,3370.91
884,4129,50010,2016,918,19373.49,901.72
885,4130,52565,2015,228,3319.86,231.0
886,4130,52565,2016,90,1123.38,112.5
887,4131,50322,2015,1073,15754.21,1021.75
888,4131,50322,2016,426,5909.13,451.5
889,4132,52730,2015,1174,11899.99,943.89
890,4132,52730,2016,279,3537.66,220.7
891,4133,50595,2015,517,5658.12,493.87
892,4133,50595,2016,104,986.98,88.5
893,4134,50225,2015,733,6911.46,575.91
894,4134,50225,2016,182,1544.92,142.0
895,4135,50009,2015,1482,23304.54,1676.0
896,4135,50009,2016,114,1251.48,109.5
897,4136,50111,2015,1064,16230.81,1136.1
898,4136,50111,2016,223,3404.34,257.25
899,4137,50263,2015,1148,15861.67,1148.0
900,4137,50263,2016,210,2943.92,217.5
901,4138,50125,2015,1153,14109.7,1374.75
902,4138,50125,2016,183,2148.52,197.25
903,4140,50313,2015,1885,18163.08,1952.95
904,4140,50313,2016,404,3916.32,393.0
905,4141,50320,2015,777,9301.01,1061.25
906,4141,50320,2016,96,1040.1,96.0
907,4143,52154,2015,524,8854.04,532.5
908,4143,52154,2016,42,790.5,42.0
909,4146,50677,2015,748,10387.53,795.0
910,4146,50677,2016,173,2092.25,159.55
911,4147,50613,2015,2342,32616.23,3340.5
912,4147,50613,2016,321,5419.97,384.75
913,4148,50644,2015,1749,27538.05,2545.12
914,4148,50644,2016,169,2487.56,160.25
915,4149,51442,2015,380,5449.91,414.0
916,4149,51442,2016,172,2532.06,249.0
917,4150,50701,2015,1358,19349.6,1675.5
918,4150,50701,2016,163,2167.16,164.25
919,4152,51555,2015,1577,19206.45,1504.7
920,4152,51555,2016,311,3836.73,357.44
921,4153,50707,2015,919,11324.86,847.0
922,4153,50707,2016,111,1394.84,137.25
923,4154,52233,2015,545,8060.55,676.25
924,4154,52233,2016,139,1937.15,169.75
925,4155,52302,2015,1000,16012.8,1350.6
926,4155,52302,2016,102,1405.0,100.5
927,4156,50662,2015,2326,35929.38,2716.65
928,4156,50662,2016,490,5412.63,721.5
929,4157,52317,2015,1025,13380.62,987.75
930,4157,52317,2016,506,7610.56,637.5
931,4158,51401,2015,1608,21917.16,2226.0
932,4158,51401,2016,240,3701.94,291.0
933,4159,51503,2015,887,13098.9,1133.25
934,4159,51503,2016,442,10578.24,733.5
935,4160,52240,2015,604,8053.0,654.9
936,4160,52240,2016,123,1597.83,116.25
937,4161,52246,2015,638,8700.88,706.5
938,4161,52246,2016,140,1543.95,177.0
939,4162,52404,2015,1316,19106.67,1434.5
940,4162,52404,2016,522,6249.82,736.5
941,4163,50588,2015,491,5407.57,497.5
942,4163,50588,2016,466,6166.0,716.0
943,4164,52722,2015,2000,18702.54,1347.61
944,4164,52722,2016,498,3939.81,335.32
945,4166,50648,2015,552,7520.6,613.25
946,4166,50648,2016,157,1864.67,162.5
947,4167,52001,2015,10935,167173.55,9915.16
948,4167,52001,2016,3361,47937.16,3185.81
949,4169,50317,2015,1032,7964.19,542.05
950,4169,50317,2016,84,1078.32,56.62
951,4170,52358,2015,443,4474.07,406.13
952,4170,52358,2016,71,841.14,56.91
953,4171,52033,2015,1050,14233.09,1212.5
954,4171,52033,2016,297,3829.88,341.25
955,4172,50006,2015,508,9031.81,629.24
956,4172,50006,2016,116,2193.27,141.0
957,4173,51046,2015,339,4794.2,391.86
958,4173,51046,2016,88,1199.28,95.0
959,4176,52405,2015,1443,12665.97,953.75
960,4176,52405,2016,293,2496.84,184.65
961,4177,50142,2015,561,6812.21,501.26
962,4177,50142,2016,157,1545.2,112.84
963,4180,52302,2015,2641,16359.94,1237.82
964,4180,52302,2016,720,4293.85,288.02
965,4182,52040,2015,1479,19569.67,2018.25
966,4182,52040,2016,175,2554.79,197.25
967,4183,52101,2015,1705,23128.85,1647.75
968,4183,52101,2016,471,6467.79,422.75
969,4184,52761,2015,589,8247.73,708.75
970,4184,52761,2016,223,3136.23,221.25
971,4185,50112,2015,1038,14207.93,1320.5
972,4185,50112,2016,385,5137.02,458.25
973,4186,50321,2015,949,6243.89,439.98
974,4186,50321,2016,292,1786.61,135.5
975,4188,52053,2015,198,2271.18,208.5
976,4189,52057,2015,646,8185.74,702.8
977,4189,52057,2016,308,3283.12,378.0
978,4190,50129,2015,764,10805.34,804.0
979,4190,50129,2016,127,1422.14,128.25
980,4191,50219,2015,848,13200.97,1068.51
981,4191,50219,2016,414,10534.19,682.5
982,4192,52722,2015,506,7527.6,661.5
983,4192,52722,2016,78,868.92,82.5
984,4193,51346,2015,481,6397.48,486.9
985,4193,51346,2016,118,1742.31,135.97
986,4194,50208,2015,1269,15472.6,1419.75
987,4194,50208,2016,217,2354.51,216.38
988,4195,52342,2015,672,8658.39,720.0
989,4195,52342,2016,164,1725.43,171.0
990,4196,52806,2015,1520,18026.79,2080.05
991,4196,52806,2016,242,3137.57,229.5
992,4197,51054,2015,911,12836.69,1131.75
993,4197,51054,2016,261,3502.71,307.5
994,4200,51108,2015,888,11271.82,1077.0
995,4200,51108,2016,113,1645.27,128.75
996,4201,51109,2015,699,9104.43,740.25
997,4201,51109,2016,219,2929.11,230.25
998,4202,51106,2015,1028,17069.84,1263.0
999,4202,51106,2016,145,2278.47,170.25
1000,4203,50677,2015,2022,21771.74,1836.5
1001,4203,50677,2016,110,857.56,81.6
1002,4205,50158,2015,533,7779.01,662.75
1003,4205,50158,2016,232,3599.09,282.25
1004,4209,50111,2015,4230,64904.34,4753.5
1005,4209,50111,2016,906,13367.28,979.5
1006,4210,50588,2015,165,2891.22,116.25
1007,4210,50588,2016,36,258.72,18.0
1008,4214,50703,2015,4138,23850.46,1483.08
1009,4214,50703,2016,464,3291.47,181.54
1010,4222,50707,2015,1378,9310.6,778.34
1011,4222,50707,2016,76,1105.36,67.3
1012,4223,50707,2015,1220,9075.6,725.8
1013,4223,50707,2016,219,1906.05,162.6
1014,4228,52349,2015,2092,27670.01,2313.9
1015,4228,52349,2016,384,4804.8,435.0
1016,4229,51537,2015,2254,32138.34,3628.5
1017,4229,51537,2016,149,1826.2,171.75
1018,4230,50325,2015,575,7352.94,697.25
1019,4230,50325,2016,129,1655.72,138.75
1020,4231,51031,2015,973,12090.82,1277.75
1021,4231,51031,2016,198,2521.68,238.5
1022,4232,52571,2015,378,6508.94,380.75
1023,4232,52571,2016,42,812.34,53.0
1024,4233,52136,2015,1492,22786.77,2091.0
1025,4233,52136,2016,339,4542.48,410.25
1026,4234,51301,2015,956,13087.66,1230.6
1027,4234,51301,2016,177,2315.38,264.75
1028,4235,50595,2015,479,6226.44,523.75
1029,4235,50595,2016,200,3028.07,207.25
1030,4236,50533,2015,1799,26935.51,2403.75
1031,4236,50533,2016,166,2598.37,162.25
1032,4239,51360,2015,831,11336.14,1005.25
1033,4239,51360,2016,399,4766.94,434.25
1034,4246,51601,2015,442,5508.76,565.75
1035,4246,51601,2016,131,2036.08,149.25
1036,4247,50421,2015,173,2403.66,220.75
1037,4248,51201,2015,1076,14292.4,1426.2
1038,4248,51201,2016,18,199.8,19.5
1039,4249,51632,2015,453,5968.02,561.75
1040,4249,51632,2016,66,880.17,85.5
1041,4250,50627,2015,480,6651.25,605.75
1042,4250,50627,2016,440,6266.16,690.75
1043,4251,50014,2015,930,13496.54,833.06
1044,4251,50014,2016,235,3599.75,216.25
1045,4252,52310,2015,859,11672.03,978.8
1046,4252,52310,2016,165,2254.03,171.25
1047,4253,50273,2015,2265,28568.7,3151.5
1048,4253,50273,2016,264,2634.57,283.5
1049,4254,50536,2015,847,10541.67,916.1
1050,4254,50536,2016,187,2483.63,230.0
1051,4255,51041,2015,2783,40616.0,3422.32
1052,4255,51041,2016,1133,16407.0,1751.0
1053,4256,51250,2015,1202,24102.35,1527.25
1054,4256,51250,2016,206,2672.97,316.5
1055,4258,52601,2015,1032,14430.83,1413.0
1056,4258,52601,2016,114,1536.65,145.5
1057,4260,50213,2015,1207,23309.75,1555.75
1058,4260,50213,2016,295,4503.9,375.5
1059,4265,50702,2015,3555,25209.6,1399.49
1060,4265,50702,2016,825,6546.34,350.36
1061,4266,51601,2015,666,8263.98,605.1
1062,4266,51601,2016,109,1545.36,136.5
1063,4267,50020,2015,542,7513.93,570.5
1064,4267,50020,2016,113,1125.32,102.5
1065,4268,50511,2015,1270,17921.11,1742.5
1066,4268,50511,2016,111,1472.71,104.25
1067,4269,52772,2015,1853,20819.87,1693.75
1068,4269,52772,2016,933,13083.39,1345.6
1069,4270,52501,2015,312,2109.48,151.8
1070,4271,52544,2015,459,6918.88,459.25
1071,4271,52544,2016,99,1656.96,119.25
1072,4272,51334,2015,753,11397.13,1025.25
1073,4272,51334,2016,90,1199.1,118.5
1074,4273,50317,2015,1794,15828.33,1016.18
1075,4273,50317,2016,735,3857.27,262.72
1076,4274,51358,2015,236,2921.39,270.5
1077,4274,51358,2016,58,644.9,67.0
1078,4275,50138,2015,755,11085.92,1005.38
1079,4275,50138,2016,124,1701.3,135.0
1080,4276,50450,2015,487,5683.67,460.4
1081,4277,51031,2015,2508,36634.82,2328.47
1082,4277,51031,2016,497,6819.68,463.19
1083,4279,52248,2015,216,2054.85,178.48
1084,4279,52248,2016,69,515.67,51.37
1085,4283,52302,2015,673,7273.09,558.88
1086,4283,52302,2016,94,1025.49,65.79
1087,4284,50126,2015,552,7292.01,726.0
1088,4284,50126,2016,141,2129.25,174.75
1089,4285,50659,2015,898,12261.64,1130.5
1090,4285,50659,2016,160,1942.94,133.0
1091,4288,52404,2015,632,6590.5,327.27
1092,4289,52172,2015,628,9784.11,903.0
1093,4289,52172,2016,105,1635.28,142.75
1094,4291,50801,2015,1626,25211.94,1645.5
1095,4291,50801,2016,535,7988.12,562.0
1096,4293,52553,2015,207,2858.44,196.25
1097,4293,52553,2016,89,1090.77,81.5
1098,4295,50317,2015,870,7048.7,494.28
1099,4295,50317,2016,37,312.82,16.71
1100,4296,52565,2015,816,11855.86,874.71
1101,4296,52565,2016,144,2252.59,137.99
1102,4297,52402,2015,2920,27002.94,1716.07
1103,4297,52402,2016,319,2802.84,192.2
1104,4298,52224,2015,354,3873.3,307.5
1105,4298,52224,2016,72,1025.16,63.0
1106,4299,52214,2015,943,7906.47,709.9
1107,4299,52214,2016,173,1633.13,155.87
1108,4300,52577,2015,892,16161.38,980.0
1109,4300,52577,2016,244,4545.5,366.0
1110,4301,50320,2015,2283,23161.42,1043.92
1111,4301,50320,2016,398,3864.61,192.3
1112,4303,52637,2015,763,10525.08,708.93
1113,4303,52637,2016,170,2319.91,149.25
1114,4306,50441,2015,585,7273.55,527.68
1115,4306,50441,2016,79,1198.38,80.69
1116,4307,51529,2015,1021,15185.99,1021.4
1117,4307,51529,2016,157,2709.88,177.87
1118,4308,52241,2015,2896,25532.8,1534.26
1119,4310,51012,2015,693,10640.49,801.25
1120,4310,51012,2016,160,2007.39,210.75
1121,4311,50501,2015,2727,36146.01,3843.75
1122,4311,50501,2016,352,4720.37,429.0
1123,4312,51501,2015,8452,145075.52,8017.51
1124,4312,51501,2016,1935,31256.58,1710.75
1125,4313,50022,2015,738,9030.94,958.5
1126,4313,50022,2016,334,4750.82,511.5
1127,4315,52353,2015,327,4732.35,353.25
1128,4315,52353,2016,54,746.88,58.5
1129,4317,50849,2015,777,9983.13,830.5
1130,4317,50849,2016,155,2795.6,160.0
1131,4318,51566,2015,550,7834.27,636.25
1132,4318,51566,2016,165,2757.27,154.5
1133,4319,50548,2015,614,8293.71,729.75
1134,4319,50548,2016,141,1406.61,156.0
1135,4320,50220,2015,1228,18181.59,1381.0
1136,4320,50220,2016,299,4640.62,414.25
1137,4321,50616,2015,740,9517.99,1020.0
1138,4321,50616,2016,60,799.27,69.75
1139,4322,50028,2015,105,1298.46,96.62
1140,4324,50530,2015,371,5514.88,417.75
1141,4324,50530,2016,120,1840.02,110.0
1142,4325,50864,2015,101,1020.5,81.75
1143,4325,50864,2016,66,807.37,67.5
1144,4326,50249,2015,288,4199.7,328.65
1145,4326,50249,2016,79,1256.69,106.5
1146,4334,52001,2015,1275,19159.46,1683.1
1147,4334,52001,2016,381,5211.63,414.9
1148,4335,51240,2015,49,634.94,45.75
1149,4336,51237,2015,287,4230.87,282.74
1150,4336,51237,2016,88,1080.36,93.0
1151,4337,51241,2015,265,5937.49,314.45
1152,4337,51241,2016,88,1986.83,92.25
1153,4338,50162,2015,62,890.1,73.5
1154,4338,50162,2016,12,94.2,9.0
1155,4343,50313,2015,933,7307.98,385.53
1156,4343,50313,2016,248,2244.01,113.02
1157,4344,50111,2015,1356,18591.39,1192.56
1158,4344,50111,2016,318,4531.01,267.54
1159,4345,50112,2015,1525,15088.32,919.79
1160,4345,50112,2016,403,3373.9,227.8
1161,4346,52332,2015,813,8580.19,753.52
1162,4346,52332,2016,149,2100.43,156.1
1163,4349,50315,2015,1564,13371.52,697.79
1164,4351,50248,2015,216,2682.14,184.25
1165,4351,50248,2016,50,438.0,31.5
1166,4353,50248,2015,212,2584.52,177.67
1167,4353,50248,2016,96,1099.05,87.38
1168,4355,50248,2015,447,4963.91,375.11
1169,4355,50248,2016,56,549.4,59.0
1170,4356,50201,2015,328,3659.44,267.6
1171,4356,50201,2016,21,231.18,26.45
1172,4357,50248,2015,484,4233.97,394.81
1173,4357,50248,2016,134,1760.1,97.35
1174,4358,50525,2015,426,4519.15,364.75
1175,4358,50525,2016,42,666.66,49.5
1176,4359,50263,2015,274,2820.62,220.75
1177,4359,50263,2016,116,1249.3,82.38
1178,4360,50208,2015,591,4138.09,367.33
1179,4360,50208,2016,193,838.12,89.6
1180,4361,50313,2015,925,6274.6,409.82
1181,4361,50313,2016,261,1824.89,163.98
1182,4362,50226,2015,553,6527.33,432.69
1183,4362,50226,2016,120,1690.26,113.3
1184,4364,50112,2015,189,2711.61,122.25
1185,4364,50112,2016,48,563.02,31.85
1186,4365,50112,2015,331,3660.37,259.1
1187,4365,50112,2016,22,145.52,7.5
1188,4366,52340,2015,353,4249.11,273.42
1189,4366,52340,2016,87,947.87,68.39
1190,4367,50401,2015,377,3181.65,231.55
1191,4367,50401,2016,47,433.26,43.2
1192,4368,50131,2015,350,3965.26,295.52
1193,4368,50131,2016,66,737.89,43.67
1194,4369,50211,2015,607,6314.67,500.16
1195,4369,50211,2016,142,1361.99,100.13
1196,4370,50211,2015,418,3480.37,264.15
1197,4370,50211,2016,142,1537.35,128.69
1198,4371,50265,2015,483,5218.19,332.27
1199,4371,50265,2016,107,1451.82,92.25
1200,4372,50401,2015,157,1659.86,151.22
1201,4372,50401,2016,100,1173.36,86.28
1202,4373,50266,2015,693,8299.25,523.03
1203,4373,50266,2016,148,1884.66,108.34
1204,4374,50111,2015,401,3908.01,289.62
1205,4374,50111,2016,113,985.76,65.66
1206,4375,50111,2015,461,5021.32,365.93
1207,4375,50111,2016,129,1264.34,96.97
1208,4376,50401,2015,901,8259.18,734.55
1209,4376,50401,2016,220,2038.07,182.63
1210,4377,50313,2015,859,6838.18,395.57
