,Zip Code,Stores per Zip,Store Number,Year,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+,21-54 years,21+ years,P21-54/Stores/Zip,P21+/Stores/Zip
2291,52501,21,4420,2015,223,2299.86,135.81,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2293,52501,21,4735,2015,204,3443.04,213.0,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2295,52501,21,5160,2015,67,786.72,53.1,52501,30595.0,31863.0,16557.0,29321.0,331.0,96.0,218.0,7.0,367.0,255.0,761.0,39.0,1843.0,5220.0,1573.0,1525.0,3506.0,4407.0,4104.0,1526.0,1344.0,2702.0,1994.0,851.0,61.4,7686.0,50700.0,13481.0,9381.0,3184.0,12565.0,8219.0,6447.0,1316.0,4346.0,3637.0,2.35,2.88,29597.0,80.9,15.5,13542.0,21959.0,644.857142857,1045.66666667
2297,52531,4,2559,2015,910,12022.75,879.0,52531,5895.0,33936.0,17383.0,5789.0,13.0,24.0,26.0,0.0,9.0,34.0,38.0,39.8,373.0,1122.0,199.0,226.0,656.0,791.0,780.0,281.0,258.0,520.0,472.0,217.0,61.8,1220.0,54600.0,2662.0,1815.0,579.0,2394.0,1581.0,1280.0,211.0,813.0,721.0,2.39,2.97,5823.0,81.1,14.2,2453.0,4201.0,613.25,1050.25
2299,52531,4,4011,2015,1280,16557.65,1172.17,52531,5895.0,33936.0,17383.0,5789.0,13.0,24.0,26.0,0.0,9.0,34.0,38.0,39.8,373.0,1122.0,199.0,226.0,656.0,791.0,780.0,281.0,258.0,520.0,472.0,217.0,61.8,1220.0,54600.0,2662.0,1815.0,579.0,2394.0,1581.0,1280.0,211.0,813.0,721.0,2.39,2.97,5823.0,81.1,14.2,2453.0,4201.0,613.25,1050.25
2301,52537,2,3013,2015,869,11152.82,902.75,52537,6834.0,36315.0,15916.0,6738.0,6.0,14.0,11.0,0.0,19.0,46.0,48.0,38.7,466.0,1349.0,254.0,253.0,734.0,981.0,910.0,337.0,319.0,572.0,425.0,234.0,63.2,1184.0,58300.0,2807.0,2063.0,522.0,2585.0,1822.0,1601.0,144.0,763.0,667.0,2.57,3.11,6449.0,81.3,12.2,2878.0,4765.0,1439.0,2382.5
2303,52544,10,2523,2015,3007,35476.85,3183.06,52544,8292.0,28506.0,14636.0,8110.0,49.0,11.0,29.0,1.0,28.0,64.0,108.0,40.0,473.0,1504.0,313.0,341.0,902.0,1208.0,1013.0,418.0,373.0,766.0,656.0,325.0,55.2,1793.0,48400.0,4015.0,2417.0,1109.0,3526.0,2222.0,1741.0,350.0,1304.0,1142.0,2.29,2.88,8126.0,80.9,14.1,3464.0,6002.0,346.4,600.2
2305,52544,10,4027,2015,1200,15417.66,1233.0,52544,8292.0,28506.0,14636.0,8110.0,49.0,11.0,29.0,1.0,28.0,64.0,108.0,40.0,473.0,1504.0,313.0,341.0,902.0,1208.0,1013.0,418.0,373.0,766.0,656.0,325.0,55.2,1793.0,48400.0,4015.0,2417.0,1109.0,3526.0,2222.0,1741.0,350.0,1304.0,1142.0,2.29,2.88,8126.0,80.9,14.1,3464.0,6002.0,346.4,600.2
2307,52544,10,4046,2015,501,5127.31,435.57,52544,8292.0,28506.0,14636.0,8110.0,49.0,11.0,29.0,1.0,28.0,64.0,108.0,40.0,473.0,1504.0,313.0,341.0,902.0,1208.0,1013.0,418.0,373.0,766.0,656.0,325.0,55.2,1793.0,48400.0,4015.0,2417.0,1109.0,3526.0,2222.0,1741.0,350.0,1304.0,1142.0,2.29,2.88,8126.0,80.9,14.1,3464.0,6002.0,346.4,600.2
2309,52544,10,4271,2015,459,6918.88,459.25,52544,8292.0,28506.0,14636.0,8110.0,49.0,11.0,29.0,1.0,28.0,64.0,108.0,40.0,473.0,1504.0,313.0,341.0,902.0,1208.0,1013.0,418.0,373.0,766.0,656.0,325.0,55.2,1793.0,48400.0,4015.0,2417.0,1109.0,3526.0,2222.0,1741.0,350.0,1304.0,1142.0,2.29,2.88,8126.0,80.9,14.1,3464.0,6002.0,346.4,600.2
2311,52544,10,4472,2015,874,7584.0,626.79,52544,8292.0,28506.0,14636.0,8110.0,49.0,11.0,29.0,1.0,28.0,64.0,108.0,40.0,473.0,1504.0,313.0,341.0,902.0,1208.0,1013.0,418.0,373.0,766.0,656.0,325.0,55.2,1793.0,48400.0,4015.0,2417.0,1109.0,3526.0,2222.0,1741.0,350.0,1304.0,1142.0,2.29,2.88,8126.0,80.9,14.1,3464.0,6002.0,346.4,600.2
2313,52553,2,4293,2015,207,2858.44,196.25,52553,1883.0,36964.0,17927.0,1860.0,3.0,2.0,8.0,0.0,4.0,6.0,10.0,36.8,130.0,389.0,94.0,74.0,207.0,319.0,267.0,89.0,57.0,149.0,85.0,23.0,64.8,345.0,61000.0,799.0,545.0,182.0,727.0,513.0,427.0,60.0,214.0,178.0,2.59,3.1,1805.0,83.5,11.7,867.0,1270.0,433.5,635.0
2315,52554,2,4943,2015,304,3206.83,238.5,52554,1351.0,29500.0,15504.0,1328.0,0.0,3.0,1.0,0.0,4.0,15.0,15.0,39.4,82.0,248.0,34.0,52.0,172.0,194.0,182.0,93.0,69.0,101.0,94.0,30.0,61.8,366.0,34300.0,612.0,466.0,106.0,572.0,382.0,324.0,39.0,190.0,158.0,2.36,2.92,1332.0,81.9,7.2,600.0,987.0,300.0,493.5
2317,52556,8,2601,2015,3726,55932.63,3466.66,52556,12434.0,33451.0,20619.0,11836.0,103.0,17.0,259.0,6.0,79.0,134.0,271.0,42.3,638.0,2324.0,470.0,498.0,1175.0,1673.0,2869.0,645.0,414.0,766.0,649.0,313.0,67.9,2392.0,76600.0,5660.0,3300.0,1871.0,5171.0,3215.0,2595.0,454.0,1956.0,1674.0,2.28,2.9,11797.0,88.2,36.5,6215.0,9002.0,776.875,1125.25
2319,52556,8,4021,2015,1509,20316.54,1451.4,52556,12434.0,33451.0,20619.0,11836.0,103.0,17.0,259.0,6.0,79.0,134.0,271.0,42.3,638.0,2324.0,470.0,498.0,1175.0,1673.0,2869.0,645.0,414.0,766.0,649.0,313.0,67.9,2392.0,76600.0,5660.0,3300.0,1871.0,5171.0,3215.0,2595.0,454.0,1956.0,1674.0,2.28,2.9,11797.0,88.2,36.5,6215.0,9002.0,776.875,1125.25
2321,52556,8,4501,2015,347,3427.7,290.72,52556,12434.0,33451.0,20619.0,11836.0,103.0,17.0,259.0,6.0,79.0,134.0,271.0,42.3,638.0,2324.0,470.0,498.0,1175.0,1673.0,2869.0,645.0,414.0,766.0,649.0,313.0,67.9,2392.0,76600.0,5660.0,3300.0,1871.0,5171.0,3215.0,2595.0,454.0,1956.0,1674.0,2.28,2.9,11797.0,88.2,36.5,6215.0,9002.0,776.875,1125.25
2323,52556,8,4698,2015,515,4107.6,275.0,52556,12434.0,33451.0,20619.0,11836.0,103.0,17.0,259.0,6.0,79.0,134.0,271.0,42.3,638.0,2324.0,470.0,498.0,1175.0,1673.0,2869.0,645.0,414.0,766.0,649.0,313.0,67.9,2392.0,76600.0,5660.0,3300.0,1871.0,5171.0,3215.0,2595.0,454.0,1956.0,1674.0,2.28,2.9,11797.0,88.2,36.5,6215.0,9002.0,776.875,1125.25
2325,52565,4,4130,2015,228,3319.86,231.0,52565,2080.0,32667.0,16510.0,2058.0,2.0,1.0,5.0,0.0,0.0,14.0,3.0,44.4,82.0,372.0,60.0,67.0,188.0,290.0,302.0,118.0,114.0,200.0,174.0,113.0,61.1,389.0,56000.0,988.0,658.0,199.0,857.0,562.0,465.0,66.0,295.0,262.0,2.28,2.85,1992.0,84.6,15.2,847.0,1566.0,211.75,391.5
2327,52565,4,4296,2015,816,11855.86,874.71,52565,2080.0,32667.0,16510.0,2058.0,2.0,1.0,5.0,0.0,0.0,14.0,3.0,44.4,82.0,372.0,60.0,67.0,188.0,290.0,302.0,118.0,114.0,200.0,174.0,113.0,61.1,389.0,56000.0,988.0,658.0,199.0,857.0,562.0,465.0,66.0,295.0,262.0,2.28,2.85,1992.0,84.6,15.2,847.0,1566.0,211.75,391.5
2329,52571,2,4232,2015,378,6508.94,380.75,52571,1407.0,31424.0,16417.0,1394.0,3.0,0.0,1.0,0.0,0.0,9.0,4.0,42.6,74.0,231.0,59.0,64.0,120.0,206.0,200.0,85.0,92.0,148.0,91.0,37.0,61.1,280.0,46600.0,745.0,488.0,116.0,604.0,431.0,351.0,55.0,173.0,152.0,2.33,2.74,1392.0,90.5,9.8,590.0,1043.0,295.0,521.5
2331,52577,12,2600,2015,1652,20355.99,1712.25,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2333,52577,12,3735,2015,2336,27909.73,2144.2,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2335,52577,12,3789,2015,1560,24149.4,1800.0,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2337,52577,12,3990,2015,2986,33335.34,2316.74,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2339,52577,12,4300,2015,892,16161.38,980.0,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2341,52577,12,4821,2015,585,2919.18,254.7,52577,14910.0,36690.0,18980.0,14375.0,133.0,37.0,174.0,4.0,53.0,134.0,150.0,37.5,974.0,2641.0,758.0,813.0,1794.0,2105.0,1993.0,698.0,589.0,1141.0,1035.0,369.0,63.3,3355.0,69300.0,6544.0,4155.0,1918.0,6073.0,4043.0,3349.0,516.0,2030.0,1754.0,2.37,2.91,14307.0,82.7,19.1,6705.0,10537.0,558.75,878.083333333
2344,52591,4,3747,2015,777,9245.21,817.25,52591,3186.0,34556.0,17293.0,3158.0,3.0,3.0,15.0,0.0,4.0,3.0,16.0,41.2,189.0,631.0,101.0,111.0,294.0,455.0,360.0,139.0,158.0,290.0,282.0,176.0,61.3,751.0,59700.0,1370.0,949.0,312.0,1261.0,855.0,729.0,91.0,406.0,362.0,2.42,2.98,3096.0,84.3,12.1,1220.0,2265.0,305.0,566.25
2346,52591,4,4883,2015,321,3577.9,319.49,52591,3186.0,34556.0,17293.0,3158.0,3.0,3.0,15.0,0.0,4.0,3.0,16.0,41.2,189.0,631.0,101.0,111.0,294.0,455.0,360.0,139.0,158.0,290.0,282.0,176.0,61.3,751.0,59700.0,1370.0,949.0,312.0,1261.0,855.0,729.0,91.0,406.0,362.0,2.42,2.98,3096.0,84.3,12.1,1220.0,2265.0,305.0,566.25
2350,52601,24,2507,2015,3031,29679.78,2542.23,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2352,52601,24,4258,2015,1032,14430.83,1413.0,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2354,52601,24,4424,2015,356,2556.84,159.9,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2356,52601,24,4721,2015,198,3151.2,190.5,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2358,52601,24,4794,2015,3676,42047.61,2399.52,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2360,52601,24,4859,2015,409,4126.95,263.5,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2362,52601,24,4897,2015,2333,22729.56,1321.75,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2364,52601,24,4898,2015,944,7751.86,356.1,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2366,52601,24,4933,2015,378,2150.76,164.7,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2368,52601,24,5149,2015,268,2712.36,156.14,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2370,52601,24,5204,2015,156,790.44,57.1,52601,30847.0,35084.0,19545.0,28508.0,1379.0,94.0,194.0,14.0,247.0,411.0,581.0,38.5,1987.0,5547.0,1253.0,1413.0,3686.0,4448.0,4401.0,1617.0,1294.0,2469.0,1981.0,751.0,65.5,8016.0,66900.0,13752.0,9176.0,3523.0,12699.0,8287.0,6406.0,1414.0,4412.0,3794.0,2.38,2.94,30281.0,84.7,16.2,13948.0,22060.0,581.166666667,919.166666667
2372,52623,2,4992,2015,106,851.34,72.75,52623,1931.0,46889.0,20746.0,1902.0,6.0,1.0,4.0,0.0,8.0,10.0,13.0,40.0,118.0,350.0,78.0,84.0,197.0,301.0,306.0,119.0,80.0,130.0,113.0,55.0,72.6,388.0,81300.0,770.0,620.0,110.0,730.0,570.0,493.0,47.0,160.0,139.0,2.6,2.98,1807.0,90.7,16.2,888.0,1385.0,444.0,692.5
2374,52625,2,4555,2015,174,2648.94,154.5,52625,2497.0,38750.0,18144.0,2460.0,8.0,7.0,6.0,1.0,3.0,12.0,22.0,41.0,122.0,502.0,70.0,88.0,227.0,411.0,348.0,139.0,119.0,207.0,182.0,82.0,64.0,544.0,73800.0,1021.0,767.0,201.0,968.0,724.0,640.0,57.0,244.0,210.0,2.51,2.93,2490.0,86.6,10.5,1074.0,1803.0,537.0,901.5
2376,52626,2,4578,2015,191,2063.89,149.54,52626,1388.0,32619.0,19052.0,1372.0,1.0,0.0,3.0,2.0,0.0,10.0,16.0,40.1,76.0,287.0,54.0,35.0,129.0,215.0,194.0,74.0,67.0,119.0,112.0,26.0,68.5,246.0,41400.0,617.0,438.0,130.0,568.0,378.0,321.0,32.0,190.0,173.0,2.44,3.0,1352.0,89.1,11.6,573.0,971.0,286.5,485.5
2378,52627,12,2584,2015,3070,45918.08,3245.7,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2380,52627,12,3549,2015,2101,33613.37,2266.12,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2382,52627,12,3908,2015,1512,18547.2,1725.0,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2384,52627,12,4619,2015,2296,14603.4,989.52,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2386,52627,12,4689,2015,60,1027.86,75.0,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2388,52627,12,4793,2015,196,2027.23,111.33,52627,14001.0,35441.0,18512.0,12818.0,562.0,49.0,74.0,19.0,307.0,172.0,676.0,39.9,783.0,2370.0,510.0,659.0,1562.0,2288.0,2157.0,734.0,558.0,1132.0,878.0,370.0,60.4,3435.0,57900.0,6160.0,4099.0,1499.0,5598.0,3627.0,2806.0,609.0,1971.0,1720.0,2.33,2.88,12999.0,85.1,13.5,6666.0,10338.0,555.5,861.5
2392,52632,14,2555,2015,6353,84398.07,5942.96,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2394,52632,14,3587,2015,294,3002.46,310.5,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2396,52632,14,3811,2015,1308,19715.34,1503.0,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2398,52632,14,4692,2015,126,1888.8,100.5,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2400,52632,14,4993,2015,1235,9309.45,659.25,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2402,52632,14,5046,2015,228,1915.08,126.0,52632,13823.0,32692.0,17581.0,12960.0,465.0,34.0,65.0,2.0,55.0,242.0,136.0,38.5,922.0,2590.0,541.0,590.0,1578.0,1960.0,1947.0,751.0,627.0,1132.0,867.0,318.0,60.5,3453.0,53100.0,6294.0,4107.0,1558.0,5665.0,3714.0,2809.0,703.0,1951.0,1711.0,2.39,2.96,13439.0,79.7,12.8,6075.0,9770.0,433.928571429,697.857142857
2404,52637,2,4303,2015,763,10525.08,708.93,52637,2512.0,38893.0,18915.0,2487.0,7.0,1.0,7.0,0.0,1.0,9.0,13.0,39.8,173.0,469.0,93.0,71.0,295.0,321.0,350.0,124.0,109.0,199.0,210.0,98.0,66.3,611.0,76800.0,1035.0,804.0,172.0,976.0,678.0,578.0,72.0,298.0,262.0,2.45,2.99,2408.0,88.2,16.2,1037.0,1777.0,518.5,888.5
2406,52639,4,5062,2015,210,1610.61,110.4,52639,2349.0,39900.0,17517.0,2277.0,26.0,7.0,2.0,0.0,15.0,22.0,27.0,39.3,105.0,464.0,93.0,100.0,252.0,402.0,345.0,153.0,109.0,156.0,122.0,48.0,58.1,460.0,70200.0,965.0,723.0,143.0,866.0,626.0,516.0,74.0,240.0,211.0,2.48,2.93,2185.0,85.5,10.5,1099.0,1687.0,274.75,421.75
2408,52639,4,5213,2015,48,180.0,9.6,52639,2349.0,39900.0,17517.0,2277.0,26.0,7.0,2.0,0.0,15.0,22.0,27.0,39.3,105.0,464.0,93.0,100.0,252.0,402.0,345.0,153.0,109.0,156.0,122.0,48.0,58.1,460.0,70200.0,965.0,723.0,143.0,866.0,626.0,516.0,74.0,240.0,211.0,2.48,2.93,2185.0,85.5,10.5,1099.0,1687.0,274.75,421.75
2410,52641,10,2558,2015,5685,77222.04,6202.32,52641,12376.0,38366.0,18069.0,11460.0,286.0,30.0,351.0,5.0,74.0,170.0,186.0,36.3,747.0,2173.0,570.0,696.0,1732.0,2049.0,1737.0,575.0,453.0,741.0,623.0,280.0,63.2,2289.0,85200.0,4888.0,3162.0,1341.0,4503.0,3018.0,2489.0,393.0,1485.0,1280.0,2.42,2.99,10823.0,84.8,17.2,6214.0,8886.0,621.4,888.6
