Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+
50152,26,"40,625","8,138",26,0,0,0,0,0,0,0,25.5,2,7,0,4,3,6,3,0,1,0,0,0,84.6%,4,"$80,000",9,5,4,9,9,7,2,0,0,2.89,2.78,29,100.0%,0.0%
50153,772,"40,729","17,010",771,0,0,1,0,0,0,7,38.4,51,163,33,23,82,125,113,39,33,69,31,10,72.0%,157,"$74,000",296,221,64,285,222,211,4,63,56,2.71,3.13,743,92.1%,11.3%
50154,461,"39,706","15,309",453,5,0,2,0,0,1,2,38.9,27,107,8,11,51,74,59,15,24,46,35,4,68.4%,99,"$73,000",193,142,36,178,134,115,11,44,39,2.59,2.99,504,88.0%,8.3%
50155,270,"30,750","12,728",264,0,0,2,0,0,4,0,37.6,19,58,5,13,30,38,32,19,14,14,24,4,66.5%,57,"$31,400",112,87,17,104,79,70,5,25,22,2.6,2.96,306,85.9%,4.3%
50156,"4,232","44,940","22,927","4,197",4,3,10,0,6,12,35,38.8,287,802,128,179,494,669,587,200,181,305,250,150,65.2%,984,"$85,900","1,687","1,304",288,"1,592","1,181","1,032",103,411,352,2.56,3.01,"3,999",90.5%,19.9%
50157,816,"40,795","16,923",808,0,2,0,0,5,1,5,40.9,45,140,28,26,93,140,123,49,48,71,40,13,80.5%,168,"$70,000",355,260,72,332,252,233,15,80,69,2.46,2.85,824,90.2%,8.9%
50158,"30,316","37,088","19,517","26,708",358,113,278,19,"2,335",505,"3,430",38.7,2011,5516,1232,1349,3617,4261,4296,1616,1315,2442,1908,753,64.1%,7190,"$72,000","12,552","8,533","3,261","11,794","7,893","6,293","1,185","3,901","3,288",2.47,3,"28,856",80.2%,17.6%
50160,335,"38,438","16,106",329,0,2,0,0,1,3,6,35.5,21,81,9,10,41,71,37,10,11,30,10,4,69.5%,90,"$81,100",129,96,29,125,92,74,8,33,31,2.68,3.16,358,90.3%,11.5%
50161,"2,024","44,924","21,073","1,997",0,7,9,0,0,11,3,35.9,159,443,63,69,255,324,292,98,78,124,91,28,69.6%,432,"$80,700",793,608,140,748,577,492,59,171,150,2.71,3.12,"2,028",86.5%,12.0%
50162,"1,173","48,947","18,989","1,163",1,1,2,0,1,5,5,36.0,71,241,51,60,142,199,176,52,36,79,45,21,71.3%,284,"$72,500",491,376,89,465,332,284,33,133,111,2.52,3.01,"1,217",88.6%,15.1%
50164,673,"35,385","16,773",664,0,0,0,0,3,6,5,41.1,30,132,23,25,58,122,102,29,38,68,33,13,68.4%,149,"$57,400",307,228,49,277,200,169,17,77,69,2.43,2.88,683,83.2%,11.5%
50165,47,"20,000","10,657",47,0,0,0,0,0,0,0,33.8,5,10,0,3,6,7,7,0,2,3,3,1,69.0%,15,"$28,500",24,16,3,19,10,10,0,9,9,2.47,3.8,46,82.1%,0.0%
50166,"1,529","43,200","17,162","1,520",1,1,1,0,0,6,1,35.5,111,335,54,58,192,260,185,76,66,96,74,22,73.8%,289,"$83,000",591,465,85,550,436,384,33,114,103,2.78,3.14,"1,518",93.8%,11.8%
50167,813,"46,944","20,497",807,0,0,0,0,4,2,15,39.2,50,168,21,13,102,149,116,50,53,59,20,12,79.5%,152,"$90,000",341,259,60,319,234,212,11,85,77,2.55,3.03,814,90.7%,18.7%
50168,721,"43,646","18,532",718,0,0,0,0,0,3,6,39.9,36,134,24,28,77,126,116,53,44,49,21,13,70.4%,173,"$85,500",311,239,53,292,211,178,15,81,64,2.47,2.91,688,84.9%,11.1%
50169,"2,891","46,047","17,663","2,724",81,18,16,0,10,42,40,34.7,194,547,86,160,474,511,371,128,97,160,106,57,62.5%,593,"$98,800",997,738,222,960,709,596,83,251,211,2.62,3.09,"2,620",86.8%,15.1%
50170,"2,738","41,968","19,053","2,684",3,7,10,0,7,27,18,37.6,177,556,98,112,319,428,396,142,137,194,142,37,74.4%,642,"$79,100","1,147",860,223,"1,083",808,699,70,275,239,2.53,2.95,"2,644",85.4%,10.9%
50171,"2,884","40,179","18,351","2,852",4,2,12,0,1,13,10,42.8,146,489,109,90,287,406,447,188,155,283,217,67,66.9%,632,"$84,900","1,637",912,280,"1,192",837,735,64,355,313,2.35,2.82,"2,827",88.6%,13.0%
50173,750,"36,369","17,160",580,1,156,0,0,1,12,16,36.4,60,156,35,27,82,127,107,36,25,61,26,8,69.1%,170,"$70,600",291,224,51,275,207,178,18,68,54,2.73,3.13,698,77.8%,11.3%
50174,"1,383","32,891","14,504","1,362",5,10,1,0,1,4,11,38.3,76,310,50,50,132,240,167,65,78,126,59,30,70.8%,228,"$50,000",598,423,114,537,406,337,47,131,123,2.58,3,"1,455",85.2%,5.0%
50201,"8,104","43,180","20,542","7,865",41,16,63,0,37,82,73,36.1,508,1556,295,452,1101,1339,1107,337,310,491,420,188,71.1%,1851,"$93,600","3,406","2,362",867,"3,229","2,213","1,846",277,"1,016",835,2.45,2.96,"7,785",89.4%,23.6%
50206,512,"39,333","27,574",504,0,0,1,1,6,0,6,41.4,35,87,19,23,52,63,93,22,29,38,42,9,61.6%,112,"$61,800",232,168,45,213,153,139,10,60,52,2.4,2.86,521,85.7%,17.3%
50207,"2,689","40,188","19,060","2,669",1,3,7,2,0,7,9,38.6,154,579,91,95,282,436,340,109,111,215,182,95,69.7%,485,"$68,200","1,090",774,254,"1,028",771,687,61,257,236,2.56,3.02,"2,598",87.1%,11.0%
50208,"20,766","40,945","19,963","20,099",265,55,119,16,68,144,262,38.6,1271,3508,659,990,2734,3280,2861,1004,899,1739,1298,523,62.1%,5091,"$81,900","8,819","5,983","2,311","8,294","5,521","4,565",715,"2,773","2,412",2.32,2.86,"19,281",86.8%,17.6%
50210,"1,465","42,596","20,933","1,453",0,0,1,1,0,10,5,39.3,99,255,46,44,175,258,237,102,73,104,53,19,65.1%,256,"$75,600",603,507,61,568,438,396,24,130,103,2.58,2.92,"1,373",91.7%,14.2%
50211,"9,007","60,065","22,511","8,797",20,7,51,4,40,88,131,34.2,731,2119,313,281,1180,1708,1262,436,282,344,237,114,81.4%,2314,"$110,000","3,164","2,651",444,"3,095","2,534","2,099",352,561,473,2.87,3.18,"8,884",92.8%,24.1%
50212,"3,285","40,202","18,565","3,255",2,10,5,0,5,8,19,38.7,212,654,117,106,366,530,460,153,138,282,189,78,67.4%,771,"$80,400","1,376","1,054",239,"1,293",957,829,85,336,300,2.51,2.96,"3,246",87.8%,12.8%
50213,"6,625","33,832","16,636","6,353",5,18,29,3,177,40,355,38.8,426,1281,243,276,752,972,903,323,255,525,440,229,68.2%,1233,"$70,000","2,856","1,815",815,"2,630","1,774","1,458",235,856,727,2.46,3,"6,459",83.9%,13.7%
50214,834,"45,481","18,028",814,0,0,17,0,1,2,3,34.5,62,183,24,36,122,139,120,43,29,46,26,4,84.6%,214,"$97,100",302,249,43,292,242,225,12,50,37,2.86,3.12,863,87.6%,10.4%
50216,"2,663","41,591","23,755","2,628",8,2,5,5,1,14,22,45.4,134,415,65,89,246,370,403,161,180,317,199,84,60.0%,819,"$112,500","1,506",936,169,"1,105",797,717,55,308,267,2.33,2.74,"2,604",90.1%,20.4%
50217,620,"36,346","18,107",611,1,0,1,0,3,4,5,41.4,32,126,19,16,56,103,70,33,32,70,49,14,62.9%,163,"$38,000",286,206,52,258,179,161,10,79,74,2.4,2.94,646,88.8%,9.8%
50218,126,"47,500","21,457",126,0,0,0,0,0,0,0,41.7,7,14,4,12,19,12,21,13,9,12,3,0,70.8%,29,"$45,000",67,51,7,58,34,30,2,24,16,2.17,2.74,138,84.2%,7.9%
50219,"12,745","47,177","19,900","12,333",21,22,251,6,37,75,121,34.8,793,2309,1073,833,1399,1817,1503,516,468,839,763,432,71.5%,2618,"$123,700","4,693","3,191","1,263","4,454","3,224","2,931",216,"1,230","1,085",2.54,3.04,"11,761",83.9%,31.3%
50220,"8,891","36,597","17,059","7,571",82,25,61,14,"1,007",131,"1,873",35.4,699,1740,384,365,1205,1377,1028,347,335,625,535,251,66.8%,1828,"$73,200","3,487","2,235","1,052","3,287","2,310","1,815",328,977,811,2.66,3.12,"8,632",77.3%,12.7%
50222,577,"41,250","17,265",562,1,1,0,0,1,12,7,37.7,43,126,20,21,59,80,97,31,29,33,31,7,70.6%,61,"$37,900",219,175,26,201,168,152,9,33,30,2.87,3.17,503,79.8%,8.0%
50223,420,"33,523","14,667",419,0,1,0,0,0,0,1,43.1,17,79,14,12,41,70,66,25,24,37,25,10,63.2%,100,"$40,000",185,139,36,175,111,93,7,64,56,2.4,2.98,397,84.4%,7.6%
50225,"2,708","48,828","19,252","2,679",1,6,11,0,1,10,27,37.1,173,585,74,86,335,458,311,167,117,164,169,69,69.2%,572,"$85,500","1,108",832,217,"1,049",755,635,86,294,261,2.54,3.04,"2,667",90.1%,18.6%
50226,"3,360","60,255","25,384","3,308",8,6,12,0,8,18,17,34.5,304,691,97,89,531,590,540,149,115,139,71,44,79.0%,853,"$115,700","1,199",988,187,"1,175",946,859,56,229,171,2.81,3.15,"3,210",92.4%,27.3%
50227,21,"28,125","15,000",18,0,0,0,0,0,3,0,65.5,1,1,0,0,6,0,1,0,0,6,6,0,50.0%,10,"$22,500",11,11,0,11,6,6,0,5,4,1.91,2.5,17,92.9%,7.1%
50228,"2,170","46,336","21,389","2,138",5,7,7,1,4,8,18,39.2,143,410,67,56,262,345,301,113,91,180,139,63,67.7%,482,"$94,500",885,664,182,846,625,553,46,221,198,2.5,2.96,"2,020",87.5%,16.3%
50229,898,"56,667","19,877",883,0,6,1,1,0,7,3,39.4,60,179,35,31,88,158,165,50,45,52,26,9,76.8%,128,"$121,300",350,295,41,336,264,236,18,72,57,2.67,3.02,897,88.8%,8.4%
50230,"1,211","43,438","19,413","1,170",0,0,0,0,33,8,48,39.2,73,247,50,35,130,203,151,55,43,95,99,30,67.6%,307,"$70,400",507,356,119,475,345,311,22,130,116,2.55,3.06,"1,224",91.7%,16.9%
50231,138,"30,250","22,174",138,0,0,0,0,0,0,2,38.0,13,19,3,8,19,21,18,7,10,12,8,0,82.9%,48,"$48,200",72,57,8,65,42,35,6,23,22,2.12,2.71,127,89.9%,15.2%
50232,582,"37,656","15,858",578,0,0,1,0,0,3,4,36.6,40,125,16,21,77,90,72,38,30,42,25,6,67.9%,99,"$71,200",231,190,27,217,165,150,8,52,43,2.68,3.08,498,86.0%,5.8%
50233,"1,391","39,219","17,158","1,367",1,1,1,0,7,14,12,39.3,80,268,49,54,143,233,193,81,87,101,71,31,69.3%,312,"$58,300",605,452,111,563,385,308,50,178,149,2.47,2.97,"1,420",83.1%,12.4%
50234,458,"40,217","17,339",453,0,0,2,0,0,3,0,39.0,30,85,15,17,55,70,75,26,24,35,21,5,72.4%,124,"$58,000",206,165,30,195,126,107,11,69,56,2.35,2.89,452,87.4%,4.4%
50235,532,"35,455","17,003",518,2,0,0,0,4,8,14,39.1,35,112,19,20,58,83,59,23,24,54,36,9,65.4%,124,"$43,700",237,159,49,208,156,127,17,52,50,2.56,2.99,546,86.5%,16.5%
50236,"1,662","48,226","18,699","1,647",1,1,4,0,1,8,10,35.1,125,400,56,41,205,275,238,72,62,93,78,17,75.2%,460,"$100,200",635,517,89,606,466,418,36,140,126,2.74,3.21,"1,700",95.5%,31.5%
50237,"2,636","61,278","21,702","2,591",3,4,7,0,11,20,17,38.5,166,580,86,71,250,486,454,171,128,140,87,17,74.3%,525,"$139,100",946,838,83,921,784,720,40,137,109,2.86,3.12,"2,614",92.3%,24.9%
50238,"1,260","33,882","15,203","1,228",5,1,6,1,1,18,8,40.9,65,247,55,36,123,191,160,67,68,124,88,36,64.8%,222,"$41,500",601,423,101,524,357,313,28,167,145,2.4,2.9,"1,278",85.3%,7.7%
50239,256,"37,917","14,820",251,0,1,0,0,1,3,1,37.8,18,52,9,9,24,53,41,7,9,20,10,4,68.5%,59,"$55,000",105,81,15,96,72,61,7,24,18,2.67,3.01,289,81.9%,14.5%
50240,"2,142","51,375","22,660","2,119",2,3,1,1,4,12,17,38.5,136,431,75,69,238,387,349,122,105,127,84,19,74.5%,389,"$102,800",849,714,104,818,624,555,44,194,159,2.62,3.03,"2,083",93.0%,15.6%
50241,7,"13,750","13,200",7,0,0,0,0,0,0,0,47.5,1,1,0,0,0,1,1,0,0,2,0,1,0.0%,3,"$37,500",3,3,0,3,2,2,0,1,1,2.33,3,3,100.0%,0.0%
50242,451,"26,286","14,006",447,0,2,0,0,1,1,1,39.1,41,81,12,13,52,70,66,26,22,37,24,7,59.7%,64,"$48,600",195,137,44,181,128,115,9,53,45,2.49,3.02,457,85.1%,11.5%
50243,247,"45,000","18,684",246,0,0,0,0,1,0,1,37.7,17,43,7,7,38,35,42,7,12,29,8,2,69.7%,74,"$70,000",102,95,5,100,75,63,5,25,22,2.47,2.84,253,85.4%,9.9%
50244,"1,724","45,721","20,915","1,711",5,1,2,0,2,3,4,37.9,126,339,56,56,203,284,268,89,61,107,105,30,72.6%,430,"$98,200",708,548,132,680,490,444,35,190,175,2.54,3.08,"1,754",93.2%,27.6%
50246,828,"44,643","19,153",821,0,0,0,0,3,4,5,39.9,51,169,28,20,82,163,94,33,29,90,50,19,68.4%,213,"$68,500",336,246,73,319,232,204,19,87,71,2.6,3.06,795,88.1%,16.4%
50247,"2,241","43,250","20,151","2,200",0,2,3,0,24,12,39,39.0,130,459,63,74,264,349,299,97,106,180,157,63,67.7%,486,"$78,100",946,654,231,885,626,553,40,259,232,2.49,3.01,"2,237",92.3%,18.0%
50248,"4,273","43,148","21,018","4,207",23,6,16,3,8,10,23,40.7,249,812,136,154,430,672,585,171,156,299,337,272,64.1%,956,"$94,300","1,755","1,197",490,"1,687","1,110",970,101,577,521,2.4,3.03,"3,966",91.2%,28.1%
50249,"1,361","32,917","16,290","1,350",1,0,0,0,0,10,7,40.4,74,273,41,42,131,225,162,65,76,114,103,55,68.4%,275,"$63,000",564,386,142,528,353,308,25,175,151,2.45,3.07,"1,299",88.7%,12.4%
50250,"2,364","34,427","16,586","2,333",1,1,3,0,9,17,20,40.7,162,404,72,93,255,347,348,106,95,214,177,91,65.3%,498,"$80,900","1,022",699,257,956,666,538,88,290,256,2.41,2.89,"2,279",85.2%,12.7%
50251,"1,403","48,523","19,948","1,400",0,0,3,0,0,0,0,38.6,94,305,47,40,139,237,143,74,79,137,84,24,72.1%,353,"$85,000",549,437,88,525,426,398,17,99,92,2.67,3.03,"1,402",79.6%,13.0%
50252,345,"41,250","14,619",336,4,3,0,0,2,0,6,34.6,25,85,11,6,48,69,43,18,9,23,6,2,66.4%,55,"$80,500",123,110,10,120,97,87,3,23,19,2.88,3.25,365,93.1%,11.6%
50254,393,"31,389","14,120",389,0,2,1,0,0,1,4,38.6,15,83,5,18,53,60,58,18,23,37,20,3,72.6%,38,"$25,700",195,134,25,159,113,94,3,46,36,2.47,2.83,415,90.0%,10.7%
50256,513,"37,125","17,394",511,1,0,0,0,0,1,6,40.2,33,88,20,19,68,75,81,32,26,35,28,8,70.7%,107,"$49,200",223,172,35,207,151,133,12,56,43,2.48,2.88,427,78.5%,8.7%
50257,872,"47,237","19,307",855,0,9,3,0,1,4,8,37.2,64,187,31,25,99,143,130,42,36,67,38,10,72.9%,143,"$68,000",352,260,65,325,252,222,17,73,62,2.68,3.06,851,89.7%,12.6%
50258,899,"34,167","16,090",890,1,3,1,0,4,0,7,40.5,53,173,30,29,108,117,119,52,49,103,50,16,66.4%,222,"$49,500",416,296,75,371,260,235,15,111,98,2.42,2.93,901,84.7%,15.9%
50261,"1,694","52,500","21,287","1,660",2,10,9,2,3,8,15,37.0,111,382,55,51,195,336,254,88,59,98,56,9,77.2%,329,"$98,100",659,503,123,626,482,413,51,144,111,2.71,3.09,"1,685",93.6%,23.2%
50262,478,"35,833","15,077",463,0,0,0,0,8,7,14,41.5,29,80,22,19,54,72,78,33,19,45,21,6,74.4%,85,"$42,800",220,158,34,192,140,124,9,52,46,2.49,2.91,502,82.1%,8.8%
50263,"6,357","60,050","27,937","6,238",26,0,45,2,16,30,39,34.5,571,1299,182,177,1008,1152,926,313,236,277,181,35,80.4%,1517,"$139,600","2,538","2,026",347,"2,373","1,827","1,613",163,546,455,2.68,3.09,"6,404",95.4%,34.5%
50264,477,"28,558","15,867",472,1,0,0,0,2,2,5,40.1,30,89,10,20,50,64,52,39,32,57,24,10,70.9%,53,"$27,200",224,163,27,190,139,116,13,51,47,2.51,2.98,427,79.8%,3.8%
50265,"30,269","54,629","30,704","28,184",464,43,805,8,355,410,937,34.2,2162,5159,844,1858,5500,4892,4118,1441,958,1743,1195,399,77.3%,7557,"$133,500","13,264","8,412","4,298","12,710","7,946","6,618",981,"4,764","3,614",2.36,2.96,"29,929",95.9%,45.8%
50266,"16,738","54,410","33,082","15,397",409,18,478,8,233,195,475,31.3,1469,2849,497,1304,3444,2797,2027,644,447,731,461,68,77.9%,3640,"$164,900","7,754","4,086","3,235","7,321","4,153","3,458",549,"3,168","2,457",2.29,3.02,"16,600",97.0%,53.3%
50268,"1,050","28,000","15,466","1,039",0,2,0,0,1,8,3,42.3,55,193,39,40,98,145,142,54,46,122,89,27,56.8%,266,"$30,800",507,390,70,460,294,239,37,166,147,2.28,2.88,"1,055",77.6%,8.4%
50269,167,"42,656","13,996",163,0,0,2,0,0,2,0,37.2,13,44,9,2,13,31,21,5,9,11,5,4,79.2%,44,"$34,400",65,49,9,58,45,38,3,13,11,2.88,3.33,156,85.2%,8.0%
50271,765,"40,208","17,841",753,0,0,2,0,9,1,14,39.1,48,150,21,36,78,112,101,38,36,79,52,14,69.6%,154,"$57,200",338,220,90,310,225,193,23,85,79,2.47,2.92,745,87.5%,11.2%
50272,229,"20,357","10,436",229,0,0,0,0,0,0,0,37.8,15,42,6,11,27,38,25,16,10,14,20,5,46.6%,45,"$20,500",108,77,17,94,65,50,6,29,26,2.44,2.91,241,75.2%,5.4%
50273,"7,380","37,076","17,751","7,286",5,15,13,2,12,47,54,38.5,503,1453,262,271,833,1073,1024,333,338,515,471,304,66.4%,1478,"$86,900","3,012","2,078",754,"2,832","2,013","1,704",239,819,722,2.51,3.02,"7,040",85.5%,14.1%
50274,463,"25,417","15,628",462,0,0,0,0,0,1,0,39.4,34,89,12,15,51,84,52,33,25,38,24,6,71.0%,81,"$41,300",214,148,42,190,134,114,10,56,47,2.44,2.86,479,87.0%,11.4%
50275,577,"36,667","16,204",568,0,1,1,0,0,7,0,37.1,40,118,21,22,65,112,80,14,33,48,18,6,72.8%,69,"$37,700",239,179,37,216,164,142,7,52,40,2.67,3.06,663,88.2%,5.4%
50276,"2,651","43,516","19,459","2,576",32,6,14,0,13,10,24,38.2,122,587,99,103,279,486,430,136,111,145,110,43,64.0%,496,"$84,700",982,726,193,919,633,523,78,286,247,2.44,2.98,"2,492",83.7%,14.7%
50277,507,"29,318","15,112",504,0,0,0,0,0,3,0,39.5,37,96,20,17,48,71,69,27,29,46,33,14,60.2%,130,"$55,000",230,154,60,214,146,124,14,68,61,2.37,2.92,523,87.7%,10.3%
50278,962,"38,382","15,627",943,1,5,5,0,1,7,4,38.7,68,190,36,35,113,149,121,46,36,78,54,36,72.9%,214,"$67,000",381,280,71,351,257,230,17,94,83,2.64,3.14,886,90.5%,12.3%
50309,"5,011","17,188","16,157","3,607",772,30,169,9,282,142,450,40.0,273,484,238,297,824,797,634,252,205,358,403,246,47.0%,149,"$38,300","2,612",375,"1,897","2,272",578,316,213,"1,694","1,580",1.57,2.91,"4,014",70.2%,16.0%
50310,"31,332","46,095","23,329","27,305","1,836",92,813,12,538,736,918,35.5,2218,4982,934,1680,5578,5173,3968,1314,1031,2025,1700,729,73.0%,8846,"$94,800","13,864","9,340","4,095","13,435","8,203","6,477","1,294","5,232","4,197",2.3,2.91,"30,544",90.6%,33.4%
50311,"18,590","39,260","19,303","15,045","1,728",66,610,9,641,491,"1,136",29.0,1286,2563,2054,2023,3161,2645,2160,626,447,751,655,219,74.2%,3793,"$95,000","7,870","4,208","3,241","7,449","3,824","2,761",798,"3,625","2,784",2.23,3.01,"17,011",88.5%,36.5%
50312,"16,309","45,587","32,287","14,600",963,32,235,4,158,317,416,39.6,917,2483,439,832,2355,2599,2462,804,535,1031,1100,752,68.7%,3882,"$118,400","8,053","4,632","3,016","7,648","3,828","3,121",521,"3,820","3,234",2.08,2.92,"15,882",91.8%,50.2%
50313,"16,675","36,447","17,372","14,536",740,66,486,4,514,329,"1,000",35.9,1214,3039,554,776,2503,2770,2199,797,652,1193,761,217,68.8%,4628,"$69,900","7,134","5,162","1,611","6,773","4,399","3,124",916,"2,374","1,909",2.45,3,"16,361",83.1%,11.3%
50314,"12,411","24,208","11,209","4,760","4,531",75,"1,371",14,"1,234",426,"1,882",29.5,1170,2766,548,692,2157,1780,1291,448,386,652,387,134,64.9%,1509,"$50,800","5,021","1,632","2,835","4,467","2,574","1,293","1,024","1,893","1,523",2.64,3.5,"12,052",66.7%,14.6%
50315,"35,854","39,457","17,857","32,068","1,082",149,832,14,"1,011",698,"2,281",34.1,2639,6445,1347,2074,5878,5649,4556,1626,1300,2340,1547,453,70.4%,9327,"$77,400","15,088","9,835","4,631","14,466","9,350","6,789","1,907","5,116","4,097",2.44,2.99,"35,273",82.6%,12.4%
50316,"16,381","32,129","14,360","11,059","2,581",86,"1,053",10,"1,114",478,"1,938",32.4,1359,3349,759,896,2465,2494,1960,626,494,874,730,375,67.2%,3710,"$61,500","6,359","3,935","2,010","5,945","3,802","2,358","1,072","2,143","1,750",2.66,3.3,"16,032",72.8%,10.8%
50317,"40,843","40,316","18,321","37,777",812,107,816,19,745,567,"1,605",36.2,2950,7428,1517,1932,5869,6371,5670,2158,1779,2807,1761,601,69.5%,11567,"$75,900","16,444","12,436","3,359","15,795","11,101","8,434","1,926","4,694","3,780",2.56,3.02,"40,369",80.8%,10.3%
50320,"15,271","42,079","19,010","12,785",839,28,601,6,725,287,"1,549",31.0,1570,2897,602,937,2760,2409,1758,673,545,723,333,64,75.4%,2802,"$99,700","6,082","4,029","1,762","5,791","4,123","3,056",785,"1,668","1,272",2.64,3.08,"15,343",83.7%,17.1%
50321,"7,607","55,275","29,373","6,927",280,27,115,11,149,98,278,33.9,452,1253,651,538,1018,1038,1107,406,330,467,297,50,78.9%,1557,"$149,800","3,322","1,991","1,035","3,026","1,924","1,560",261,"1,102",810,2.39,2.93,"7,122",91.0%,37.4%
50322,"32,943","57,297","27,769","31,266",544,31,573,30,180,319,581,37.2,2158,6202,985,1332,4609,5774,4998,1710,1281,2158,1316,420,76.0%,9505,"$126,900","13,725","10,234","3,106","13,340","9,085","7,803",978,"4,255","3,461",2.45,2.99,"32,488",96.1%,42.1%
50323,957,"132,982","54,872",901,11,0,33,0,0,12,15,33.3,118,191,25,16,167,200,145,36,28,27,4,0,82.7%,284,"$256,100",376,312,4,316,280,271,7,36,27,3.03,3.24,942,97.5%,54.7%
50325,"13,015","74,742","39,903","12,140",157,10,360,1,161,186,331,35.0,1172,2700,334,422,1883,2395,2252,677,449,529,174,28,77.3%,3406,"$181,300","4,956","3,689","1,096","4,785","3,677","3,325",259,"1,108",853,2.72,3.12,"13,003",97.8%,56.8%
50401,"31,291","35,132","19,217","29,907",346,56,233,4,321,424,"1,041",38.4,1907,5497,1676,1443,3656,4661,4219,1394,1323,2643,2018,854,67.2%,8171,"$73,200","13,903","9,023","4,158","13,181","8,144","6,424","1,303","5,037","4,286",2.29,2.91,"30,154",86.8%,19.9%
50420,423,"33,281","15,735",408,3,0,0,0,11,1,14,41.4,15,96,9,14,34,69,65,29,10,41,28,13,59.3%,95,"$43,500",197,135,38,173,119,109,6,54,48,2.45,2.96,403,88.3%,14.5%
50421,"3,303","35,282","17,682","3,145",8,3,9,0,114,24,160,42.5,193,596,112,111,302,469,491,160,136,281,299,153,65.5%,933,"$62,500","1,493","1,051",339,"1,390",898,791,78,492,449,2.32,2.93,"3,189",83.6%,13.2%
50423,"3,187","34,877","16,155","3,050",0,3,9,0,116,9,138,41.8,190,597,98,111,301,462,438,178,140,303,266,103,62.5%,854,"$60,000","1,388","1,008",279,"1,287",866,740,83,421,380,2.39,2.97,"3,119",81.2%,10.9%
50424,"1,706","34,226","16,990","1,682",1,0,5,0,15,3,30,45.8,107,291,48,43,136,209,241,69,93,219,158,92,59.1%,433,"$40,500",777,579,133,712,494,445,33,218,205,2.32,2.82,"1,591",83.1%,14.1%
50426,123,"31,667","14,701",123,0,0,0,0,0,0,0,34.5,10,31,2,7,12,23,13,4,5,8,6,2,52.1%,43,"$32,000",53,42,7,49,30,24,4,19,16,2.51,3.23,129,73.6%,8.0%
50428,"9,990","37,400","20,554","9,707",24,16,84,5,74,80,186,41.2,579,1716,336,380,993,1622,1516,542,500,935,625,246,69.3%,2562,"$92,200","5,363","3,189",986,"4,175","2,785","2,319",351,"1,390","1,214",2.32,2.86,"9,958",88.2%,24.4%
50430,639,"31,429","13,834",621,0,1,4,0,11,2,23,39.7,31,153,15,11,54,113,59,32,49,66,40,16,61.4%,152,"$37,600",274,199,52,251,174,155,12,77,71,2.55,3.13,634,86.8%,12.3%
50431,258,"34,375","12,787",248,0,0,0,0,10,0,11,35.5,21,54,11,9,33,38,29,11,10,25,12,5,67.9%,59,"$31,500",114,73,29,102,63,52,9,39,29,2.53,3.22,266,83.7%,15.1%
50432,202,"28,523","13,117",201,0,0,1,0,0,0,0,38.0,14,34,16,8,22,31,26,10,17,11,10,3,70.1%,49,"$34,100",97,67,19,86,48,36,7,38,28,2.35,3.04,178,84.5%,10.0%
50433,326,"38,750","18,742",319,0,2,4,0,0,1,4,38.3,11,84,10,7,31,57,50,17,9,31,18,1,79.3%,55,"$30,800",152,104,23,127,89,82,3,38,37,2.55,3.16,327,89.7%,11.2%
50434,421,"34,938","15,432",406,2,1,0,0,11,1,9,41.3,24,79,14,11,35,74,66,29,25,24,30,10,64.1%,114,"$51,900",185,147,21,168,124,107,13,44,38,2.51,2.94,401,80.1%,8.6%
50435,820,"37,337","16,432",811,0,0,4,0,4,1,4,39.1,50,179,35,27,72,147,118,45,50,56,30,11,65.0%,164,"$50,400",317,252,49,301,235,209,9,66,57,2.72,3.11,755,85.4%,15.0%
50436,"6,226","42,415","19,708","6,013",26,12,64,1,74,36,162,36.7,350,1246,512,259,589,973,914,307,212,409,316,139,69.8%,1402,"$72,600","2,514","1,790",577,"2,367","1,632","1,377",181,735,641,2.47,3.01,"5,810",88.0%,22.2%
50438,"4,063","42,243","18,986","4,017",5,1,13,2,8,17,28,39.4,232,850,154,120,391,664,592,173,190,303,272,122,70.9%,988,"$72,900","1,689","1,256",350,"1,606","1,162","1,007",101,444,404,2.5,2.98,"3,988",90.4%,19.8%
50439,349,"32,083","14,793",336,0,0,0,0,11,2,17,40.2,13,78,12,9,29,76,53,19,17,27,13,3,65.0%,79,"$29,800",162,123,20,143,96,83,8,47,42,2.44,3.04,360,84.7%,9.7%
50440,531,"31,500","13,633",528,0,0,1,0,0,2,1,37.3,35,123,16,14,55,104,54,23,22,42,31,12,69.7%,107,"$44,000",229,159,51,210,151,119,16,59,53,2.53,2.98,607,89.8%,10.4%
