Area,Total Pop,Median HH Inc,Per Capita Inc,White,Afr Amer,Native Amer,Asian Amer,Pac Islander,Other,Bi- Multi-Racial,Hispanic or Latino,Med Age,<5 years,5-17 yrs,18-20 yrs,21-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-59 yrs,60-64 yrs,65-74 yrs,78-84 yrs,85+ yrs,% P16+ in labor force,Total # Homes Owned,Med. Home Value,Tot Housing units,Owner occupied housing units,Renter occupied housing units,households,Family households,Married-couple family households,Single mother households,Nonfamily households,Single Occupancy,Avg HH Size,Avg Family Size,Pop Below Poverty Level,% P25+ HS Grad,% P25-54 BA+
50613,"38,681","41,047","19,460","36,887",573,57,594,8,155,407,402,27.2,1726,5381,5533,5741,3677,4330,4852,1573,1305,2099,1712,752,69.2%,7327,"$104,100","14,276","9,101","4,690","13,791","8,347","6,991","1,014","5,444","3,416",2.46,2.91,"34,431",92.8%,38.2%
50616,"10,558","33,449","17,355","10,290",34,12,61,16,66,79,173,41.4,646,1898,328,382,1143,1379,1389,593,549,957,883,411,60.4%,2588,"$67,100","4,685","3,130","1,244","4,374","2,930","2,402",381,"1,444","1,309",2.33,2.86,"10,298",85.0%,15.5%
50619,"2,462","34,219","15,858","2,442",0,1,6,0,2,11,11,39.7,163,463,88,77,280,371,352,129,103,182,160,94,65.7%,592,"$59,500","1,008",751,202,953,708,609,63,245,214,2.52,2.95,"2,430",81.8%,9.8%
50621,"1,529","43,125","19,698","1,507",0,0,6,0,2,14,7,42.6,104,280,40,43,142,222,227,96,70,140,100,65,68.0%,403,"$83,300",683,480,143,623,443,395,30,180,165,2.4,2.9,"1,532",91.6%,23.5%
50622,"2,973","48,309","22,345","2,935",3,1,4,0,7,23,20,39.9,184,614,97,85,305,456,498,192,147,197,138,60,70.3%,750,"$111,500","1,165",936,182,"1,118",895,800,79,223,197,2.63,2.98,"2,912",93.2%,24.7%
50623,113,"43,333","18,037",112,0,0,0,0,0,1,0,40.5,5,18,8,7,15,10,19,2,6,14,8,1,63.3%,34,"$102,500",45,41,4,45,38,31,4,7,7,2.51,2.76,126,93.7%,5.1%
50624,"1,393","46,750","21,242","1,368",2,0,3,0,8,12,13,38.5,74,303,50,52,161,204,213,71,71,107,72,15,67.9%,344,"$93,500",558,428,110,538,400,360,28,138,121,2.59,3.06,"1,389",86.9%,19.0%
50625,"1,113","31,053","14,351","1,104",2,0,1,2,1,3,11,42.8,45,218,34,48,107,134,164,42,36,119,119,47,60.6%,254,"$37,300",483,347,98,445,303,262,24,142,122,2.42,2.96,"1,136",83.4%,7.4%
50626,"1,757","41,635","15,260","1,723",0,3,9,10,7,5,15,34.2,112,421,92,62,210,300,233,106,74,88,43,16,72.1%,326,"$85,600",639,486,121,607,479,417,39,128,102,2.89,3.25,"1,747",89.2%,12.6%
50627,"3,979","34,548","16,192","3,823",43,13,25,7,49,19,96,40.2,221,934,126,123,317,590,527,203,188,281,324,145,60.1%,899,"$51,400","1,720","1,131",426,"1,557","1,012",841,120,545,480,2.32,2.88,"3,611",87.2%,15.6%
50628,"1,420","32,635","16,169","1,414",1,1,0,0,1,3,1,42.0,73,267,48,52,124,202,180,95,82,135,108,54,56.8%,256,"$38,300",604,444,112,556,389,345,29,167,150,2.45,2.99,"1,310",73.5%,5.6%
50629,"2,342","38,629","18,244","2,308",10,3,3,1,2,15,21,35.7,171,546,88,97,248,374,312,120,80,181,103,22,69.8%,448,"$75,200",896,696,162,858,638,557,52,220,197,2.73,3.25,"2,253",85.2%,12.7%
50630,"1,937","35,521","16,410","1,884",3,1,8,0,27,14,34,39.1,142,390,60,63,206,287,246,108,94,150,140,51,63.8%,451,"$68,600",808,615,137,752,545,462,52,207,183,2.54,2.99,"1,889",81.8%,9.8%
50631,144,"36,000","17,515",144,0,0,0,0,0,0,2,44.0,8,18,6,5,16,20,23,11,2,10,21,4,45.7%,46,"$54,600",75,51,17,68,42,39,2,26,25,2.12,2.79,152,70.4%,3.5%
50632,"1,213","41,250","17,266","1,193",0,3,0,0,8,9,21,39.1,69,247,45,40,138,175,198,73,49,104,58,17,71.2%,302,"$60,300",535,389,89,478,347,308,27,131,104,2.54,2.96,"1,259",88.3%,13.9%
50633,393,"40,156","17,182",389,0,0,1,0,0,3,1,38.8,20,94,17,7,36,62,55,24,18,30,23,7,61.7%,109,"$45,200",167,123,33,156,102,92,4,54,47,2.52,3.2,402,75.0%,8.8%
50634,767,"41,490","18,367",763,1,0,0,0,0,3,6,37.9,45,163,33,31,86,132,84,33,33,72,47,8,67.4%,230,"$82,300",305,245,52,297,212,182,23,85,77,2.58,3.14,745,80.4%,10.1%
50635,"1,721","40,250","19,094","1,704",1,6,0,0,1,9,15,42.4,88,332,45,50,168,247,221,83,86,174,148,79,64.0%,432,"$61,900",749,546,146,692,484,422,39,208,178,2.4,2.87,"1,628",88.3%,17.7%
50636,"2,005","37,917","18,582","1,991",4,2,5,0,0,3,14,45.3,83,355,49,48,178,279,277,124,105,236,208,63,59.8%,536,"$59,500",964,718,152,870,598,524,50,272,248,2.28,2.8,"1,958",85.8%,14.5%
50638,"3,253","38,750","18,710","3,220",3,0,12,0,3,15,21,42.9,163,594,93,103,300,470,431,145,170,352,309,123,60.4%,895,"$74,900","1,446","1,083",275,"1,358",936,821,85,422,386,2.33,2.86,"3,157",83.5%,17.2%
50641,"2,036","32,697","11,654","1,992",2,9,11,0,10,12,31,27.0,227,493,106,125,273,232,238,81,72,102,77,10,63.1%,269,"$55,500",724,526,146,672,485,399,55,187,152,3.03,3.66,"2,226",70.3%,6.9%
50642,543,"39,097","23,575",540,0,0,3,0,0,0,0,39.6,32,108,15,14,73,77,69,27,19,46,46,17,72.4%,129,"$53,600",228,169,44,213,163,152,8,50,47,2.55,2.99,537,84.7%,9.5%
50643,"2,745","53,542","22,676","2,703",2,0,20,0,12,8,16,38.6,155,639,99,85,229,495,408,163,144,191,111,26,73.6%,700,"$99,000","1,046",856,157,"1,013",796,723,55,217,188,2.71,3.11,"2,686",93.1%,23.8%
50644,"8,796","37,978","20,779","8,635",23,9,57,0,15,57,57,38.6,524,1800,295,353,975,1344,1218,422,407,659,554,245,64.9%,2074,"$77,100","3,796","2,599",800,"3,399","2,346","1,971",262,"1,053",915,2.47,3,"8,349",86.5%,16.8%
50645,"1,168","35,458","15,424","1,158",0,0,2,0,3,5,10,38.5,80,241,32,47,117,210,169,61,57,90,55,9,72.0%,246,"$60,300",493,369,75,444,328,294,21,116,98,2.63,3.11,"1,246",86.3%,10.2%
50647,"1,851","47,452","23,866","1,830",2,1,8,0,0,10,6,41.1,98,331,66,53,186,304,319,128,117,146,77,26,71.9%,466,"$91,600",763,637,97,734,576,514,44,158,136,2.52,2.85,"1,763",87.6%,15.0%
50648,"3,649","42,254","19,330","3,618",4,13,3,1,1,9,19,37.1,207,824,174,155,357,567,515,172,174,247,208,49,66.9%,884,"$83,800","1,483","1,114",239,"1,353","1,028",872,97,325,289,2.7,3.14,"3,762",87.5%,6.6%
50649,25,"21,250","13,736",25,0,0,0,0,0,0,0,55.5,2,1,0,2,3,1,3,2,3,5,1,2,56.5%,8,"$55,000",13,10,3,13,9,8,1,4,4,1.92,2.33,25,61.9%,0.0%
50650,813,"30,536","17,328",806,1,0,3,0,0,3,2,37.7,63,162,29,30,95,117,117,33,41,56,51,19,64.6%,169,"$41,800",353,247,82,329,230,197,27,99,91,2.47,3.02,784,83.0%,5.9%
50651,"3,777","40,625","18,868","3,749",4,7,3,1,1,12,15,38.9,256,732,153,132,419,539,550,190,151,313,248,94,65.9%,823,"$76,500","1,541","1,168",292,"1,460","1,079",919,121,381,335,2.55,3.01,"3,626",90.6%,14.4%
50652,159,"29,583","11,907",156,0,0,0,0,3,0,3,38.3,9,35,7,3,21,23,16,8,6,19,9,3,66.7%,47,"$30,600",78,52,12,64,44,38,5,20,18,2.48,3,164,78.7%,8.5%
50653,659,"38,500","19,638",656,0,0,1,0,0,2,1,43.6,34,114,29,26,72,63,113,38,33,72,44,21,67.7%,142,"$47,700",306,218,61,279,196,166,14,83,75,2.36,2.81,667,86.4%,6.8%
50654,540,"33,125","15,347",537,1,1,0,0,0,1,7,36.6,37,121,24,19,52,102,67,23,29,38,24,4,70.3%,69,"$65,800",212,161,37,198,153,130,15,45,40,2.73,3.13,602,88.2%,10.2%
50655,815,"34,000","15,409",813,0,1,0,0,0,1,2,38.9,57,160,26,25,94,135,110,36,33,60,58,21,66.1%,199,"$53,600",357,267,67,334,230,198,22,104,96,2.44,3.01,806,91.7%,17.6%
50658,"2,548","32,167","15,879","2,529",2,1,4,0,1,11,5,40.2,137,520,88,100,241,370,323,144,151,248,190,36,62.1%,615,"$58,500","1,119",845,199,"1,044",741,633,72,303,256,2.44,2.9,"2,471",85.8%,13.4%
50659,"5,787","40,417","19,382","5,713",2,2,22,1,4,43,22,40.2,314,1137,200,194,594,903,776,282,278,492,391,226,65.0%,1444,"$78,700","2,488","1,797",509,"2,306","1,573","1,361",147,733,655,2.42,2.99,"5,594",81.4%,14.2%
50660,"1,262","39,323","17,968","1,249",0,2,1,0,1,9,12,38.3,83,236,38,51,150,182,227,84,62,68,61,20,69.2%,277,"$60,300",517,407,92,499,379,325,29,120,100,2.53,2.9,"1,257",83.1%,14.8%
50662,"7,564","29,452","17,916","7,371",29,13,27,4,44,76,164,41.0,462,1387,251,293,808,1033,984,371,329,768,601,277,59.5%,1943,"$55,400","3,390","2,340",801,"3,141","2,087","1,647",317,"1,054",925,2.34,2.88,"7,379",83.0%,12.7%
50665,"2,950","35,682","17,722","2,926",2,1,2,0,5,14,16,40.6,170,577,106,89,310,457,428,141,139,264,213,56,63.7%,783,"$77,400","1,256",972,229,"1,201",874,750,89,327,308,2.46,2.94,"2,944",82.0%,13.5%
50666,960,"39,583","17,594",957,0,1,0,0,0,2,4,38.5,53,191,33,44,111,146,140,56,45,67,56,18,72.5%,231,"$72,000",421,318,75,393,278,254,20,115,100,2.44,2.94,926,87.3%,7.9%
50667,216,"55,682","21,365",214,0,0,0,0,0,2,0,40.0,13,46,4,8,27,26,40,13,10,18,11,0,68.3%,68,"$91,700",83,72,9,81,65,54,7,16,13,2.67,2.97,212,80.0%,12.4%
50668,"1,240","42,344","17,787","1,223",4,1,7,0,0,5,2,39.4,67,263,34,48,121,178,176,85,68,91,79,30,69.3%,314,"$78,500",499,412,81,493,361,321,27,132,121,2.52,2.99,"1,227",83.5%,13.7%
50669,"2,625","37,335","18,780","2,611",6,0,5,0,1,2,8,41.0,128,524,82,78,239,431,312,148,151,228,202,102,63.7%,696,"$69,400","1,106",856,193,"1,049",750,658,63,299,270,2.46,2.95,"2,568",87.1%,17.1%
50670,"1,972","41,011","19,055","1,945",4,1,6,0,1,15,5,41.4,98,350,70,92,193,294,344,121,80,150,117,63,66.6%,472,"$78,200",830,634,159,793,581,508,48,212,190,2.43,2.86,"1,881",86.6%,14.6%
50671,314,"31,875","14,575",309,0,0,0,0,0,5,0,37.3,24,76,9,10,30,51,44,10,19,20,15,6,71.6%,55,"$29,400",124,91,20,111,87,79,3,24,21,2.83,3.23,283,86.0%,3.5%
50672,607,"32,614","14,591",586,3,0,2,0,14,2,21,41.4,31,120,21,21,57,85,89,33,33,56,49,12,62.4%,113,"$44,400",273,195,62,257,173,155,10,84,76,2.36,2.95,595,84.0%,17.3%
50673,217,"40,781","12,504",215,0,0,0,0,0,2,0,33.8,11,57,13,6,26,32,27,5,7,23,7,3,64.6%,51,"$54,100",77,64,11,75,61,51,7,14,11,2.89,3.23,216,81.5%,7.6%
50674,"3,824","36,005","17,122","3,788",4,0,16,1,8,7,22,40.4,219,771,121,125,397,533,526,219,169,317,281,146,64.8%,881,"$68,700","1,617","1,226",284,"1,510","1,077",949,76,433,394,2.48,3,"3,616",87.2%,13.8%
50675,"2,448","36,848","17,469","2,426",5,1,3,0,5,8,12,43.4,158,404,66,82,252,332,333,123,115,254,215,114,62.7%,626,"$72,900","1,070",802,209,"1,011",700,616,50,311,272,2.34,2.84,"2,357",90.5%,14.9%
50676,"2,123","38,508","17,595","2,093",4,2,2,1,1,20,11,37.4,140,465,63,63,251,317,251,121,110,127,156,59,65.7%,501,"$68,500",882,669,159,828,591,495,56,237,217,2.53,3.05,"2,081",81.4%,12.8%
50677,"11,297","41,344","19,081","11,016",97,10,86,2,11,75,62,36.0,583,1914,1151,863,1017,1504,1426,595,503,795,673,273,70.8%,2290,"$97,300","4,323","3,017","1,096","4,113","2,843","2,485",260,"1,270","1,056",2.43,2.92,"10,094",89.1%,28.1%
50680,"1,154","34,500","17,333","1,144",0,0,4,0,1,5,3,43.4,58,226,29,25,94,175,155,74,73,101,97,47,63.0%,331,"$40,300",537,410,87,497,333,305,20,164,152,2.32,2.91,"1,150",84.0%,11.0%
50681,474,"32,875","15,039",474,0,0,0,0,0,0,10,36.2,42,102,13,18,53,71,70,27,13,31,26,8,65.7%,93,"$41,900",185,141,36,177,128,112,8,49,40,2.68,3.16,440,86.6%,5.8%
50682,"1,548","41,107","20,236","1,528",3,3,7,0,2,5,3,35.7,101,353,64,58,178,254,184,76,66,107,83,24,68.1%,295,"$69,600",626,470,122,592,418,365,38,174,156,2.61,3.17,"1,459",90.6%,15.3%
50701,"29,890","41,176","22,973","27,654","1,189",42,299,5,308,393,576,36.9,1997,4910,1366,1891,4036,4103,4620,1540,1269,2136,1540,482,68.7%,7582,"$84,500","12,923","8,777","3,739","12,516","7,990","6,532","1,114","4,526","3,609",2.36,2.92,"29,395",88.9%,26.2%
50702,"19,299","33,745","17,383","17,619",866,27,185,9,152,441,342,37.8,1311,2995,794,1155,2712,2547,2331,770,713,1605,1558,808,61.5%,4837,"$65,300","8,354","5,226","2,878","8,104","4,954","3,833",857,"3,150","2,614",2.28,2.89,"19,146",84.9%,20.3%
50703,"20,978","28,096","14,463","13,029","6,888",63,63,18,451,466,775,34.2,1509,4495,931,1152,2590,3119,2751,899,832,1468,930,302,60.5%,4788,"$43,300","8,641","5,386","2,615","8,001","5,271","3,198","1,672","2,730","2,256",2.56,3.12,"20,383",76.1%,8.1%
50706,"1,035","43,194","18,956","1,026",1,0,2,0,0,6,5,37.0,78,190,42,40,132,172,159,65,51,77,23,6,67.6%,316,"$64,200",400,350,46,396,310,261,37,86,71,2.61,2.93,"1,026",84.0%,6.2%
50707,"8,155","32,705","15,105","7,128",653,28,75,5,105,161,213,35.7,592,1590,331,430,1062,1206,1230,364,324,592,363,71,63.5%,2118,"$61,300","3,332","2,368",823,"3,191","2,258","1,654",450,933,745,2.55,2.98,"8,209",77.4%,6.9%
50801,"9,115","31,659","17,119","8,953",28,25,27,0,29,53,98,39.6,558,1570,498,380,951,1332,1250,463,394,732,698,289,66.0%,2225,"$58,800","4,218","2,722","1,204","3,926","2,433","1,974",355,"1,493","1,300",2.26,2.88,"8,992",87.6%,15.3%
50830,"1,824","35,313","15,624","1,809",0,1,0,0,8,6,18,41.8,104,331,57,67,184,272,280,103,84,168,117,57,67.3%,370,"$47,700",769,564,159,723,523,456,45,200,177,2.44,2.88,"1,788",87.5%,16.0%
50833,"2,653","32,161","15,577","2,611",1,5,3,3,16,14,34,41.1,149,511,102,79,246,397,304,144,116,273,220,112,62.8%,579,"$39,300","1,217",831,245,"1,076",732,637,72,344,295,2.42,2.98,"2,598",86.7%,14.0%
50835,124,"29,250","13,533",123,0,0,1,0,0,0,1,47.0,8,18,4,2,11,17,25,11,5,9,13,1,53.1%,14,"$18,300",51,38,13,51,43,39,2,8,8,2.43,2.6,133,94.9%,5.1%
50836,547,"27,500","15,190",540,1,0,0,0,0,6,1,43.3,33,81,22,20,64,71,78,26,33,59,47,13,56.8%,100,"$18,800",290,183,57,240,159,142,12,81,61,2.28,2.77,508,80.6%,5.1%
50837,409,"30,227","14,523",409,0,0,0,0,0,0,1,46.1,16,69,11,10,35,58,69,14,30,45,45,7,70.6%,82,"$20,500",219,142,45,187,125,109,7,62,57,2.19,2.7,445,88.4%,16.2%
50840,677,"27,639","15,775",664,0,0,0,0,2,11,11,45.4,34,112,35,26,49,80,90,40,25,82,72,32,56.9%,119,"$24,900",310,215,65,280,185,159,16,95,86,2.29,2.86,647,90.3%,15.2%
50841,"3,100","29,947","16,130","3,073",3,7,6,0,2,9,23,42.4,163,561,95,111,283,458,383,150,165,332,291,108,65.1%,646,"$51,800","1,472",958,348,"1,306",822,708,75,484,432,2.28,2.92,"2,947",82.8%,12.7%
50843,691,"29,500","15,423",686,0,1,1,0,0,3,4,39.9,31,146,25,20,70,101,106,32,28,71,52,9,64.0%,118,"$28,600",312,214,71,285,195,180,11,90,82,2.42,3.01,660,87.5%,9.9%
50845,837,"28,472","16,554",833,0,1,0,0,0,3,0,42.2,49,147,35,29,73,127,102,57,42,96,60,20,63.4%,120,"$27,500",392,281,71,352,248,219,19,104,94,2.38,2.86,799,86.2%,14.0%
50846,"1,276","32,227","16,309","1,260",2,1,2,0,0,11,10,42.8,73,234,36,48,115,183,141,56,68,123,134,65,62.4%,258,"$48,000",567,404,118,522,355,316,26,167,153,2.35,2.9,"1,184",84.3%,7.9%
50847,99,"21,964","16,681",96,1,1,0,0,0,1,0,40.8,5,13,4,2,14,13,14,11,5,10,6,2,63.8%,35,"$34,400",58,42,2,44,31,28,2,13,13,2.25,2.71,107,83.3%,10.7%
50848,460,"29,500","15,350",452,1,1,1,1,4,0,7,39.2,23,94,18,14,49,68,65,26,20,31,45,7,64.1%,87,"$22,900",206,146,35,181,136,114,15,45,40,2.54,2.95,475,85.0%,7.9%
50849,"2,968","36,947","19,300","2,949",1,0,8,0,4,6,9,41.8,141,567,98,93,257,470,353,149,156,294,244,146,67.3%,711,"$63,300","1,326",925,314,"1,239",832,716,77,407,360,2.34,2.88,"2,849",89.9%,9.8%
50851,"2,289","31,488","14,212","2,212",0,0,11,0,47,19,203,41.8,137,397,94,83,230,310,308,123,110,211,186,100,61.4%,429,"$47,900","1,000",639,264,903,608,544,35,295,257,2.43,2.99,"2,180",79.1%,12.4%
50853,812,"28,289","15,147",811,0,0,0,0,0,1,1,41.9,43,142,38,28,88,109,131,42,43,82,39,27,65.1%,154,"$37,200",358,264,73,337,236,212,14,101,92,2.41,2.92,822,91.9%,11.9%
50854,"2,325","29,318","15,268","2,301",3,5,6,0,1,9,8,44.8,122,405,65,90,190,297,274,89,116,266,255,156,53.9%,479,"$51,700","1,088",680,273,953,626,536,60,327,305,2.28,2.85,"2,125",81.1%,14.0%
50857,406,"33,750","16,745",391,0,0,1,0,10,4,10,43.3,20,82,6,10,44,48,69,27,24,51,21,4,69.1%,65,"$24,100",196,135,29,164,116,106,6,48,41,2.48,2.96,423,83.7%,15.3%
50858,884,"38,750","16,175",870,1,1,2,0,1,9,7,39.7,44,175,46,37,78,142,126,42,37,82,57,18,71.3%,159,"$53,900",371,254,85,339,250,221,18,89,76,2.55,3.02,956,88.3%,13.3%
50859,576,"35,208","12,922",569,0,5,0,0,0,2,0,42.4,32,101,13,19,48,85,85,53,43,46,40,11,71.7%,107,"$22,900",275,202,41,243,179,165,12,64,57,2.37,2.79,530,87.2%,11.9%
50860,296,"27,917","10,977",295,0,0,1,0,0,0,0,31.8,31,81,11,6,29,39,40,12,10,18,15,4,68.7%,30,"$37,700",110,80,19,99,69,59,5,30,27,2.99,3.75,353,79.0%,6.1%
50861,291,"35,875","16,732",288,0,0,1,0,1,1,1,43.3,17,43,2,11,37,42,44,19,12,37,21,6,59.0%,51,"$16,900",151,100,30,130,89,82,2,41,37,2.24,2.71,304,84.4%,7.6%
50862,183,"26,458","10,196",177,0,0,5,0,0,1,0,40.8,8,47,5,2,18,23,26,8,7,19,18,2,50.4%,31,"$15,300",85,56,15,71,53,47,3,18,17,2.58,3.08,171,78.8%,10.2%
50863,292,"30,000","15,874",288,0,1,0,0,0,3,1,45.3,15,49,9,15,17,40,38,20,25,27,24,13,64.2%,50,"$22,500",168,95,40,135,80,70,8,55,49,2.16,2.85,334,78.3%,11.2%
50864,"2,288","31,400","15,601","2,268",2,4,1,0,5,8,10,41.3,122,465,68,74,208,339,287,115,108,231,193,78,60.9%,466,"$40,300","1,035",739,197,936,626,522,69,310,272,2.38,2.93,"2,249",81.4%,11.9%
51001,"2,260","35,867","20,334","2,232",6,2,1,0,4,15,14,40.7,118,455,82,86,230,316,292,116,90,249,171,55,63.5%,556,"$74,400",992,708,226,934,649,565,53,285,264,2.42,2.96,"2,204",85.1%,14.2%
51002,"2,886","34,889","16,882","2,718",13,1,29,1,95,29,222,37.2,165,684,87,96,319,473,361,135,113,222,181,50,68.1%,634,"$74,900","1,199",825,283,"1,108",803,675,85,305,266,2.57,3.04,"2,878",90.6%,20.0%
51003,"1,628","40,455","16,333","1,618",0,1,2,0,2,5,18,35.8,102,398,82,84,130,307,221,51,47,106,83,17,75.9%,377,"$80,200",637,485,115,600,435,398,25,165,152,2.71,3.31,"1,635",89.1%,18.7%
51004,"1,174","32,750","19,793","1,160",1,1,1,0,2,9,14,41.0,70,239,33,32,107,189,152,60,56,111,86,39,62.8%,239,"$54,000",532,386,101,487,330,279,31,157,146,2.41,2.99,"1,153",81.2%,15.6%
51005,"1,684","37,697","16,914","1,672",1,0,2,0,8,1,13,41.7,104,328,56,53,133,277,198,67,79,192,128,69,64.7%,395,"$61,800",710,510,141,651,477,430,31,174,154,2.49,2.97,"1,628",89.2%,19.4%
51006,"1,185","31,522","15,084","1,179",0,0,1,0,1,4,5,43.4,43,241,43,31,104,152,151,73,61,121,109,56,59.4%,300,"$39,900",527,372,109,481,320,285,22,161,147,2.37,2.98,"1,108",77.8%,10.5%
51007,665,"46,000","19,930",657,0,0,4,0,0,4,6,37.1,45,129,20,25,86,123,89,42,41,48,10,7,77.2%,114,"$90,000",262,211,40,251,193,167,15,58,44,2.65,2.98,600,89.1%,13.8%
51008,106,"47,188","22,662",103,0,0,3,0,0,0,0,41.0,6,22,6,8,5,15,20,4,3,10,6,1,62.1%,27,"$70,700",44,30,12,42,30,25,3,12,9,2.52,2.93,95,83.3%,7.7%
51010,538,"22,218","13,827",527,4,3,0,1,3,0,5,39.4,31,127,11,23,46,83,73,32,22,57,21,12,66.3%,87,"$29,800",245,168,52,220,146,118,14,74,64,2.45,3.01,495,86.3%,10.5%
51011,95,"18,333","12,587",92,1,1,0,0,0,1,0,36.5,4,24,1,3,13,17,13,5,2,8,2,3,56.9%,29,"$26,500",48,32,7,39,25,19,1,14,12,2.44,3.04,94,60.6%,0.0%
51012,"6,596","33,444","18,571","6,440",32,15,38,0,33,38,91,42.1,341,1217,241,223,597,967,998,360,313,629,513,197,65.4%,1684,"$56,800","3,053","1,999",837,"2,836","1,767","1,453",226,"1,069",961,2.23,2.84,"6,328",86.1%,15.0%
51014,734,"41,364","16,145",730,1,0,1,0,2,0,2,42.0,46,131,26,21,64,115,110,46,38,73,51,13,71.4%,172,"$64,800",327,207,83,290,224,203,11,66,63,2.53,2.93,825,93.0%,10.1%
51016,"1,451","32,188","16,643","1,423",0,1,2,0,21,4,48,39.4,95,267,52,66,146,204,197,79,53,126,118,48,65.2%,302,"$53,500",638,445,127,572,404,343,39,168,148,2.45,2.95,"1,415",82.8%,11.3%
51018,493,"40,625","18,435",493,0,0,0,0,0,0,1,40.7,25,97,15,13,55,76,63,16,28,56,36,13,69.5%,104,"$37,100",221,150,54,204,143,131,8,61,52,2.42,2.9,533,90.8%,23.6%
51019,927,"33,967","17,428",921,0,0,0,0,0,6,2,39.2,58,207,22,21,103,151,112,56,47,81,48,21,66.7%,178,"$52,100",407,285,87,372,261,235,18,111,100,2.49,3.02,903,83.6%,8.5%
51020,672,"36,000","22,966",665,2,0,2,0,2,1,2,43.8,35,116,20,27,58,106,104,31,25,79,61,10,60.6%,166,"$38,300",312,226,53,279,213,198,12,66,61,2.41,2.81,683,85.3%,7.4%
51022,857,"40,982","15,606",840,6,0,0,0,9,2,12,36.4,61,201,27,32,87,129,91,36,34,69,63,27,75.3%,153,"$48,600",351,262,57,319,228,196,14,91,83,2.69,3.23,813,79.6%,8.1%
51023,"3,033","36,065","17,832","2,879",8,14,7,0,92,33,164,39.8,164,613,111,119,319,422,415,158,131,282,217,82,65.7%,755,"$61,200","1,309",934,297,"1,231",821,703,82,410,358,2.41,2.98,"2,934",77.3%,15.0%
51024,"2,045","52,791","20,301","2,012",6,1,7,2,3,14,13,38.0,127,464,77,77,192,336,356,89,74,136,95,22,71.1%,381,"$109,300",748,598,123,721,576,517,31,145,114,2.84,3.19,"2,003",90.7%,22.8%
51025,"2,190","35,058","16,851","2,173",1,2,6,0,2,6,5,40.7,133,438,59,77,210,312,286,83,95,213,208,76,63.4%,490,"$61,300",959,649,237,886,608,528,54,278,252,2.41,2.95,"2,119",87.2%,17.0%
51026,964,"40,263","17,086",945,2,11,2,0,1,3,2,38.1,63,208,39,25,103,166,151,43,28,79,51,8,69.3%,155,"$67,500",406,296,66,362,267,232,21,95,86,2.66,3.14,"1,000",89.9%,19.3%
51027,"1,248","39,250","14,572","1,233",0,0,8,1,0,6,9,37.0,83,270,62,46,124,200,147,67,51,112,79,7,67.7%,262,"$72,600",483,375,80,455,356,326,22,99,90,2.74,3.16,"1,395",81.3%,15.1%
51028,"2,046","38,594","18,793","2,015",6,3,5,4,1,12,12,39.4,134,422,64,70,199,293,236,104,89,215,144,76,62.9%,473,"$84,800",865,626,172,798,570,516,37,228,214,2.52,3.06,"2,038",88.7%,17.3%
51029,309,"31,458","38,119",307,0,0,0,0,0,2,0,41.9,21,48,13,6,34,51,44,19,14,27,22,10,68.1%,56,"$33,800",149,119,19,138,94,79,9,44,41,2.24,2.69,264,94.9%,11.7%
51030,"1,584","52,798","20,159","1,566",1,2,3,5,0,7,1,36.6,97,373,63,47,167,310,227,74,48,88,74,16,79.5%,378,"$99,600",585,478,80,558,450,402,35,108,90,2.81,3.16,"1,639",95.3%,22.8%
51031,"11,927","40,287","19,058","11,639",47,20,38,8,92,83,247,36.7,857,2525,455,475,1392,1922,1505,530,444,872,656,294,69.4%,2682,"$91,500","4,779","3,367","1,172","4,539","3,197","2,721",337,"1,342","1,173",2.57,3.11,"11,676",86.5%,20.2%
51033,541,"36,719","18,857",520,0,0,0,0,18,3,18,42.1,35,106,20,15,42,95,99,17,20,61,22,9,68.6%,85,"$29,400",247,165,50,215,157,134,14,58,51,2.52,2.98,507,89.1%,20.2%
51034,"2,156","30,984","17,751","2,127",2,8,3,0,0,16,9,45.0,112,370,63,78,187,268,254,110,100,210,242,162,57.2%,484,"$55,500",943,661,190,851,555,475,49,296,275,2.34,2.94,"2,007",76.0%,12.5%
51035,"1,804","38,125","17,473","1,777",1,5,12,0,1,8,7,41.0,91,386,48,53,151,284,217,79,77,197,145,76,62.8%,439,"$64,500",779,560,145,705,490,436,33,215,193,2.49,3.05,"1,756",88.1%,18.1%
51036,690,"44,327","19,168",678,0,0,1,0,11,0,18,36.3,47,153,35,30,70,109,106,32,31,40,26,11,86.7%,97,"$68,200",250,188,50,238,202,190,8,36,31,2.9,3.18,574,88.6%,11.7%
51037,491,"30,982","15,332",484,4,0,1,0,0,2,2,42.1,26,95,12,14,46,84,77,26,27,61,17,6,73.1%,96,"$57,700",215,155,45,200,148,134,9,52,44,2.46,2.86,438,86.7%,4.9%
51038,"1,543","44,650","17,450","1,525",3,0,3,0,5,7,19,36.9,94,365,47,44,175,248,199,66,57,138,87,23,68.8%,327,"$82,500",592,478,87,565,431,379,35,134,117,2.73,3.19,"1,530",88.3%,15.5%
51039,"2,501","43,795","19,229","2,460",5,9,5,5,5,12,22,36.4,186,555,80,95,277,415,320,83,104,202,149,35,70.7%,544,"$90,600",997,729,215,944,709,628,59,235,209,2.64,3.09,"2,459",91.0%,20.0%
