member_number,date_joined,date_expired,status,member_level,2016 Full Year Member
6112,2007,2010,Expired,Primary,No
6122,2007,2017,Active,Primary,Yes
6134,2007,2010,Expired,Primary,No
6138,2007,2015,Expired,Primary,No
6188,2007,2012,Expired,Primary,No
6190,2007,2016,Expired,Primary,Yes
6197,2007,2012,Expired,Primary,No
6224,2007,2010,Expired,Primary,No
6230,2007,2013,Expired,Primary,No
6237,2007,2010,Expired,Primary,No
6253,2007,2030,Active,Primary,Yes
6288,2007,2017,Active,Primary,Yes
6328,2007,2011,Expired,Primary,No
6352,2007,2011,Expired,Primary,No
6387,2007,2018,Active,Primary,Yes
6429,2007,2011,Expired,Primary,No
6434,2007,2018,Active,Primary,Yes
6460,2007,2010,Expired,Primary,No
6491,2007,2011,Expired,Primary,No
6501,2007,2016,Active,Primary,Yes
6529,2007,2016,Expired,Primary,Yes
6546,2007,2016,Expired,Primary,Yes
6552,2007,2010,Expired,Primary,No
6581,2007,2012,Expired,Primary,No
6611,2007,2018,Active,Primary,Yes
6668,2007,2010,Expired,Primary,No
6700,2007,2018,Active,Primary,Yes
6713,2007,2010,Expired,Primary,No
6741,2007,2010,Expired,Primary,No
6777,2007,2012,Expired,Primary,No
6856,2007,2012,Expired,Primary,No
6860,2007,2011,Expired,Primary,No
6867,2007,2011,Expired,Primary,No
6898,2007,2017,Active,Primary,Yes
6914,2007,2017,Active,Primary,Yes
6945,2007,2017,Active,Primary,Yes
6959,2007,2010,Expired,Primary,No
7013,2007,2009,Expired,Primary,No
7049,2007,2010,Expired,Primary,No
7062,2007,2015,Expired,Primary,No
7063,2007,2017,Active,Primary,Yes
7074,2007,2017,Active,Primary,Yes
7078,2007,2010,Expired,Primary,No
7095,2007,2010,Expired,Primary,No
7101,2007,2015,Expired,Primary,No
7158,2007,2011,Expired,Primary,No
7161,2007,2017,Active,Primary,Yes
7178,2007,2010,Expired,Primary,No
7202,2007,2011,Expired,Primary,No
7215,2007,2010,Expired,Primary,No
7244,2007,2014,Expired,Primary,No
7284,2007,2011,Expired,Primary,No
7286,2007,2013,Expired,Primary,No
7299,2007,2012,Expired,Primary,No
7370,2007,2010,Expired,Primary,No
7373,2007,2009,Expired,Primary,No
7377,2007,2016,Expired,Primary,Yes
7408,2007,2016,Expired,Primary,Yes
7414,2007,2012,Expired,Primary,No
7421,2007,2011,Expired,Primary,No
7439,2007,2017,Active,Primary,Yes
7492,2007,2017,Active,Primary,Yes
7622,2007,2017,Active,Primary,Yes
7663,2007,2010,Expired,Primary,No
7679,2007,2010,Expired,Primary,No
7717,2007,2011,Expired,Primary,No
7767,2007,2011,Expired,Primary,No
7768,2007,2014,Expired,Primary,No
7789,2007,2013,Expired,Primary,No
7803,2007,2014,Expired,Primary,No
7859,2007,2010,Expired,Primary,No
7873,2007,2015,Expired,Primary,No
7880,2007,2013,Expired,Primary,No
7882,2007,2010,Expired,Primary,No
7890,2007,2010,Expired,Primary,No
7898,2007,2015,Expired,Primary,No
7899,2007,2011,Expired,Primary,No
7940,2007,2018,Active,Primary,Yes
8003,2007,2011,Expired,Primary,No
8027,2007,2015,Expired,Primary,No
8033,2007,2017,Active,Primary,Yes
8044,2007,2012,Expired,Primary,No
8062,2007,2018,Active,Primary,Yes
8117,2007,2010,Expired,Primary,No
8131,2007,2019,Active,Primary,Yes
8135,2007,2012,Expired,Primary,No
8156,2007,2010,Expired,Primary,No
8173,2007,2010,Expired,Primary,No
8176,2007,2014,Expired,Primary,No
8245,2007,2010,Expired,Primary,No
8316,2007,2016,Expired,Primary,Yes
8395,2007,2010,Expired,Primary,No
8416,2007,2011,Expired,Primary,No
8422,2007,2011,Expired,Primary,No
8427,2007,2014,Expired,Primary,No
8461,2007,2019,Active,Primary,Yes
8473,2007,2010,Expired,Primary,No
8514,2007,2016,Expired,Primary,Yes
8527,2007,2011,Expired,Primary,No
8565,2007,2010,Expired,Primary,No
8628,2007,2018,Active,Primary,Yes
8691,2007,2018,Active,Primary,Yes
8722,2007,2010,Expired,Primary,No
8741,2007,2020,Active,Primary,Yes
8751,2007,2010,Expired,Primary,No
8760,2007,2010,Expired,Primary,No
8791,2007,2017,Active,Primary,Yes
8813,2007,2013,Expired,Primary,No
8849,2007,2016,Active,Primary,Yes
8907,2007,2010,Expired,Primary,No
8918,2007,2017,Active,Primary,Yes
8963,2007,2010,Expired,Primary,No
9036,2007,2011,Expired,Primary,No
9069,2007,2013,Expired,Primary,No
9082,2007,2020,Active,Primary,Yes
9130,2007,2017,Active,Primary,Yes
9170,2007,2013,Expired,Primary,No
9190,2007,2016,Expired,Primary,Yes
9205,2007,2015,Expired,Primary,No
9217,2007,2012,Expired,Primary,No
9232,2007,2010,Expired,Primary,No
9243,2007,2012,Expired,Primary,No
9249,2007,2012,Expired,Primary,No
9315,2007,2017,Active,Primary,Yes
9368,2007,2029,Active,Primary,Yes
9388,2007,2013,Expired,Primary,No
9465,2007,2010,Expired,Primary,No
9474,2007,2016,Expired,Primary,Yes
9494,2007,2010,Expired,Primary,No
9529,2007,2011,Expired,Primary,No
9583,2007,2017,Active,Primary,Yes
9584,2007,2011,Expired,Primary,No
9589,2007,2011,Expired,Primary,No
9597,2007,2012,Expired,Primary,No
9609,2007,2017,Active,Primary,Yes
9614,2007,2013,Expired,Primary,No
9628,2007,2010,Expired,Primary,No
9640,2007,2010,Expired,Primary,No
9652,2007,2012,Expired,Primary,No
9678,2007,2018,Active,Primary,Yes
9722,2007,2016,Expired,Primary,Yes
9759,2007,2010,Expired,Primary,No
9762,2007,2011,Expired,Primary,No
9780,2007,2010,Expired,Primary,No
9782,2007,2010,Expired,Primary,No
9800,2007,2013,Expired,Primary,No
9801,2007,2012,Expired,Primary,No
9804,2007,2016,Expired,Primary,Yes
9856,2007,2013,Expired,Primary,No
9907,2007,2010,Expired,Primary,No
9928,2007,2016,Expired,Primary,Yes
9935,2007,2017,Active,Primary,Yes
9939,2007,2010,Expired,Primary,No
9948,2007,2010,Expired,Primary,No
9959,2007,2012,Expired,Primary,No
9966,2007,2011,Expired,Primary,No
9972,2007,2017,Active,Primary,Yes
9975,2007,2017,Active,Primary,Yes
9980,2007,2011,Expired,Primary,No
9990,2007,2012,Expired,Primary,No
10000,2007,2010,Expired,Primary,No
10005,2007,2013,Expired,Primary,No
10028,2007,2015,Expired,Primary,No
10038,2007,2013,Expired,Primary,No
10042,2007,2012,Expired,Primary,No
10043,2007,2017,Active,Primary,Yes
10047,2007,2011,Expired,Primary,No
10057,2007,2010,Expired,Primary,No
10060,2007,2016,Expired,Primary,Yes
10065,2007,2010,Expired,Primary,No
10068,2007,2011,Expired,Primary,No
10070,2007,2010,Expired,Primary,No
10074,2007,2013,Expired,Primary,No
10076,2007,2011,Expired,Primary,No
10090,2007,2016,Expired,Primary,Yes
10091,2007,2013,Expired,Primary,No
10098,2007,2012,Expired,Primary,No
10099,2007,2017,Active,Primary,Yes
10100,2007,2010,Expired,Primary,No
10101,2007,2010,Expired,Primary,No
10127,2007,2019,Active,Primary,Yes
10148,2007,2020,Active,Primary,Yes
10149,2007,2017,Active,Primary,Yes
10172,2007,2010,Expired,Primary,No
10202,2007,2010,Expired,Primary,No
10204,2007,2013,Expired,Primary,No
10210,2007,2017,Active,Primary,Yes
10222,2007,2020,Active,Primary,Yes
10223,2007,2015,Expired,Primary,No
10224,2007,2015,Expired,Primary,No
10233,2007,2014,Expired,Primary,No
10239,2007,2018,Active,Primary,Yes
10242,2007,2011,Expired,Primary,No
10244,2007,2010,Expired,Primary,No
10248,2007,2016,Active,Primary,Yes
10270,2007,2016,Expired,Primary,Yes
10273,2007,2010,Expired,Primary,No
10277,2007,2012,Expired,Primary,No
10283,2007,2010,Expired,Primary,No
10302,2007,2017,Active,Primary,Yes
10309,2007,2016,Expired,Primary,Yes
10314,2007,2010,Expired,Primary,No
10349,2007,2013,Expired,Primary,No
10353,2007,2017,Active,Primary,Yes
10355,2007,2010,Expired,Primary,No
10362,2007,2018,Active,Primary,Yes
10364,2007,2012,Expired,Primary,No
10365,2007,2012,Expired,Primary,No
10374,2007,2015,Expired,Primary,No
10390,2007,2010,Expired,Primary,No
10398,2007,2017,Active,Primary,Yes
10420,2007,2010,Expired,Primary,No
10430,2007,2017,Active,Primary,Yes
10437,2007,2014,Expired,Primary,No
10438,2007,2017,Active,Primary,Yes
10445,2007,2011,Expired,Primary,No
10460,2007,2014,Expired,Primary,No
10474,2007,2017,Active,Primary,Yes
10476,2007,2017,Active,Primary,Yes
10480,2007,2010,Expired,Primary,No
10486,2007,2015,Expired,Primary,No
10497,2007,2017,Active,Primary,Yes
10499,2007,2011,Expired,Primary,No
10506,2007,2016,Active,Primary,Yes
10511,2007,2015,Expired,Primary,No
10522,2007,2016,Expired,Primary,Yes
10545,2007,2010,Expired,Primary,No
10566,2007,2011,Expired,Primary,No
10567,2007,2010,Expired,Primary,No
10571,2007,2015,Expired,Primary,No
10579,2007,2018,Active,Primary,Yes
10581,2007,2018,Active,Primary,Yes
10582,2007,2010,Expired,Primary,No
10583,2007,2010,Expired,Primary,No
10610,2007,2009,Expired,Primary,No
10623,2007,2017,Active,Primary,Yes
10625,2007,2015,Expired,Primary,No
10632,2007,2012,Expired,Primary,No
10637,2007,2010,Expired,Primary,No
10641,2007,2010,Expired,Primary,No
10648,2007,2017,Active,Primary,Yes
10650,2007,2016,Expired,Primary,Yes
10652,2007,2010,Expired,Primary,No
10668,2007,2016,Expired,Primary,Yes
10690,2007,2011,Expired,Primary,No
10693,2007,2018,Active,Primary,Yes
10703,2007,2016,Expired,Primary,Yes
10709,2007,2017,Active,Primary,Yes
10718,2007,2010,Expired,Primary,No
10726,2007,2016,Expired,Primary,Yes
10734,2007,2011,Expired,Primary,No
10736,2007,2011,Expired,Primary,No
10773,2007,2013,Expired,Primary,No
10791,2007,2013,Expired,Primary,No
10798,2007,2013,Expired,Primary,No
10802,2007,2011,Expired,Primary,No
10807,2007,2011,Expired,Primary,No
10863,2007,2016,Expired,Primary,Yes
10886,2007,2017,Active,Primary,Yes
10910,2007,2009,Expired,Primary,No
10917,2007,2011,Expired,Primary,No
10920,2007,2016,Active,Primary,Yes
10931,2007,2010,Expired,Primary,No
10932,2007,2013,Expired,Primary,No
10940,2007,2010,Expired,Primary,No
10956,2007,2010,Expired,Primary,No
10957,2007,2012,Expired,Primary,No
10963,2007,2017,Active,Primary,Yes
10987,2007,2010,Expired,Primary,No
10995,2007,2016,Expired,Primary,Yes
10996,2007,2011,Expired,Primary,No
10999,2007,2013,Expired,Primary,No
11001,2007,2014,Expired,Primary,No
11008,2007,2010,Expired,Primary,No
11022,2007,2011,Expired,Primary,No
11023,2007,2015,Expired,Primary,No
11030,2007,2010,Expired,Primary,No
11042,2007,2010,Expired,Primary,No
11053,2007,2011,Expired,Primary,No
11061,2007,2010,Expired,Primary,No
11068,2007,2017,Active,Primary,Yes
11071,2007,2012,Expired,Primary,No
11090,2007,2011,Expired,Primary,No
11092,2007,2010,Expired,Primary,No
11096,2007,2015,Expired,Primary,No
11100,2007,2010,Expired,Primary,No
11118,2007,2017,Active,Primary,Yes
11133,2007,2010,Expired,Primary,No
11138,2007,2012,Expired,Primary,No
11156,2007,2017,Active,Primary,Yes
11160,2007,2010,Expired,Primary,No
11176,2007,2011,Expired,Primary,No
11186,2007,2016,Expired,Primary,Yes
11193,2007,2011,Expired,Primary,No
11210,2007,2010,Expired,Primary,No
11212,2007,2010,Expired,Primary,No
11213,2007,2017,Active,Primary,Yes
11216,2007,2010,Expired,Primary,No
11218,2007,2012,Expired,Primary,No
11234,2007,2012,Expired,Primary,No
11240,2007,2013,Expired,Primary,No
11241,2007,2012,Expired,Primary,No
11252,2007,2010,Expired,Primary,No
11267,2007,2040,Active,Primary,Yes
11268,2007,2009,Expired,Primary,No
11269,2007,2017,Active,Primary,Yes
11280,2007,2015,Expired,Primary,No
11282,2007,2016,Expired,Primary,Yes
11284,2007,2014,Expired,Primary,No
11311,2007,2012,Expired,Primary,No
11313,2007,2018,Active,Primary,Yes
11315,2007,2016,Expired,Primary,Yes
11340,2007,2010,Expired,Primary,No
11341,2007,2012,Expired,Primary,No
11346,2007,2017,Active,Primary,Yes
11349,2007,2017,Active,Primary,Yes
11352,2007,2015,Expired,Primary,No
11369,2007,2013,Expired,Primary,No
11372,2007,2014,Expired,Primary,No
11385,2007,2010,Expired,Primary,No
11387,2007,2016,Expired,Primary,Yes
11391,2007,2014,Expired,Primary,No
11395,2007,2017,Active,Primary,Yes
11424,2007,2010,Expired,Primary,No
11434,2007,2015,Expired,Primary,No
11438,2007,2010,Expired,Primary,No
11442,2007,2011,Expired,Primary,No
11451,2007,2017,Active,Primary,Yes
11452,2007,2020,Active,Primary,Yes
11480,2007,2011,Expired,Primary,No
11484,2007,2017,Active,Primary,Yes
11501,2007,2010,Expired,Primary,No
11503,2007,2017,Active,Primary,Yes
11507,2007,2012,Expired,Primary,No
11548,2008,2015,Expired,Primary,No
11568,2008,2015,Expired,Primary,No
11574,2008,2015,Expired,Primary,No
11588,2008,2011,Expired,Primary,No
11591,2008,2018,Active,Primary,Yes
11602,2008,2012,Expired,Primary,No
11612,2008,2014,Expired,Primary,No
11636,2008,2010,Expired,Primary,No
11640,2008,2013,Expired,Primary,No
11641,2008,2015,Expired,Primary,No
11644,2008,2012,Expired,Primary,No
11648,2008,2010,Expired,Primary,No
11651,2008,2014,Expired,Primary,No
11670,2008,2016,Expired,Primary,Yes
11673,2008,2010,Expired,Primary,No
11676,2008,2016,Expired,Primary,Yes
11677,2008,2012,Expired,Primary,No
11696,2008,2016,Expired,Primary,Yes
11701,2008,2010,Expired,Primary,No
11712,2008,2009,Expired,Primary,No
11739,2008,2011,Expired,Primary,No
11749,2008,2010,Expired,Primary,No
11753,2008,2016,Active,Primary,Yes
11760,2008,2010,Expired,Primary,No
11761,2008,2017,Active,Primary,Yes
11771,2008,2017,Active,Primary,Yes
11773,2008,2010,Expired,Primary,No
11776,2008,2013,Expired,Primary,No
11780,2008,2010,Expired,Primary,No
11796,2008,2014,Expired,Primary,No
11798,2008,2017,Active,Primary,Yes
11799,2008,2011,Expired,Primary,No
11803,2008,2017,Active,Primary,Yes
11808,2008,2016,Expired,Primary,Yes
11814,2008,2017,Active,Primary,Yes
11817,2008,2011,Expired,Primary,No
11837,2008,2010,Expired,Primary,No
11848,2008,2010,Expired,Primary,No
11859,2008,2015,Expired,Primary,No
11883,2008,2029,Active,Primary,Yes
11893,2008,2012,Expired,Primary,No
11899,2008,2016,Expired,Primary,Yes
11906,2008,2017,Active,Primary,Yes
11912,2008,2012,Expired,Primary,No
11913,2008,2010,Expired,Primary,No
11925,2008,2016,Expired,Primary,Yes
11928,2008,2016,Expired,Primary,Yes
11936,2008,2015,Expired,Primary,No
11938,2008,2019,Active,Primary,Yes
11944,2008,2011,Expired,Primary,No
11953,2008,2014,Expired,Primary,No
11961,2008,2017,Active,Primary,Yes
11966,2008,2016,Active,Primary,Yes
11972,2008,2012,Expired,Primary,No
11981,2008,2010,Expired,Primary,No
11998,2008,2014,Expired,Primary,No
12001,2008,2010,Expired,Primary,No
12004,2008,2014,Expired,Primary,No
12020,2008,2019,Active,Primary,Yes
12039,2008,2013,Expired,Primary,No
12067,2008,2010,Expired,Primary,No
12070,2008,2013,Expired,Primary,No
12074,2008,2014,Expired,Primary,No
12087,2008,2012,Expired,Primary,No
12103,2008,2010,Expired,Primary,No
12108,2008,2017,Active,Primary,Yes
12114,2008,2020,Active,Primary,Yes
12120,2008,2017,Active,Primary,Yes
12137,2008,2012,Expired,Primary,No
12138,2008,2012,Expired,Primary,No
12152,2008,2017,Active,Primary,Yes
12155,2008,2012,Expired,Primary,No
12158,2008,2013,Expired,Primary,No
12160,2008,2010,Expired,Primary,No
12164,2008,2016,Expired,Primary,Yes
12168,2008,2015,Expired,Primary,No
12172,2008,2010,Expired,Primary,No
12180,2008,2010,Expired,Primary,No
12181,2008,2015,Expired,Primary,No
12195,2008,2010,Expired,Primary,No
12206,2008,2011,Expired,Primary,No
12219,2008,2011,Expired,Primary,No
12234,2008,2012,Expired,Primary,No
12243,2008,2012,Expired,Primary,No
12246,2008,2017,Active,Primary,Yes
12247,2008,2013,Expired,Primary,No
12258,2008,2010,Expired,Primary,No
12275,2008,2016,Expired,Primary,Yes
12277,2008,2014,Expired,Primary,No
12296,2008,2010,Expired,Primary,No
12299,2008,2017,Active,Primary,Yes
12317,2008,2012,Expired,Primary,No
12330,2008,2013,Expired,Primary,No
12335,2008,2012,Expired,Primary,No
12336,2008,2011,Expired,Primary,No
12338,2008,2039,Active,Primary,Yes
12341,2008,2010,Expired,Primary,No
12369,2008,2011,Expired,Primary,No
12376,2008,2015,Expired,Primary,No
12399,2008,2016,Expired,Primary,Yes
12402,2008,2011,Expired,Primary,No
12409,2008,2010,Expired,Primary,No
12410,2008,2013,Expired,Primary,No
12413,2008,2011,Expired,Primary,No
12418,2008,2015,Expired,Primary,No
12427,2008,2012,Expired,Primary,No
12429,2008,2010,Expired,Primary,No
12431,2008,2016,Active,Primary,Yes
12432,2008,2016,Active,Primary,Yes
12437,2008,2013,Expired,Primary,No
12456,2008,2011,Expired,Primary,No
12463,2008,2010,Expired,Primary,No
12464,2008,2011,Expired,Primary,No
12474,2008,2011,Expired,Primary,No
12481,2008,2017,Active,Primary,Yes
12493,2008,2013,Expired,Primary,No
12507,2008,2010,Expired,Primary,No
12520,2008,2017,Active,Primary,Yes
12523,2008,2010,Expired,Primary,No
12540,2008,2014,Expired,Primary,No
12541,2008,2010,Expired,Primary,No
12544,2008,2011,Expired,Primary,No
12546,2008,2011,Expired,Primary,No
12550,2008,2013,Expired,Primary,No
12563,2008,2017,Active,Primary,Yes
12565,2008,2011,Expired,Primary,No
12567,2008,2017,Active,Primary,Yes
12571,2008,2011,Expired,Primary,No
12586,2008,2017,Active,Primary,Yes
12592,2008,2013,Expired,Primary,No
12593,2008,2013,Expired,Primary,No
12605,2008,2018,Active,Primary,Yes
12616,2008,2013,Expired,Primary,No
12663,2008,2010,Expired,Primary,No
12669,2008,2010,Expired,Primary,No
12671,2008,2014,Expired,Primary,No
12675,2008,2017,Active,Primary,Yes
12679,2008,2012,Expired,Primary,No
12682,2008,2013,Expired,Primary,No
12692,2008,2016,Active,Primary,Yes
12694,2008,2014,Expired,Primary,No
12725,2008,2011,Expired,Primary,No
12732,2008,2013,Expired,Primary,No
12736,2008,2017,Active,Primary,Yes
12737,2008,2017,Active,Primary,Yes
12753,2008,2011,Expired,Primary,No
12760,2008,2017,Active,Primary,Yes
12765,2008,2012,Expired,Primary,No
12769,2008,2011,Expired,Primary,No
12781,2008,2015,Expired,Primary,No
12798,2008,2016,Active,Primary,Yes
12811,2008,2015,Expired,Primary,No
12812,2008,2014,Expired,Primary,No
12815,2008,2010,Expired,Primary,No
12828,2008,2010,Expired,Primary,No
12845,2008,2017,Active,Primary,Yes
12872,2008,2016,Active,Primary,Yes
12881,2008,2013,Expired,Primary,No
12890,2008,2010,Expired,Primary,No
12894,2008,2010,Expired,Primary,No
12897,2008,2014,Expired,Primary,No
12900,2008,2015,Expired,Primary,No
12903,2008,2017,Active,Primary,Yes
12904,2008,2015,Expired,Primary,No
12911,2008,2010,Expired,Primary,No
12919,2008,2012,Expired,Primary,No
12927,2008,2010,Expired,Primary,No
12956,2008,2014,Expired,Primary,No
12958,2008,2013,Expired,Primary,No
12981,2008,2012,Expired,Primary,No
12998,2008,2013,Expired,Primary,No
13015,2008,2011,Expired,Primary,No
13022,2008,2011,Expired,Primary,No
13060,2008,2011,Expired,Primary,No
13061,2008,2010,Expired,Primary,No
13074,2008,2018,Active,Primary,Yes
13089,2008,2012,Expired,Primary,No
13096,2008,2014,Expired,Primary,No
13098,2008,2013,Expired,Primary,No
13101,2008,2017,Active,Primary,Yes
13103,2008,2010,Expired,Primary,No
13105,2008,2014,Expired,Primary,No
13108,2008,2016,Active,Primary,Yes
13112,2008,2019,Active,Primary,Yes
13113,2008,2011,Expired,Primary,No
13114,2008,2013,Expired,Primary,No
13127,2008,2012,Expired,Primary,No
13138,2008,2010,Expired,Primary,No
13143,2008,2013,Expired,Primary,No
13145,2008,2011,Expired,Primary,No
13159,2008,2017,Active,Primary,Yes
13163,2008,2010,Expired,Primary,No
13164,2008,2012,Expired,Primary,No
13169,2008,2014,Expired,Primary,No
13202,2008,2011,Expired,Primary,No
13205,2008,2010,Expired,Primary,No
13208,2008,2010,Expired,Primary,No
13216,2008,2010,Expired,Primary,No
13221,2008,2018,Active,Primary,Yes
13232,2008,2010,Expired,Primary,No
13254,2008,2017,Active,Primary,Yes
13275,2008,2010,Expired,Primary,No
13284,2008,2016,Expired,Primary,Yes
13285,2008,2010,Expired,Primary,No
13288,2008,2012,Expired,Primary,No
13291,2008,2011,Expired,Primary,No
13300,2008,2013,Expired,Primary,No
13318,2008,2010,Expired,Primary,No
13336,2008,2010,Expired,Primary,No
13342,2008,2012,Expired,Primary,No
13346,2008,2017,Active,Primary,Yes
13363,2008,2017,Active,Primary,Yes
13368,2008,2011,Expired,Primary,No
13370,2008,2012,Expired,Primary,No
13396,2008,2017,Active,Primary,Yes
13406,2008,2018,Active,Primary,Yes
13423,2008,2014,Expired,Primary,No
13429,2008,2015,Expired,Primary,No
13433,2008,2012,Expired,Primary,No
13443,2008,2017,Active,Primary,Yes
13448,2008,2017,Active,Primary,Yes
13456,2008,2010,Expired,Primary,No
13466,2008,2014,Expired,Primary,No
13486,2008,2016,Expired,Primary,Yes
13493,2008,2011,Expired,Primary,No
13510,2008,2010,Expired,Primary,No
13531,2008,2010,Expired,Primary,No
13534,2008,2017,Active,Primary,Yes
13538,2008,2017,Active,Primary,Yes
13543,2008,2013,Expired,Primary,No
13544,2008,2015,Expired,Primary,No
13557,2008,2010,Expired,Primary,No
13565,2008,2011,Expired,Primary,No
13580,2008,2013,Expired,Primary,No
13594,2008,2010,Expired,Primary,No
13596,2008,2017,Active,Primary,Yes
13599,2008,2012,Expired,Primary,No
13607,2008,2017,Active,Primary,Yes
13631,2008,2010,Expired,Primary,No
13638,2008,2016,Expired,Primary,Yes
13639,2008,2010,Expired,Primary,No
13640,2008,2017,Active,Primary,Yes
13641,2008,2014,Expired,Primary,No
13647,2008,2011,Expired,Primary,No
13652,2008,2010,Expired,Primary,No
13667,2008,2019,Active,Primary,Yes
13688,2008,2017,Active,Primary,Yes
13689,2008,2017,Active,Primary,Yes
13706,2008,2013,Expired,Primary,No
13708,2008,2010,Expired,Primary,No
13714,2008,2012,Expired,Primary,No
13717,2008,2013,Expired,Primary,No
13721,2008,2017,Active,Primary,Yes
13728,2008,2013,Expired,Primary,No
13729,2008,2010,Expired,Primary,No
13738,2008,2017,Active,Primary,Yes
13741,2008,2010,Expired,Primary,No
13748,2008,2017,Active,Primary,Yes
